segmentId_DB,ChildID,Age_months_actual,filename,Starttime,Endtime,Major_Choice,Num_Agreement
4120.DB1,1151_1,49.08,20181206_151905_022874,36734.99,36735.9,Non-canonical syllables,2
4952.DB1,1151_1,49.08,20181206_151905_022874,36747.94,36748.54,Non-canonical syllables,2
6963.DB1,1151_1,49.08,20181206_151905_022874,36757.17,36758.39,Non-canonical syllables,2
3992.DB1,1151_1,49.08,20181206_151905_022874,36762.15,36762.76,Non-canonical syllables,3
6981.DB1,1151_1,49.08,20181206_151905_022874,36764.9,36765.51,Non-canonical syllables,3
5839.DB1,1151_1,49.08,20181206_151905_022874,36773.74,36774.36,Non-canonical syllables,3
2827.DB1,1151_1,49.08,20181206_151905_022874,36775.17,36775.8,Laughing,2
4869.DB1,1151_1,49.08,20181206_151905_022874,36779.14,36780.22,Don't mark,3
7147.DB1,1151_1,49.08,20181206_151905_022874,36782.09,36782.97,Non-canonical syllables,3
4587.DB1,1151_1,49.08,20181206_151905_022874,36783.78,36784.38,Non-canonical syllables,2
4435.DB1,1151_1,49.08,20181206_151905_022874,36786.21,36787.23,Non-canonical syllables,3
5454.DB1,1151_1,49.08,20181206_151905_022874,36791.23,36792.25,Don't mark,3
3370.DB1,1151_1,49.08,20181206_151905_022874,36797.54,36798.16,Non-canonical syllables,3
6055.DB1,1151_1,49.08,20181206_151905_022874,36803.82,36804.45,Non-canonical syllables,2
3377.DB1,1151_1,49.08,20181206_151905_022874,36810.13,36811.77,Don't mark,3
3769.DB1,1151_1,49.08,20181206_151905_022874,36854.56,36855.32,Don't mark,3
4844.DB1,1151_1,49.08,20181206_151905_022874,36855.32,36856.72,Don't mark,3
6239.DB1,1151_1,49.08,20181206_151905_022874,36904.5,36905.19,Non-canonical syllables,2
5703.DB1,1151_1,49.08,20181206_151905_022874,36911.28,36911.9,Non-canonical syllables,3
3901.DB1,1151_1,49.08,20181206_151905_022874,36919.89,36920.5,Non-canonical syllables,3
5422.DB1,1151_1,49.08,20181206_151905_022874,36929.85,36931.78,Don't mark,3
2678.DB1,1151_1,49.08,20181206_151905_022874,36938.34,36938.94,None,0
4310.DB1,1151_1,49.08,20181206_151905_022874,36939.89,36940.65,Non-canonical syllables,3
5214.DB1,1151_1,49.08,20181206_151905_022874,36942.72,36943.59,None,0
4307.DB1,1151_1,49.08,20181206_151905_022874,36943.59,36944.86,Don't mark,2
3274.DB1,1151_1,49.08,20181206_151905_022874,36944.86,36945.46,Don't mark,2
6410.DB1,1151_1,49.08,20181206_151905_022874,36956,36956.81,None,0
5204.DB1,1151_1,49.08,20181206_151905_022874,36959.4,36960,Don't mark,3
6408.DB1,1151_1,49.08,20181206_151905_022874,36963.67,36965.13,Don't mark,3
3341.DB1,1151_1,49.08,20181206_151905_022874,36965.13,36965.96,Canonical syllables,3
4539.DB1,1151_1,49.08,20181206_151905_022874,36965.96,36967.07,Don't mark,3
7054.DB1,1151_1,49.08,20181206_151905_022874,36967.07,36967.74,Non-canonical syllables,3
7128.DB1,1151_1,49.08,20181206_151905_022874,36968.62,36971.41,Don't mark,3
4436.DB1,1151_1,49.08,20181206_151905_022874,36971.41,36972.25,Don't mark,2
3004.DB1,1151_1,49.08,20181206_151905_022874,36973.25,36973.97,Don't mark,2
3025.DB1,1151_1,49.08,20181206_151905_022874,36974.97,36976.81,Don't mark,3
5007.DB1,1151_1,49.08,20181206_151905_022874,36980.32,36981.01,Don't mark,3
3058.DB1,1151_1,49.08,20181206_151905_022874,36981.9,36983.75,Don't mark,3
6392.DB1,1151_1,49.08,20181206_151905_022874,36983.75,36984.35,Non-canonical syllables,3
3304.DB1,1151_1,49.08,20181206_151905_022874,36986.85,36987.49,Don't mark,2
6391.DB1,1151_1,49.08,20181206_151905_022874,36991.7,36992.78,Don't mark,3
6357.DB1,1151_1,49.08,20181206_151905_022874,36992.78,36993.79,Don't mark,3
6964.DB1,1151_1,49.08,20181206_151905_022874,36996.85,36997.87,Don't mark,3
7070.DB1,1151_1,49.08,20181206_151905_022874,36999.35,37000.04,Don't mark,3
4389.DB1,1151_1,49.08,20181206_151905_022874,37001.04,37001.64,Don't mark,2
4252.DB1,1151_1,49.08,20181206_151905_022874,37004.54,37005.55,Don't mark,3
6688.DB1,1151_1,49.08,20181206_151905_022874,37005.55,37006.24,Don't mark,3
5131.DB1,1151_1,49.08,20181206_151905_022874,37008.27,37009.58,Don't mark,3
3132.DB1,1151_1,49.08,20181206_151905_022874,37015.68,37016.95,Don't mark,2
7149.DB1,1151_1,49.08,20181206_151905_022874,37021.5,37022.17,Non-canonical syllables,2
4219.DB1,1151_1,49.08,20181206_151905_022874,37029.98,37030.58,Non-canonical syllables,3
7125.DB1,1151_1,49.08,20181206_151905_022874,37031.38,37031.98,Don't mark,3
3324.DB1,1151_1,49.08,20181206_151905_022874,37033.63,37034.23,Non-canonical syllables,2
4048.DB1,1151_1,49.08,20181206_151905_022874,37035.03,37035.63,Don't mark,2
6069.DB1,1151_1,49.08,20181206_151905_022874,37040.13,37040.75,None,0
3271.DB1,1151_1,49.08,20181206_151905_022874,37056.71,37060.21,Non-canonical syllables,2
6179.DB1,1151_1,49.08,20181206_151905_022874,37062.92,37063.76,Non-canonical syllables,3
5000.DB1,1151_1,49.08,20181206_151905_022874,37064.57,37065.17,Non-canonical syllables,3
5373.DB1,1151_1,49.08,20181206_151905_022874,37066.55,37067.15,Non-canonical syllables,2
2622.DB1,1151_1,49.08,20181206_151905_022874,37070.86,37071.88,Don't mark,2
7286.DB1,1151_1,49.08,20181206_151905_022874,37071.88,37073.44,Non-canonical syllables,3
3162.DB1,1151_1,49.08,20181206_151905_022874,37074.24,37074.86,None,0
4898.DB1,1151_1,49.08,20181206_151905_022874,37093.47,37094.72,Don't mark,3
2699.DB1,1151_1,49.08,20181206_151905_022874,37110.24,37112.34,Don't mark,3
6674.DB1,1151_1,49.08,20181206_151905_022874,37114.29,37114.89,Non-canonical syllables,3
5413.DB1,1151_1,49.08,20181206_151905_022874,37116.04,37117.66,Non-canonical syllables,3
5591.DB1,1151_1,49.08,20181206_151905_022874,37124.83,37125.43,Non-canonical syllables,3
5106.DB1,1151_1,49.08,20181206_151905_022874,37131.39,37132.68,Non-canonical syllables,2
6746.DB1,1151_1,49.08,20181206_151905_022874,37148.26,37148.98,Non-canonical syllables,3
5734.DB1,1151_1,49.08,20181206_151905_022874,37152.92,37153.57,Non-canonical syllables,2
7274.DB1,1151_1,49.08,20181206_151905_022874,37159.01,37159.83,Non-canonical syllables,3
5714.DB1,1151_1,49.08,20181206_151905_022874,37161,37162,Canonical syllables,2
6740.DB1,1151_1,49.08,20181206_151905_022874,37162.8,37163.4,Non-canonical syllables,3
4145.DB1,1151_1,49.08,20181206_151905_022874,37168.28,37169.05,Non-canonical syllables,3
3873.DB1,1151_1,49.08,20181206_151905_022874,37169.05,37171.64,Don't mark,2
3825.DB1,1151_1,49.08,20181206_151905_022874,37173.05,37173.65,Don't mark,3
6321.DB1,1151_1,49.08,20181206_151905_022874,37175.61,37176.21,Non-canonical syllables,2
4986.DB1,1151_1,49.08,20181206_151905_022874,37179.27,37180.12,Non-canonical syllables,3
5174.DB1,1151_1,49.08,20181206_151905_022874,37201.99,37202.59,Non-canonical syllables,2
4786.DB1,1151_1,49.08,20181206_151905_022874,37212.62,37214.37,Non-canonical syllables,2
3307.DB1,1151_1,49.08,20181206_151905_022874,37222.8,37224.43,Don't mark,2
6733.DB1,1151_1,49.08,20181206_151905_022874,37229.06,37230.03,Non-canonical syllables,3
5567.DB1,1151_1,49.08,20181206_151905_022874,37231.71,37232.31,Non-canonical syllables,2
4468.DB1,1151_1,49.08,20181206_151905_022874,37238.7,37239.83,Canonical syllables,2
2900.DB1,1151_1,49.08,20181206_151905_022874,37241.01,37241.61,Non-canonical syllables,3
3684.DB1,1151_1,49.08,20181206_151905_022874,37270.79,37271.39,Non-canonical syllables,3
3984.DB1,1151_1,49.08,20181206_151905_022874,37272.54,37274.24,Non-canonical syllables,2
6548.DB1,1151_1,49.08,20181206_151905_022874,37292.93,37294.39,Non-canonical syllables,3
6413.DB1,1151_1,49.08,20181206_151905_022874,37297.94,37299.26,Non-canonical syllables,2
5280.DB1,1151_1,49.08,20181206_151905_022874,37301.22,37301.82,Non-canonical syllables,3
5042.DB1,1151_1,49.08,20181206_151905_022874,37306.15,37307.9,Canonical syllables,3
5897.DB1,1151_1,49.08,20181206_151905_022874,37313.27,37313.87,Non-canonical syllables,2
3403.DB1,1151_1,49.08,20181206_151905_022874,37319.98,37320.58,Canonical syllables,3
5393.DB1,1151_1,49.08,20181206_151905_022874,37325.34,37325.94,Non-canonical syllables,3
3774.DB1,1151_1,49.08,20181206_151905_022874,37338.18,37338.78,None,0
5883.DB1,1151_1,49.08,20181206_151905_022874,37359.1,37359.83,Non-canonical syllables,2
3123.DB1,1151_1,49.08,20181206_151905_022874,37370.21,37370.87,Non-canonical syllables,2
4997.DB1,1151_1,49.08,20181206_151905_022874,37372.22,37373.22,Don't mark,3
5349.DB1,1151_1,49.08,20181206_151905_022874,37375.57,37376.82,Don't mark,2
3568.DB1,1151_1,49.08,20181206_151905_022874,37376.82,37377.64,Laughing,3
2681.DB1,1151_1,49.08,20181206_151905_022874,37379.8,37380.58,Don't mark,2
3188.DB1,1151_1,49.08,20181206_151905_022874,37380.58,37381.84,Don't mark,3
4839.DB1,1151_1,49.08,20181206_151905_022874,37381.84,37382.47,Non-canonical syllables,3
2969.DB1,1151_1,49.08,20181206_151905_022874,37384.17,37385.33,Don't mark,2
7287.DB1,1151_1,49.08,20181206_151905_022874,37390.69,37391.33,Non-canonical syllables,3
4110.DB1,1151_1,49.08,20181206_151905_022874,37400.93,37401.78,Non-canonical syllables,2
3532.DB1,1151_1,49.08,20181206_151905_022874,37415.1,37415.83,Don't mark,3
5711.DB1,1151_1,49.08,20181206_151905_022874,37439.61,37440.5,Non-canonical syllables,2
4761.DB1,1151_1,49.08,20181206_151905_022874,37443.02,37444.39,Non-canonical syllables,2
4262.DB1,1151_1,49.08,20181206_151905_022874,37497.03,37497.8,Don't mark,2
4878.DB1,1151_1,49.08,20181206_151905_022874,37523.97,37525.16,Canonical syllables,2
6241.DB1,1151_1,49.08,20181206_151905_022874,37529.23,37529.83,Non-canonical syllables,3
3317.DB1,1151_1,49.08,20181206_151905_022874,37549.7,37550.3,Non-canonical syllables,3
5039.DB1,1151_1,49.08,20181206_151905_022874,37552.86,37554.1,None,0
6572.DB1,1151_1,49.08,20181206_151905_022874,37557.86,37558.99,Non-canonical syllables,2
6045.DB1,1151_1,49.08,20181206_151905_022874,37559.79,37560.4,Non-canonical syllables,3
5864.DB1,1151_1,49.08,20181206_151905_022874,37563.35,37565.15,Non-canonical syllables,3
6645.DB1,1151_1,49.08,20181206_151905_022874,37566.85,37568.31,Non-canonical syllables,2
2885.DB1,1151_1,49.08,20181206_151905_022874,37571.15,37571.75,Non-canonical syllables,3
6461.DB1,1151_1,49.08,20181206_151905_022874,37572.92,37574.02,Don't mark,3
5391.DB1,1151_1,49.08,20181206_151905_022874,37574.02,37574.69,Don't mark,2
2706.DB1,1151_1,49.08,20181206_151905_022874,37580.64,37581.24,None,0
6134.DB1,1151_1,49.08,20181206_151905_022874,37585.77,37586.48,Don't mark,2
2872.DB1,1151_1,49.08,20181206_151905_022874,37598.18,37598.78,Don't mark,2
4098.DB1,1151_1,49.08,20181206_151905_022874,37599.58,37600.2,Non-canonical syllables,3
3783.DB1,1151_1,49.08,20181206_151905_022874,37610.53,37611.52,Non-canonical syllables,3
4215.DB1,1151_1,49.08,20181206_151905_022874,37614.79,37615.42,Non-canonical syllables,2
5169.DB1,1151_1,49.08,20181206_151905_022874,37623.34,37624.01,Non-canonical syllables,3
6315.DB1,1151_1,49.08,20181206_151905_022874,37627.07,37628.12,Non-canonical syllables,2
2930.DB1,1151_1,49.08,20181206_151905_022874,37629.02,37629.62,Non-canonical syllables,3
3243.DB1,1151_1,49.08,20181206_151905_022874,37630.42,37631.43,Don't mark,3
5451.DB1,1151_1,49.08,20181206_151905_022874,37639.27,37639.87,Non-canonical syllables,2
3729.DB1,1151_1,49.08,20181206_151905_022874,37641.03,37641.67,Non-canonical syllables,2
6848.DB1,1151_1,49.08,20181206_151905_022874,37646.41,37647.19,Don't mark,3
5689.DB1,1151_1,49.08,20181206_151905_022874,37668.84,37669.44,Non-canonical syllables,3
5321.DB1,1151_1,49.08,20181206_151905_022874,37670.33,37671.33,Don't mark,3
5411.DB1,1151_1,49.08,20181206_151905_022874,37671.33,37672.49,Non-canonical syllables,3
2811.DB1,1151_1,49.08,20181206_151905_022874,37673.69,37674.3,Don't mark,2
3503.DB1,1151_1,49.08,20181206_151905_022874,37677.13,37677.73,Non-canonical syllables,3
3534.DB1,1151_1,49.08,20181206_151905_022874,37683.77,37684.4,Don't mark,3
4809.DB1,1151_1,49.08,20181206_151905_022874,37688.43,37689.32,Non-canonical syllables,3
5756.DB1,1151_1,49.08,20181206_151905_022874,37692.95,37693.95,Non-canonical syllables,2
6806.DB1,1151_1,49.08,20181206_151905_022874,37700.74,37701.62,Non-canonical syllables,3
4644.DB1,1151_1,49.08,20181206_151905_022874,38617.25,38617.85,Non-canonical syllables,3
7081.DB1,1151_1,49.08,20181206_151905_022874,38631.13,38631.85,None,0
5314.DB1,1151_1,49.08,20181206_151905_022874,38641.07,38641.67,Non-canonical syllables,3
2716.DB1,1151_1,49.08,20181206_151905_022874,38673.02,38674.55,Don't mark,2
2603.DB1,1151_1,49.08,20181206_151905_022874,38715.29,38715.9,Don't mark,3
4927.DB1,1151_1,49.08,20181206_151905_022874,38739.37,38739.97,Non-canonical syllables,3
4579.DB1,1151_1,49.08,20181206_151905_022874,38754.98,38755.58,Non-canonical syllables,3
4646.DB1,1151_1,49.08,20181206_151905_022874,38773.31,38774.23,Non-canonical syllables,2
5907.DB1,1151_1,49.08,20181206_151905_022874,38776.16,38777.16,Don't mark,3
7305.DB1,1151_1,49.08,20181206_151905_022874,38778.31,38779.02,Non-canonical syllables,3
7259.DB1,1151_1,49.08,20181206_151905_022874,38796.14,38797.3,Non-canonical syllables,2
4871.DB1,1151_1,49.08,20181206_151905_022874,38884.96,38886.33,Non-canonical syllables,2
3588.DB1,1151_1,49.08,20181206_151905_022874,42222.86,42223.46,Non-canonical syllables,2
3652.DB1,1151_1,49.08,20181206_151905_022874,42288.86,42289.51,Non-canonical syllables,2
3026.DB1,1151_1,49.08,20181206_151905_022874,42316.21,42316.82,Non-canonical syllables,3
5172.DB1,1151_1,49.08,20181206_151905_022874,42374.98,42375.58,Non-canonical syllables,3
2730.DB1,1151_1,49.08,20181206_151905_022874,42408.23,42409.68,None,0
2983.DB1,1151_1,49.08,20181206_151905_022874,42427.82,42428.68,Non-canonical syllables,3
6903.DB1,1151_1,49.08,20181206_151905_022874,42436.15,42436.75,Non-canonical syllables,3
5162.DB1,1151_1,49.08,20181206_151905_022874,42442.54,42443.47,Non-canonical syllables,3
6701.DB1,1151_1,49.08,20181206_151905_022874,43127.62,43128.28,Non-canonical syllables,2
3087.DB1,1151_1,49.08,20181206_151905_022874,43141.13,43141.73,Non-canonical syllables,3
5359.DB1,1151_1,49.08,20181206_151905_022874,43164.57,43165.28,Non-canonical syllables,3
4046.DB1,1151_1,49.08,20181206_151905_022874,43170.06,43170.75,Don't mark,2
4588.DB1,1151_1,49.08,20181206_151905_022874,43217.97,43218.57,Non-canonical syllables,3
2739.DB1,1151_1,49.08,20181206_151905_022874,43236.75,43237.36,Non-canonical syllables,3
6200.DB1,1151_1,49.08,20181206_151905_022874,43255.81,43256.42,Canonical syllables,2
3040.DB1,1151_1,49.08,20181206_151905_022874,43265.9,43266.51,Non-canonical syllables,2
6006.DB1,1151_1,49.08,20181206_151905_022874,43272.3,43273.06,Don't mark,2
5437.DB1,1151_1,49.08,20181206_151905_022874,43286.52,43287.18,Don't mark,3
5252.DB1,1151_1,49.08,20181206_151905_022874,43292.26,43293.29,Don't mark,3
4616.DB1,1151_1,49.08,20181206_151905_022874,43302,43302.6,Non-canonical syllables,3
4823.DB1,1151_1,49.08,20181206_151905_022874,43303.74,43304.39,Non-canonical syllables,3
6325.DB1,1151_1,49.08,20181206_151905_022874,43315.74,43316.34,Non-canonical syllables,3
5563.DB1,1151_1,49.08,20181206_151905_022874,43317.14,43317.74,Non-canonical syllables,3
5285.DB1,1151_1,49.08,20181206_151905_022874,43353.02,43353.62,Non-canonical syllables,3
6527.DB1,1151_1,49.08,20181206_151905_022874,43357.96,43359.45,None,0
5246.DB1,1151_1,49.08,20181206_151905_022874,43400.14,43401.18,Don't mark,3
2863.DB1,1151_1,49.08,20181206_151905_022874,44317.7,44319.59,Non-canonical syllables,2
4968.DB1,1151_1,49.08,20181206_151905_022874,44322.51,44323.61,Non-canonical syllables,3
5462.DB1,1151_1,49.08,20181206_151905_022874,44325.36,44326.44,Non-canonical syllables,2
5260.DB1,1151_1,49.08,20181206_151905_022874,44330.06,44331.25,Non-canonical syllables,3
3726.DB1,1151_1,49.08,20181206_151905_022874,44344.03,44345.84,Non-canonical syllables,3
4945.DB1,1151_1,49.08,20181206_151905_022874,44358.83,44359.43,Non-canonical syllables,3
3749.DB1,1151_1,49.08,20181206_151905_022874,44370.56,44371.16,Non-canonical syllables,3
2790.DB1,1151_1,49.08,20181206_151905_022874,44372.16,44372.76,Non-canonical syllables,3
3217.DB1,1151_1,49.08,20181206_151905_022874,44374.56,44375.16,Non-canonical syllables,3
5542.DB1,1151_1,49.08,20181206_151905_022874,44383.63,44384.33,Non-canonical syllables,3
2809.DB1,1151_1,49.08,20181206_151905_022874,44385.15,44385.82,Non-canonical syllables,3
3099.DB1,1151_1,49.08,20181206_151905_022874,44387.76,44388.74,Non-canonical syllables,3
5722.DB1,1151_1,49.08,20181206_151905_022874,44398.89,44400.37,Non-canonical syllables,2
4585.DB1,1151_1,49.08,20181206_151905_022874,44403.07,44405.62,None,0
6476.DB1,1151_1,49.08,20181206_151905_022874,44406.6,44408.14,Non-canonical syllables,3
3701.DB1,1151_1,49.08,20181206_151905_022874,44412,44413.57,Non-canonical syllables,2
3107.DB1,1151_1,49.08,20181206_151905_022874,44442.26,44442.86,Non-canonical syllables,3
3404.DB1,1151_1,49.08,20181206_151905_022874,44454.72,44455.32,Non-canonical syllables,3
3418.DB1,1151_1,49.08,20181206_151905_022874,44471.54,44472.15,Non-canonical syllables,3
7110.DB1,1151_1,49.08,20181206_151905_022874,44488.99,44489.59,Non-canonical syllables,3
6521.DB1,1151_1,49.08,20181206_151905_022874,44496.7,44497.3,Non-canonical syllables,3
5776.DB1,1151_1,49.08,20181206_151905_022874,44500.83,44501.43,Non-canonical syllables,3
5594.DB1,1151_1,49.08,20181206_151905_022874,44506.6,44507.2,Non-canonical syllables,3
4076.DB1,1151_1,49.08,20181206_151905_022874,44508,44508.6,Non-canonical syllables,3
5378.DB1,1151_1,49.08,20181206_151905_022874,44515.49,44516.09,Non-canonical syllables,3
3932.DB1,1151_1,49.08,20181206_151905_022874,44531.85,44532.45,Non-canonical syllables,2
7182.DB1,1151_1,49.08,20181206_151905_022874,44533.25,44534.34,Non-canonical syllables,3
4922.DB1,1151_1,49.08,20181206_151905_022874,44536.39,44536.99,Non-canonical syllables,2
2971.DB1,1151_1,49.08,20181206_151905_022874,44537.88,44539.95,Non-canonical syllables,3
6109.DB1,1151_1,49.08,20181206_151905_022874,44540.83,44541.43,Non-canonical syllables,3
3983.DB1,1151_1,49.08,20181206_151905_022874,44542.23,44542.83,Non-canonical syllables,2
2920.DB1,1151_1,49.08,20181206_151905_022874,44544.17,44545.06,Non-canonical syllables,3
6421.DB1,1151_1,49.08,20181206_151905_022874,44546.92,44547.87,Canonical syllables,3
6839.DB1,1151_1,49.08,20181206_151905_022874,44548.99,44549.59,Non-canonical syllables,2
3489.DB1,1151_1,49.08,20181206_151905_022874,44550.81,44551.53,Non-canonical syllables,2
4085.DB1,1151_1,49.08,20181206_151905_022874,44552.37,44553.01,Don't mark,2
2679.DB1,1151_1,49.08,20181206_151905_022874,44555.14,44556.11,Don't mark,2
5306.DB1,1151_1,49.08,20181206_151905_022874,44563.64,44564.24,Don't mark,2
5286.DB1,1151_1,49.08,20181206_151905_022874,44568.01,44568.61,Non-canonical syllables,2
5180.DB1,1151_1,49.08,20181206_151905_022874,44581.98,44582.67,Non-canonical syllables,2
2740.DB1,1151_1,49.08,20181206_151905_022874,44585.47,44586.93,Non-canonical syllables,2
2933.DB1,1151_1,49.08,20181206_151905_022874,44590.45,44591.45,Non-canonical syllables,3
6761.DB1,1151_1,49.08,20181206_151905_022874,44592.71,44594.52,Don't mark,3
4977.DB1,1151_1,49.08,20181206_151905_022874,44598.47,44599.55,Non-canonical syllables,2
5426.DB1,1151_1,49.08,20181206_151905_022874,44601.55,44602.17,Don't mark,3
2802.DB1,1151_1,49.08,20181206_151905_022874,44604.36,44605.51,Don't mark,2
8242.DB1,1801_1,44.42,20190104_125104_022872,607.74,608.65,Don't mark,2
10000.DB1,1801_1,44.42,20190104_125104_022872,613.39,614.41,Don't mark,3
8694.DB1,1801_1,44.42,20190104_125104_022872,614.41,615.11,Don't mark,3
8364.DB1,1801_1,44.42,20190104_125104_022872,616.14,616.74,Don't mark,3
9202.DB1,1801_1,44.42,20190104_125104_022872,617.75,618.36,Don't mark,3
9801.DB1,1801_1,44.42,20190104_125104_022872,630.71,631.5,Don't mark,3
10869.DB1,1801_1,44.42,20190104_125104_022872,635.5,636.49,Don't mark,3
10195.DB1,1801_1,44.42,20190104_125104_022872,636.49,637.62,Don't mark,3
8569.DB1,1801_1,44.42,20190104_125104_022872,644.58,645.34,Don't mark,3
7867.DB1,1801_1,44.42,20190104_125104_022872,697.59,698.39,Non-canonical syllables,2
10056.DB1,1801_1,44.42,20190104_125104_022872,699.19,700.42,None,0
9190.DB1,1801_1,44.42,20190104_125104_022872,707.11,708.37,Don't mark,3
9804.DB1,1801_1,44.42,20190104_125104_022872,713.91,714.51,Don't mark,2
7662.DB1,1801_1,44.42,20190104_125104_022872,716.11,716.82,Don't mark,3
7892.DB1,1801_1,44.42,20190104_125104_022872,719.79,720.99,Don't mark,3
7344.DB1,1801_1,44.42,20190104_125104_022872,722.64,723.24,Don't mark,3
8401.DB1,1801_1,44.42,20190104_125104_022872,723.24,724.41,Don't mark,3
9365.DB1,1801_1,44.42,20190104_125104_022872,724.41,725.04,Don't mark,3
8716.DB1,1801_1,44.42,20190104_125104_022872,726.21,726.83,Don't mark,3
8447.DB1,1801_1,44.42,20190104_125104_022872,726.83,727.9,Don't mark,3
9392.DB1,1801_1,44.42,20190104_125104_022872,730.64,731.41,Don't mark,3
7819.DB1,1801_1,44.42,20190104_125104_022872,739.13,739.75,Don't mark,3
7461.DB1,1801_1,44.42,20190104_125104_022872,739.75,740.81,Don't mark,2
9724.DB1,1801_1,44.42,20190104_125104_022872,740.81,741.94,Non-canonical syllables,3
8302.DB1,1801_1,44.42,20190104_125104_022872,741.94,743.66,Don't mark,2
10703.DB1,1801_1,44.42,20190104_125104_022872,745.35,746.03,Non-canonical syllables,3
8983.DB1,1801_1,44.42,20190104_125104_022872,746.85,747.85,Non-canonical syllables,2
11142.DB1,1801_1,44.42,20190104_125104_022872,747.85,748.67,Non-canonical syllables,2
7666.DB1,1801_1,44.42,20190104_125104_022872,748.67,750.04,Don't mark,2
9239.DB1,1801_1,44.42,20190104_125104_022872,760.53,761.13,Don't mark,3
10365.DB1,1801_1,44.42,20190104_125104_022872,763.48,764.19,Don't mark,3
7383.DB1,1801_1,44.42,20190104_125104_022872,775.51,776.12,Don't mark,3
9322.DB1,1801_1,44.42,20190104_125104_022872,778.55,779.57,Don't mark,3
11249.DB1,1801_1,44.42,20190104_125104_022872,785.84,786.82,Don't mark,3
7727.DB1,1801_1,44.42,20190104_125104_022872,789.57,790.37,Don't mark,3
9377.DB1,1801_1,44.42,20190104_125104_022872,799.89,800.61,Don't mark,3
10172.DB1,1801_1,44.42,20190104_125104_022872,830.98,831.83,Don't mark,3
10739.DB1,1801_1,44.42,20190104_125104_022872,836.11,836.71,Don't mark,3
8384.DB1,1801_1,44.42,20190104_125104_022872,836.71,837.71,Don't mark,3
9244.DB1,1801_1,44.42,20190104_125104_022872,840.05,840.65,Don't mark,3
11165.DB1,1801_1,44.42,20190104_125104_022872,843.98,844.65,Don't mark,3
8352.DB1,1801_1,44.42,20190104_125104_022872,850.82,851.48,Non-canonical syllables,3
10182.DB1,1801_1,44.42,20190104_125104_022872,853.5,855.09,Don't mark,2
9949.DB1,1801_1,44.42,20190104_125104_022872,855.09,856.28,Don't mark,3
10133.DB1,1801_1,44.42,20190104_125104_022872,856.28,857.83,Don't mark,3
10861.DB1,1801_1,44.42,20190104_125104_022872,1481.14,1481.74,Non-canonical syllables,3
10993.DB1,1801_1,44.42,20190104_125104_022872,1484.73,1487.04,Non-canonical syllables,3
9427.DB1,1801_1,44.42,20190104_125104_022872,1503.99,1504.59,Don't mark,3
10140.DB1,1801_1,44.42,20190104_125104_022872,1508.65,1510.09,Don't mark,2
8355.DB1,1801_1,44.42,20190104_125104_022872,1522.54,1523.17,Laughing,3
9659.DB1,1801_1,44.42,20190104_125104_022872,1524.49,1525.1,Don't mark,3
7728.DB1,1801_1,44.42,20190104_125104_022872,1533.03,1533.63,Don't mark,3
10426.DB1,1801_1,44.42,20190104_125104_022872,1540.99,1541.69,Non-canonical syllables,2
8712.DB1,1801_1,44.42,20190104_125104_022872,1544.87,1546.25,Non-canonical syllables,3
9604.DB1,1801_1,44.42,20190104_125104_022872,1562.51,1563.11,None,0
9332.DB1,1801_1,44.42,20190104_125104_022872,1570.78,1572.43,Don't mark,2
11121.DB1,1801_1,44.42,20190104_125104_022872,1573.24,1573.98,Don't mark,2
11106.DB1,1801_1,44.42,20190104_125104_022872,1574.99,1575.59,Laughing,2
8880.DB1,1801_1,44.42,20190104_125104_022872,1582.33,1582.94,Non-canonical syllables,3
7969.DB1,1801_1,44.42,20190104_125104_022872,1584.69,1586.03,Non-canonical syllables,2
9278.DB1,1801_1,44.42,20190104_125104_022872,1591.27,1592.43,Non-canonical syllables,2
10334.DB1,1801_1,44.42,20190104_125104_022872,1598.5,1599.86,Non-canonical syllables,2
8704.DB1,1801_1,44.42,20190104_125104_022872,1601.58,1602.76,Non-canonical syllables,3
9612.DB1,1801_1,44.42,20190104_125104_022872,1619.27,1620.12,Canonical syllables,3
10584.DB1,1801_1,44.42,20190104_125104_022872,1623.18,1624.26,Laughing,3
7381.DB1,1801_1,44.42,20190104_125104_022872,1625.94,1626.59,Non-canonical syllables,3
8546.DB1,1801_1,44.42,20190104_125104_022872,1635.6,1636.67,Non-canonical syllables,2
9014.DB1,1801_1,44.42,20190104_125104_022872,1658.06,1658.66,Non-canonical syllables,3
9247.DB1,1801_1,44.42,20190104_125104_022872,1671.82,1673,Non-canonical syllables,3
8929.DB1,1801_1,44.42,20190104_125104_022872,1725.5,1726.1,Non-canonical syllables,3
8342.DB1,1801_1,44.42,20190104_125104_022872,1741.3,1741.9,Don't mark,3
11006.DB1,1801_1,44.42,20190104_125104_022872,1751.82,1752.62,Don't mark,2
11228.DB1,1801_1,44.42,20190104_125104_022872,1772.74,1773.34,Non-canonical syllables,3
8420.DB1,1801_1,44.42,20190104_125104_022872,1777.04,1777.82,Non-canonical syllables,3
11159.DB1,1801_1,44.42,20190104_125104_022872,2081.61,2083.5,Canonical syllables,2
7347.DB1,1801_1,44.42,20190104_125104_022872,2084.78,2085.38,Non-canonical syllables,3
7933.DB1,1801_1,44.42,20190104_125104_022872,2085.38,2086.18,Non-canonical syllables,3
10561.DB1,1801_1,44.42,20190104_125104_022872,2086.18,2086.99,Don't mark,2
