AudioData,ChildID,Age,onset,offset,chunk_pos
9674657671,1111_1,53.26,22089.49,22090.49,1
7401006802,1111_1,53.26,22094.40,22095.40,0
5960116404,1111_1,53.26,22094.40,22095.40,1
6865570728,1111_1,53.26,22099.73,22100.73,0
7380855730,1111_1,53.26,22099.73,22100.73,1
8851185365,1111_1,53.26,22101.33,22102.33,0
4418792371,1111_1,53.26,22101.33,22102.33,1
0117245283,1111_1,53.26,22108.28,22109.28,0
2281339945,1111_1,53.26,22108.28,22109.28,1
0222740305,1111_1,53.26,22124.50,22125.50,0
2982438747,1111_1,53.26,22124.50,22125.50,1
3102532182,1111_1,53.26,22137.77,22138.77,0
2644353416,1111_1,53.26,22137.77,22138.77,1
7388042489,1111_1,53.26,22483.83,22485.33,0
6332618802,1111_1,53.26,22483.83,22485.33,1
5950212069,1111_1,53.26,22483.83,22485.33,2
6719468113,1111_1,53.26,22618.35,22619.35,0
3244047009,1111_1,53.26,22618.35,22619.35,1
2133897571,1111_1,53.26,22696.65,22697.65,0
4480664373,1111_1,53.26,22696.65,22697.65,1
7592752526,1111_1,53.26,22728.81,22729.81,0
5377033499,1111_1,53.26,22728.81,22729.81,1
0956776091,1111_1,53.26,22736.19,22737.69,0
3905134217,1111_1,53.26,22736.19,22737.69,1
3611822365,1111_1,53.26,22736.19,22737.69,2
1732578823,1111_1,53.26,22745.17,22746.17,0
1012006823,1111_1,53.26,22745.17,22746.17,1
1616353527,1111_1,53.26,24847.03,24848.53,0
1095756204,1111_1,53.26,24847.03,24848.53,1
9412692930,1111_1,53.26,24847.03,24848.53,2
0429663486,1111_1,53.26,24852.02,24853.02,0
6271726776,1111_1,53.26,24852.02,24853.02,1
5766796489,1111_1,53.26,24856.88,24858.38,0
5193027092,1111_1,53.26,24856.88,24858.38,1
4180045357,1111_1,53.26,24856.88,24858.38,2
1953301037,1111_1,53.26,24860.19,24861.19,0
3730998439,1111_1,53.26,24860.19,24861.19,1
8696345867,1111_1,53.26,24866.19,24867.69,0
1437242304,1111_1,53.26,24866.19,24867.69,1
8199048606,1111_1,53.26,24866.19,24867.69,2
9671543265,1111_1,53.26,24867.26,24868.76,0
4745660143,1111_1,53.26,24867.26,24868.76,1
5967688512,1111_1,53.26,24867.26,24868.76,2
1710453815,1111_1,53.26,24878.22,24879.22,0
5274465882,1111_1,53.26,24878.22,24879.22,1
8667185317,1111_1,53.26,24882.03,24883.03,0
7321783773,1111_1,53.26,24882.03,24883.03,1
0173748105,1111_1,53.26,24883.70,24884.70,0
4395733300,1111_1,53.26,24883.70,24884.70,1
6654754075,1111_1,53.26,24893.72,24895.22,0
9065207961,1111_1,53.26,24893.72,24895.22,1
1186044552,1111_1,53.26,24893.72,24895.22,2
5208422913,1111_1,53.26,24895.72,24896.72,0
4892434697,1111_1,53.26,24895.72,24896.72,1
4539698488,1111_1,53.26,24897.16,24898.16,0
8300154397,1111_1,53.26,24897.16,24898.16,1
2328043816,1111_1,53.26,24898.68,24900.68,0
4165971722,1111_1,53.26,24898.68,24900.68,1
4604728545,1111_1,53.26,24898.68,24900.68,2
6082076491,1111_1,53.26,24898.68,24900.68,3
2083054328,1111_1,53.26,24904.25,24905.25,0
0555294155,1111_1,53.26,24904.25,24905.25,1
5053102153,1111_1,53.26,24906.60,24907.60,0
8078732155,1111_1,53.26,24906.60,24907.60,1
7957679995,1111_1,53.26,24911.55,24912.55,0
5984781639,1111_1,53.26,24911.55,24912.55,1
0617553664,1111_1,53.26,24913.08,24915.08,0
8719060769,1111_1,53.26,24913.08,24915.08,1
8309741487,1111_1,53.26,24913.08,24915.08,2
6926692989,1111_1,53.26,24913.08,24915.08,3
6744188843,1111_1,53.26,24915.72,24917.22,0
8565926788,1111_1,53.26,24915.72,24917.22,1
3952113484,1111_1,53.26,24915.72,24917.22,2
8076058795,1111_1,53.26,24927.28,24928.28,0
4665788933,1111_1,53.26,24927.28,24928.28,1
5526164217,1111_1,53.26,24928.81,24930.31,0
9918088935,1111_1,53.26,24928.81,24930.31,1
7279795679,1111_1,53.26,24928.81,24930.31,2
9251766496,1111_1,53.26,24932.06,24933.06,0
5646365407,1111_1,53.26,24932.06,24933.06,1
6453941840,1111_1,53.26,24934.71,24935.71,0
2473637446,1111_1,53.26,24934.71,24935.71,1
7250143552,1111_1,53.26,24936.13,24937.13,0
5388578137,1111_1,53.26,24936.13,24937.13,1
7890506075,1111_1,53.26,24939.76,24941.26,0
0500579386,1111_1,53.26,24939.76,24941.26,1
7465440547,1111_1,53.26,24939.76,24941.26,2
3857401101,1111_1,53.26,24942.06,24943.56,0
3977289022,1111_1,53.26,24942.06,24943.56,1
6784161425,1111_1,53.26,24942.06,24943.56,2
7631662116,1111_1,53.26,24949.01,24950.51,0
4612226607,1111_1,53.26,24949.01,24950.51,1
4907193382,1111_1,53.26,24949.01,24950.51,2
0915984249,1111_1,53.26,24950.25,24951.25,0
1118760978,1111_1,53.26,24950.25,24951.25,1
6047716016,1111_1,53.26,24954.16,24955.16,0
0930369596,1111_1,53.26,24954.16,24955.16,1
4567991306,1111_1,53.26,24958.45,24959.45,0
8060853178,1111_1,53.26,24958.45,24959.45,1
0548617394,1111_1,53.26,24961.06,24962.06,0
6078219734,1111_1,53.26,24961.06,24962.06,1
1248455078,1111_1,53.26,24962.82,24963.82,0
4344958015,1111_1,53.26,24962.82,24963.82,1
9093597541,1111_1,53.26,24965.51,24967.01,0
9607664108,1111_1,53.26,24965.51,24967.01,1
2254204676,1111_1,53.26,24965.51,24967.01,2
3842245173,1111_1,53.26,24969.83,24970.83,0
8222606870,1111_1,53.26,24969.83,24970.83,1
4745437390,1111_1,53.26,24972.60,24973.60,0
7964151414,1111_1,53.26,24972.60,24973.60,1
2391763124,1111_1,53.26,24976.79,24977.79,0
9577601814,1111_1,53.26,24976.79,24977.79,1
5365865066,1111_1,53.26,24979.87,24980.87,0
1127227655,1111_1,53.26,24979.87,24980.87,1
3927333354,1111_1,53.26,24984.99,24985.99,0
4212133343,1111_1,53.26,24984.99,24985.99,1
4075199966,1111_1,53.26,24988.39,24989.89,0
5170364199,1111_1,53.26,24988.39,24989.89,1
3822824789,1111_1,53.26,24988.39,24989.89,2
0683811778,1111_1,53.26,24996.43,24997.43,0
8067261314,1111_1,53.26,24996.43,24997.43,1
1989923079,1111_1,53.26,24999.48,25000.98,0
4424498066,1111_1,53.26,24999.48,25000.98,1
2115612839,1111_1,53.26,24999.48,25000.98,2
6879600293,1111_1,53.26,25007.44,25008.44,0
3457145181,1111_1,53.26,25007.44,25008.44,1
9207435416,1111_1,53.26,25010.53,25011.53,0
0365786989,1111_1,53.26,25010.53,25011.53,1
3833443974,1111_1,53.26,25013.08,25014.08,0
6295545081,1111_1,53.26,25013.08,25014.08,1
6903435825,1111_1,53.26,25015.51,25016.51,0
6486658280,1111_1,53.26,25015.51,25016.51,1
6646985206,1111_1,53.26,25018.42,25019.92,0
8644551332,1111_1,53.26,25018.42,25019.92,1
1249123591,1111_1,53.26,25018.42,25019.92,2
7948694765,1111_1,53.26,25022.47,25023.97,0
7252388666,1111_1,53.26,25022.47,25023.97,1
9582708984,1111_1,53.26,25022.47,25023.97,2
2468895000,1111_1,53.26,25025.51,25026.51,0
5111686972,1111_1,53.26,25025.51,25026.51,1
9457899374,1111_1,53.26,25028.00,25029.50,0
4681825796,1111_1,53.26,25028.00,25029.50,1
6426221596,1111_1,53.26,25028.00,25029.50,2
4446236095,1111_1,53.26,25044.58,25045.58,0
2965058759,1111_1,53.26,25044.58,25045.58,1
6663538145,1111_1,53.26,25046.01,25047.01,0
5369481986,1111_1,53.26,25046.01,25047.01,1
5835711515,1111_1,53.26,25057.62,25058.62,0
5752097567,1111_1,53.26,25057.62,25058.62,1
7735520274,1111_1,53.26,25069.92,25071.42,0
0145791128,1111_1,53.26,25069.92,25071.42,1
3897301908,1111_1,53.26,25069.92,25071.42,2
3796263499,1111_1,53.26,25071.99,25072.99,0
8106987364,1111_1,53.26,25071.99,25072.99,1
3424072449,1111_1,53.26,25088.26,25089.26,0
2290194786,1111_1,53.26,25088.26,25089.26,1
7602301686,1111_1,53.26,25093.97,25094.97,0
8691308079,1111_1,53.26,25093.97,25094.97,1
3755382365,1111_1,53.26,25095.43,25096.43,0
2554662653,1111_1,53.26,25095.43,25096.43,1
2884206835,1111_1,53.26,25097.05,25098.05,0
6792496202,1111_1,53.26,25097.05,25098.05,1
1857404173,1111_1,53.26,25097.62,25100.62,0
0442727406,1111_1,53.26,25097.62,25100.62,1
5863173571,1111_1,53.26,25097.62,25100.62,2
2915317391,1111_1,53.26,25097.62,25100.62,3
7640736416,1111_1,53.26,25097.62,25100.62,4
1987621429,1111_1,53.26,25097.62,25100.62,5
3173135167,1111_1,53.26,25100.18,25101.18,0
9907124879,1111_1,53.26,25100.18,25101.18,1
2355909551,1111_1,53.26,25111.50,25112.50,0
7373645629,1111_1,53.26,25111.50,25112.50,1
7219322693,1111_1,53.26,25117.35,25118.35,0
5932058671,1111_1,53.26,25117.35,25118.35,1
6325527618,1111_1,53.26,25142.00,25143.00,0
3148872236,1111_1,53.26,25142.00,25143.00,1
0317372324,1111_1,53.26,25149.28,25151.28,0
6882824768,1111_1,53.26,25149.28,25151.28,1
8440772579,1111_1,53.26,25149.28,25151.28,2
6332026500,1111_1,53.26,25149.28,25151.28,3
3218737473,1111_1,53.26,25154.70,25155.70,0
6471902873,1111_1,53.26,25154.70,25155.70,1
9294264045,1111_1,53.26,25179.38,25180.38,0
4885776788,1111_1,53.26,25179.38,25180.38,1
1512000837,1111_1,53.26,25193.06,25194.06,0
3700181987,1111_1,53.26,25193.06,25194.06,1
0810191173,1111_1,53.26,25210.34,25211.34,0
8161051059,1111_1,53.26,25210.34,25211.34,1
0403887251,1111_1,53.26,25219.62,25220.62,0
6400394877,1111_1,53.26,25219.62,25220.62,1
7581317351,1111_1,53.26,25239.96,25241.46,0
4028850301,1111_1,53.26,25239.96,25241.46,1
3939371420,1111_1,53.26,25239.96,25241.46,2
0264911157,1111_1,53.26,25241.19,25242.69,0
9911122915,1111_1,53.26,25241.19,25242.69,1
5516659524,1111_1,53.26,25241.19,25242.69,2
2082204255,1111_1,53.26,25253.88,25254.88,0
9272062524,1111_1,53.26,25253.88,25254.88,1
4851292124,1111_1,53.26,25286.30,25287.30,0
1157445147,1111_1,53.26,25286.30,25287.30,1
0373479295,1111_1,53.26,25302.77,25304.77,0
9299358469,1111_1,53.26,25302.77,25304.77,1
0295242792,1111_1,53.26,25302.77,25304.77,2
8955978276,1111_1,53.26,25302.77,25304.77,3
8692892498,1111_1,53.26,25305.38,25306.38,0
3343099445,1111_1,53.26,25305.38,25306.38,1
2438744431,1111_1,53.26,25320.47,25321.97,0
8699547065,1111_1,53.26,25320.47,25321.97,1
9713798211,1111_1,53.26,25320.47,25321.97,2
5377244402,1111_1,53.26,25332.47,25333.97,0
6844512991,1111_1,53.26,25332.47,25333.97,1
5174333785,1111_1,53.26,25332.47,25333.97,2
7702739553,1111_1,53.26,25334.38,25335.38,0
7028140289,1111_1,53.26,25334.38,25335.38,1
3660534359,1111_1,53.26,25346.35,25348.35,0
9193346256,1111_1,53.26,25346.35,25348.35,1
4271881463,1111_1,53.26,25346.35,25348.35,2
4138998375,1111_1,53.26,25346.35,25348.35,3
3445301595,1111_1,53.26,25348.08,25349.58,0
5697727146,1111_1,53.26,25348.08,25349.58,1
0506485756,1111_1,53.26,25348.08,25349.58,2
0490086802,1111_1,53.26,25349.17,25350.17,0
6535606404,1111_1,53.26,25349.17,25350.17,1
6608158226,1111_1,53.26,25356.04,25357.04,0
1376898598,1111_1,53.26,25356.04,25357.04,1
3230219071,1111_1,53.26,25357.46,25358.46,0
3377478132,1111_1,53.26,25357.46,25358.46,1
1615248055,1111_1,53.26,25358.15,25359.65,0
8627380533,1111_1,53.26,25358.15,25359.65,1
3647339863,1111_1,53.26,25358.15,25359.65,2
3274400430,1111_1,53.26,25359.33,25360.83,0
5229164298,1111_1,53.26,25359.33,25360.83,1
6711340110,1111_1,53.26,25359.33,25360.83,2
2406607789,1111_1,53.26,25361.25,25362.25,0
1546590499,1111_1,53.26,25361.25,25362.25,1
9742455351,1111_1,53.26,25379.85,25380.85,0
0294427897,1111_1,53.26,25379.85,25380.85,1
7873925558,1111_1,53.26,25381.46,25382.96,0
5800424792,1111_1,53.26,25381.46,25382.96,1
3265886076,1111_1,53.26,25381.46,25382.96,2
8971143987,1111_1,53.26,25382.81,25383.81,0
0607867666,1111_1,53.26,25382.81,25383.81,1
9806977308,1111_1,53.26,25384.74,25387.24,0
0489380800,1111_1,53.26,25384.74,25387.24,1
0457199784,1111_1,53.26,25384.74,25387.24,2
9745665645,1111_1,53.26,25384.74,25387.24,3
5305544032,1111_1,53.26,25384.74,25387.24,4
0093046149,1111_1,53.26,25393.58,25394.58,0
6635941918,1111_1,53.26,25393.58,25394.58,1
2961431344,1111_1,53.26,25396.42,25397.42,0
6735232080,1111_1,53.26,25396.42,25397.42,1
2880482205,1111_1,53.26,25400.54,25401.54,0
4355124916,1111_1,53.26,25400.54,25401.54,1
9517464736,1111_1,53.26,25407.39,25408.39,0
9608011643,1111_1,53.26,25407.39,25408.39,1
4002491689,1111_1,53.26,25412.24,25413.24,0
5928913114,1111_1,53.26,25412.24,25413.24,1
8612409965,1111_1,53.26,25442.21,25443.21,0
0153614318,1111_1,53.26,25442.21,25443.21,1
1551588316,1111_1,53.26,25444.72,25445.72,0
7764812649,1111_1,53.26,25444.72,25445.72,1
0281958679,1111_1,53.26,27310.22,27311.22,0
6037574221,1111_1,53.26,27310.22,27311.22,1
3136327374,1111_1,53.26,27477.37,27478.37,0
7154823173,1111_1,53.26,27477.37,27478.37,1
5326237645,1111_1,53.26,27527.73,27528.73,0
3405545821,1111_1,53.26,27527.73,27528.73,1
6950944859,1111_1,53.26,28455.82,28456.82,0
2500295369,1111_1,53.26,28455.82,28456.82,1
9753990104,1111_1,53.26,28569.36,28570.36,0
6701667563,1111_1,53.26,28569.36,28570.36,1
8398386082,1111_1,53.26,28627.95,28629.95,0
2054923153,1111_1,53.26,28627.95,28629.95,1
6640996725,1111_1,53.26,28627.95,28629.95,2
8567720201,1111_1,53.26,28627.95,28629.95,3
3232526657,1111_1,53.26,28683.90,28684.90,0
8919363684,1111_1,53.26,28683.90,28684.90,1
1145035554,1111_1,53.26,28698.40,28699.90,0
0151353334,1111_1,53.26,28698.40,28699.90,1
0594564312,1111_1,53.26,28698.40,28699.90,2
2108958260,1111_1,53.26,28714.77,28715.77,0
8670202663,1111_1,53.26,28714.77,28715.77,1
0746874111,1111_1,53.26,28728.11,28729.11,0
3140404865,1111_1,53.26,28728.11,28729.11,1
3920421063,1111_1,53.26,28729.51,28731.01,0
2217457145,1111_1,53.26,28729.51,28731.01,1
6270252511,1111_1,53.26,28729.51,28731.01,2
3903899785,1111_1,53.26,28730.76,28731.76,0
1206109799,1111_1,53.26,28730.76,28731.76,1
