"","itsId","recId","blkId","blkTypeId","segId","blkType","spkr","startTime","endTime","startClockTime","endClockTime","startClockTimeLocal","endClockTimeLocal","average_dB","peak_dB","recordingInfo","childCryVfxLen","childUttCnt","childUttLen","endCry1","startCry1","conversationInfo","convStatus","convCount","convTurnCount","convResponseCount","convType","convTurnType","convFloorType","femaleAdultNonSpeechLen","femaleAdultUttCnt","femaleAdultUttLen","femaleAdultWordCnt","endUtt1","startUtt1","maleAdultNonSpeechLen","maleAdultUttCnt","maleAdultUttLen","maleAdultWordCnt","endVfx1","startVfx1","endUtt2","startUtt2","endUtt3","startUtt3","endCry2","startCry2"
"1","20190819_210631_022870",1,1,1,1,"Pause","SIL",0,0.8,2019-08-14 12:50:07,2019-08-14 12:50:07,2019-08-14 08:50:07,2019-08-14 08:50:07,-47.67,-44.2,"|BR|1|20190814|125007|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","20190819_210631_022870",1,1,1,2,"Pause","NOF",0.8,2.57,2019-08-14 12:50:07,2019-08-14 12:50:09,2019-08-14 08:50:07,2019-08-14 08:50:09,-26.56,-5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","20190819_210631_022870",1,1,1,3,"Pause","CHN",2.57,3.2,2019-08-14 12:50:09,2019-08-14 12:50:10,2019-08-14 08:50:09,2019-08-14 08:50:10,-16.18,-6.71,NA,0.45,0,0,"PT3.02S","PT2.57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","20190819_210631_022870",1,1,1,4,"Pause","NOF",3.2,5.81,2019-08-14 12:50:10,2019-08-14 12:50:12,2019-08-14 08:50:10,2019-08-14 08:50:12,-38.71,-15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","20190819_210631_022870",1,1,1,5,"Pause","SIL",5.81,8.16,2019-08-14 12:50:12,2019-08-14 12:50:15,2019-08-14 08:50:12,2019-08-14 08:50:15,-50.31,-45.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","20190819_210631_022870",1,1,1,6,"Pause","FAF",8.16,9.72,2019-08-14 12:50:15,2019-08-14 12:50:16,2019-08-14 08:50:15,2019-08-14 08:50:16,-49.54,-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","20190819_210631_022870",1,1,1,7,"Pause","SIL",9.72,10.52,2019-08-14 12:50:16,2019-08-14 12:50:17,2019-08-14 08:50:16,2019-08-14 08:50:17,-50.52,-47.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","20190819_210631_022870",1,1,1,8,"Pause","NOF",10.52,18.05,2019-08-14 12:50:17,2019-08-14 12:50:25,2019-08-14 08:50:17,2019-08-14 08:50:25,-24,-2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","20190819_210631_022870",1,1,1,9,"Pause","OLF",18.05,19.1,2019-08-14 12:50:25,2019-08-14 12:50:26,2019-08-14 08:50:25,2019-08-14 08:50:26,-24.07,-9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","20190819_210631_022870",1,1,1,10,"Pause","NOF",19.1,37.28,2019-08-14 12:50:26,2019-08-14 12:50:44,2019-08-14 08:50:26,2019-08-14 08:50:44,-31.72,-7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","20190819_210631_022870",1,1,1,11,"Pause","OLN",37.28,38.91,2019-08-14 12:50:44,2019-08-14 12:50:45,2019-08-14 08:50:44,2019-08-14 08:50:45,-36.32,-29.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","20190819_210631_022870",1,1,1,12,"Pause","MAF",38.91,39.94,2019-08-14 12:50:45,2019-08-14 12:50:46,2019-08-14 08:50:45,2019-08-14 08:50:46,-39.16,-36.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","20190819_210631_022870",1,1,1,13,"Pause","OLN",39.94,41.6,2019-08-14 12:50:46,2019-08-14 12:50:48,2019-08-14 08:50:46,2019-08-14 08:50:48,-37.35,-31.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","20190819_210631_022870",1,1,1,14,"Pause","SIL",41.6,44.11,2019-08-14 12:50:48,2019-08-14 12:50:51,2019-08-14 08:50:48,2019-08-14 08:50:51,-49.65,-32.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","20190819_210631_022870",1,1,1,15,"Pause","NOF",44.11,45.21,2019-08-14 12:50:51,2019-08-14 12:50:52,2019-08-14 08:50:51,2019-08-14 08:50:52,-39.66,-22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","20190819_210631_022870",1,2,1,16,"Conversation","CXN",45.21,46.04,2019-08-14 12:50:52,2019-08-14 12:50:53,2019-08-14 08:50:52,2019-08-14 08:50:53,-37.52,-27.89,NA,NA,NA,NA,NA,NA,"BC|1|0|0|XIC|NT|FI","BC",1,0,0,"XIC","NT","FI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","20190819_210631_022870",1,2,1,17,"Conversation","TVN",46.04,47.05,2019-08-14 12:50:53,2019-08-14 12:50:54,2019-08-14 08:50:53,2019-08-14 08:50:54,-46.46,-39.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","20190819_210631_022870",1,2,1,18,"Conversation","FAN",47.05,48.05,2019-08-14 12:50:54,2019-08-14 12:50:55,2019-08-14 08:50:54,2019-08-14 08:50:55,-38.34,-32.53,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FI","RC",1,0,0,"XIC","NT","FI",0,0,0,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","20190819_210631_022870",1,2,1,19,"Conversation","SIL",48.05,49.85,2019-08-14 12:50:55,2019-08-14 12:50:56,2019-08-14 08:50:55,2019-08-14 08:50:56,-56.82,-50.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","20190819_210631_022870",1,2,1,20,"Conversation","CXN",49.85,50.92,2019-08-14 12:50:56,2019-08-14 12:50:57,2019-08-14 08:50:56,2019-08-14 08:50:57,-44.23,-38.04,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FI","RC",1,0,0,"XIC","NT","FI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","20190819_210631_022870",1,2,1,21,"Conversation","NOF",50.92,51.52,2019-08-14 12:50:57,2019-08-14 12:50:58,2019-08-14 08:50:57,2019-08-14 08:50:58,-49.6,-41.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","20190819_210631_022870",1,2,1,22,"Conversation","CXN",51.52,52.33,2019-08-14 12:50:58,2019-08-14 12:50:59,2019-08-14 08:50:58,2019-08-14 08:50:59,-39.53,-32.43,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FH","RC",1,0,0,"XIC","NT","FH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","20190819_210631_022870",1,2,1,23,"Conversation","FAN",52.33,53.36,2019-08-14 12:50:59,2019-08-14 12:51:00,2019-08-14 08:50:59,2019-08-14 08:51:00,-37.27,-31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","20190819_210631_022870",1,2,1,24,"Conversation","CXN",53.36,54.36,2019-08-14 12:51:00,2019-08-14 12:51:01,2019-08-14 08:51:00,2019-08-14 08:51:01,-37.16,-27.75,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FH","RC",1,0,0,"XIC","NT","FH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","20190819_210631_022870",1,2,1,25,"Conversation","FAN",54.36,55.11,2019-08-14 12:51:01,2019-08-14 12:51:02,2019-08-14 08:51:01,2019-08-14 08:51:02,-43.38,-35.14,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FI","RC",1,0,0,"XIC","NT","FI",0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","20190819_210631_022870",1,2,1,26,"Conversation","CXN",55.11,55.97,2019-08-14 12:51:02,2019-08-14 12:51:02,2019-08-14 08:51:02,2019-08-14 08:51:02,-36.25,-28.75,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FI","RC",1,0,0,"XIC","NT","FI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","20190819_210631_022870",1,2,1,27,"Conversation","FAN",55.97,57.26,2019-08-14 12:51:02,2019-08-14 12:51:04,2019-08-14 08:51:02,2019-08-14 08:51:04,-32.17,-25.22,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FI","RC",1,0,0,"XIC","NT","FI",0,0,0,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","20190819_210631_022870",1,2,1,28,"Conversation","SIL",57.26,58.06,2019-08-14 12:51:04,2019-08-14 12:51:05,2019-08-14 08:51:04,2019-08-14 08:51:05,-51.29,-40.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","20190819_210631_022870",1,2,1,29,"Conversation","MAF",58.06,58.86,2019-08-14 12:51:05,2019-08-14 12:51:05,2019-08-14 08:51:05,2019-08-14 08:51:05,-41.34,-27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","20190819_210631_022870",1,2,1,30,"Conversation","OLF",58.86,61.26,2019-08-14 12:51:05,2019-08-14 12:51:08,2019-08-14 08:51:05,2019-08-14 08:51:08,-39.87,-25.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","20190819_210631_022870",1,2,1,31,"Conversation","FAN",61.26,63.55,2019-08-14 12:51:08,2019-08-14 12:51:10,2019-08-14 08:51:08,2019-08-14 08:51:10,-32.26,-22.8,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|NT|FH","RC",1,0,0,"XIC","NT","FH",0,0,0,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","20190819_210631_022870",1,2,1,32,"Conversation","FAN",63.55,64.17,2019-08-14 12:51:10,2019-08-14 12:51:11,2019-08-14 08:51:10,2019-08-14 08:51:11,-28.15,-24.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","20190819_210631_022870",1,2,1,33,"Conversation","OLN",64.17,64.97,2019-08-14 12:51:11,2019-08-14 12:51:11,2019-08-14 08:51:11,2019-08-14 08:51:11,-30.21,-23.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","20190819_210631_022870",1,2,1,34,"Conversation","FAN",64.97,65.97,2019-08-14 12:51:11,2019-08-14 12:51:12,2019-08-14 08:51:11,2019-08-14 08:51:12,-22.38,-18.36,NA,NA,NA,NA,NA,NA,"RC|1|0|0|XIC|TIFI|FH","RC",1,0,0,"XIC","TIFI","FH",0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","20190819_210631_022870",1,2,1,35,"Conversation","CHN",65.97,67.06,2019-08-14 12:51:12,2019-08-14 12:51:14,2019-08-14 08:51:12,2019-08-14 08:51:14,-23.25,-18.28,NA,0,1,1.09,NA,NA,"RC|1|1|1|XIC|TIFR|FI","RC",1,1,1,"XIC","TIFR","FI",NA,NA,NA,NA,"PT67.06S","PT65.97S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","20190819_210631_022870",1,2,1,36,"Conversation","NOF",67.06,68.12,2019-08-14 12:51:14,2019-08-14 12:51:15,2019-08-14 08:51:14,2019-08-14 08:51:15,-39.29,-28.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","20190819_210631_022870",1,2,1,37,"Conversation","OLN",68.12,69.74,2019-08-14 12:51:15,2019-08-14 12:51:16,2019-08-14 08:51:15,2019-08-14 08:51:16,-23.24,-7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","20190819_210631_022870",1,2,1,38,"Conversation","FAN",69.74,71.22,2019-08-14 12:51:16,2019-08-14 12:51:18,2019-08-14 08:51:16,2019-08-14 08:51:18,-31.1,-23.66,NA,NA,NA,NA,NA,NA,"RC|1|1|1|XIC|TIFI|FI","RC",1,1,1,"XIC","TIFI","FI",0,0,0,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","20190819_210631_022870",1,2,1,39,"Conversation","CHN",71.22,73.3,2019-08-14 12:51:18,2019-08-14 12:51:20,2019-08-14 08:51:18,2019-08-14 08:51:20,-20.8,-17.3,NA,0,1,2.08,NA,NA,"RC|1|2|2|XIC|TIFR|FI","RC",1,2,2,"XIC","TIFR","FI",NA,NA,NA,NA,"PT73.30S","PT71.22S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","20190819_210631_022870",1,2,1,40,"Conversation","CXN",73.3,74.1,2019-08-14 12:51:20,2019-08-14 12:51:21,2019-08-14 08:51:20,2019-08-14 08:51:21,-31.56,-24,NA,NA,NA,NA,NA,NA,"RC|1|2|2|XIC|NT|FI","RC",1,2,2,"XIC","NT","FI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","20190819_210631_022870",1,2,1,41,"Conversation","CHN",74.1,75.23,2019-08-14 12:51:21,2019-08-14 12:51:22,2019-08-14 08:51:21,2019-08-14 08:51:22,-30.84,-27.01,NA,0,1,1.04,NA,NA,"RC|1|2|2|XIC|NT|FI","RC",1,2,2,"XIC","NT","FI",NA,NA,NA,NA,"PT75.14S","PT74.10S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","20190819_210631_022870",1,2,1,42,"Conversation","FAF",75.23,76.28,2019-08-14 12:51:22,2019-08-14 12:51:23,2019-08-14 08:51:22,2019-08-14 08:51:23,-38.44,-34.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","20190819_210631_022870",1,2,1,43,"Conversation","NOF",76.28,77.32,2019-08-14 12:51:23,2019-08-14 12:51:24,2019-08-14 08:51:23,2019-08-14 08:51:24,-42.16,-32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","20190819_210631_022870",1,2,1,44,"Conversation","SIL",77.32,78.23,2019-08-14 12:51:24,2019-08-14 12:51:25,2019-08-14 08:51:24,2019-08-14 08:51:25,-46.59,-38.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","20190819_210631_022870",1,2,1,45,"Conversation","CHN",78.23,78.83,2019-08-14 12:51:25,2019-08-14 12:51:25,2019-08-14 08:51:25,2019-08-14 08:51:25,-27.49,-20.88,NA,0.38,0,0,"PT78.83S","PT78.45S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","20190819_210631_022870",1,2,1,46,"Conversation","CHN",78.83,79.85,2019-08-14 12:51:25,2019-08-14 12:51:26,2019-08-14 08:51:25,2019-08-14 08:51:26,-29.36,-24.52,NA,0,1,1.02,NA,NA,"RC|1|2|2|XIC|NT|FH","RC",1,2,2,"XIC","NT","FH",NA,NA,NA,NA,"PT79.85S","PT78.83S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","20190819_210631_022870",1,2,1,47,"Conversation","CHN",79.85,80.45,2019-08-14 12:51:26,2019-08-14 12:51:27,2019-08-14 08:51:26,2019-08-14 08:51:27,-30.47,-27.25,NA,0,1,0.6,NA,NA,"RC|1|2|2|XIC|NT|FH","RC",1,2,2,"XIC","NT","FH",NA,NA,NA,NA,"PT80.45S","PT79.85S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","20190819_210631_022870",1,2,1,48,"Conversation","CHN",80.45,81.45,2019-08-14 12:51:27,2019-08-14 12:51:28,2019-08-14 08:51:27,2019-08-14 08:51:28,-31.83,-25.4,NA,0,1,1,NA,NA,"RC|1|2|2|XIC|NT|FH","RC",1,2,2,"XIC","NT","FH",NA,NA,NA,NA,"PT81.45S","PT80.57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","20190819_210631_022870",1,2,1,49,"Conversation","CHN",81.45,82.94,2019-08-14 12:51:28,2019-08-14 12:51:29,2019-08-14 08:51:28,2019-08-14 08:51:29,-26.8,-21.69,NA,0,1,1.26,NA,NA,"RC|1|2|2|XIC|NT|FH","RC",1,2,2,"XIC","NT","FH",NA,NA,NA,NA,"PT82.71S","PT81.45S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","20190819_210631_022870",1,2,1,50,"Conversation","OLN",82.94,83.75,2019-08-14 12:51:29,2019-08-14 12:51:30,2019-08-14 08:51:29,2019-08-14 08:51:30,-21.56,-13.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","20190819_210631_022870",1,2,1,51,"Conversation","NOF",83.75,86.46,2019-08-14 12:51:30,2019-08-14 12:51:33,2019-08-14 08:51:30,2019-08-14 08:51:33,-34.33,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","20190819_210631_022870",1,2,1,52,"Conversation","CHN",86.46,87.23,2019-08-14 12:51:33,2019-08-14 12:51:34,2019-08-14 08:51:33,2019-08-14 08:51:34,-24.71,-14.25,NA,0,1,0.77,NA,NA,"RC|1|2|2|XIC|TIFI|FH","RC",1,2,2,"XIC","TIFI","FH",NA,NA,NA,NA,"PT87.23S","PT86.46S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","20190819_210631_022870",1,2,1,53,"Conversation","OLN",87.23,88.1,2019-08-14 12:51:34,2019-08-14 12:51:35,2019-08-14 08:51:34,2019-08-14 08:51:35,-29.36,-21.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","20190819_210631_022870",1,2,1,54,"Conversation","NOF",88.1,89.97,2019-08-14 12:51:35,2019-08-14 12:51:36,2019-08-14 08:51:35,2019-08-14 08:51:36,-42.24,-33.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","20190819_210631_022870",1,2,1,55,"Conversation","FAN",89.97,91.06,2019-08-14 12:51:36,2019-08-14 12:51:38,2019-08-14 08:51:36,2019-08-14 08:51:38,-32.43,-26.78,NA,NA,NA,NA,NA,NA,"RC|1|3|3|XIC|TIFR|FI","RC",1,3,3,"XIC","TIFR","FI",0,0,0,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","20190819_210631_022870",1,2,1,56,"Conversation","MAF",91.06,93.05,2019-08-14 12:51:38,2019-08-14 12:51:40,2019-08-14 08:51:38,2019-08-14 08:51:40,-43.84,-32.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","20190819_210631_022870",1,2,1,57,"Conversation","NOF",93.05,94.38,2019-08-14 12:51:40,2019-08-14 12:51:41,2019-08-14 08:51:40,2019-08-14 08:51:41,-47.13,-36.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","20190819_210631_022870",1,2,1,58,"Conversation","FAN",94.38,95.4,2019-08-14 12:51:41,2019-08-14 12:51:42,2019-08-14 08:51:41,2019-08-14 08:51:42,-33.01,-19.54,NA,NA,NA,NA,NA,NA,"EC|1|3|3|XIC|NT|FH","EC",1,3,3,"XIC","NT","FH",0,0,0,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","20190819_210631_022870",1,3,2,59,"Pause","SIL",95.4,96.2,2019-08-14 12:51:42,2019-08-14 12:51:43,2019-08-14 08:51:42,2019-08-14 08:51:43,-46.18,-35.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","20190819_210631_022870",1,3,2,60,"Pause","NOF",96.2,100.59,2019-08-14 12:51:43,2019-08-14 12:51:47,2019-08-14 08:51:43,2019-08-14 08:51:47,-43.77,-25.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","20190819_210631_022870",1,3,2,61,"Pause","OLN",100.59,101.39,2019-08-14 12:51:47,2019-08-14 12:51:48,2019-08-14 08:51:47,2019-08-14 08:51:48,-31.27,-21.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","20190819_210631_022870",1,3,2,62,"Pause","OLF",101.39,103.58,2019-08-14 12:51:48,2019-08-14 12:51:50,2019-08-14 08:51:48,2019-08-14 08:51:50,-38.82,-22.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","20190819_210631_022870",1,3,2,63,"Pause","NOF",103.58,104.5,2019-08-14 12:51:50,2019-08-14 12:51:51,2019-08-14 08:51:50,2019-08-14 08:51:51,-48.33,-37.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","20190819_210631_022870",1,3,2,64,"Pause","SIL",104.5,105.35,2019-08-14 12:51:51,2019-08-14 12:51:52,2019-08-14 08:51:51,2019-08-14 08:51:52,-53.71,-40.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","20190819_210631_022870",1,3,2,65,"Pause","NON",105.35,106.41,2019-08-14 12:51:52,2019-08-14 12:51:53,2019-08-14 08:51:52,2019-08-14 08:51:53,-39.69,-26.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","20190819_210631_022870",1,3,2,66,"Pause","SIL",106.41,107.62,2019-08-14 12:51:53,2019-08-14 12:51:54,2019-08-14 08:51:53,2019-08-14 08:51:54,-54.65,-43.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","20190819_210631_022870",1,4,2,67,"Conversation","FAN",107.62,108.94,2019-08-14 12:51:54,2019-08-14 12:51:55,2019-08-14 08:51:54,2019-08-14 08:51:55,-25.32,-16.69,NA,NA,NA,NA,NA,NA,"BC|2|3|0|AICF|TIFI|FI","BC",2,3,0,"AICF","TIFI","FI",0,0,0,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
