AudioData	ChildID	Age	its	onset	offset	chunk_pos
0039804433.mp3	corpus	1111_1	1624_2	17808.14_17809.14	0
0262544618.mp3	corpus	1111_1	1624_2	17808.14_17809.14	1
8010613424.mp3	corpus	1111_1	1624_2	17865.14_17866.14	0
9643189529.mp3	corpus	1111_1	1624_2	17865.14_17866.14	1
5505327337.mp3	corpus	1111_1	1624_2	19512.88_19513.88	0
7644943016.mp3	corpus	1111_1	1624_2	19512.88_19513.88	1
0256915191.mp3	corpus	1111_1	1624_2	19552.76_19553.76	0
0261280428.mp3	corpus	1111_1	1624_2	19552.76_19553.76	1
6161389662.mp3	corpus	1111_1	1624_2	19554.18_19555.18	0
9510030523.mp3	corpus	1111_1	1624_2	19554.18_19555.18	1
0482407008.mp3	corpus	1111_1	1624_2	19562.03_19563.03	0
9335828813.mp3	corpus	1111_1	1624_2	19562.03_19563.03	1
4711229651.mp3	corpus	1111_1	1624_2	19567.08_19568.58	0
7581747496.mp3	corpus	1111_1	1624_2	19567.08_19568.58	1
2999197616.mp3	corpus	1111_1	1624_2	19567.08_19568.58	2
3568089658.mp3	corpus	1111_1	1624_2	19568.11_19569.61	0
3309967123.mp3	corpus	1111_1	1624_2	19568.11_19569.61	1
3008474635.mp3	corpus	1111_1	1624_2	19568.11_19569.61	2
5850522925.mp3	corpus	1111_1	1624_2	19586.15_19587.65	0
5884266059.mp3	corpus	1111_1	1624_2	19586.15_19587.65	1
2386334725.mp3	corpus	1111_1	1624_2	19586.15_19587.65	2
0297123870.mp3	corpus	1111_1	1624_2	19590.65_19591.65	0
5002554731.mp3	corpus	1111_1	1624_2	19590.65_19591.65	1
4082860512.mp3	corpus	1111_1	1624_2	19594.51_19595.51	0
9572840818.mp3	corpus	1111_1	1624_2	19594.51_19595.51	1
7028847052.mp3	corpus	1111_1	1624_2	19603.31_19604.81	0
0047748127.mp3	corpus	1111_1	1624_2	19603.31_19604.81	1
9695553493.mp3	corpus	1111_1	1624_2	19603.31_19604.81	2
6256765385.mp3	corpus	1111_1	1624_2	19623.75_19624.75	0
5544077013.mp3	corpus	1111_1	1624_2	19623.75_19624.75	1
9279884301.mp3	corpus	1111_1	1624_2	19640.01_19641.01	0
1306603200.mp3	corpus	1111_1	1624_2	19640.01_19641.01	1
8410799694.mp3	corpus	1111_1	1624_2	19654.84_19655.84	0
4917493188.mp3	corpus	1111_1	1624_2	19654.84_19655.84	1
2820852949.mp3	corpus	1111_1	1624_2	19658.49_19659.49	0
0030709205.mp3	corpus	1111_1	1624_2	19658.49_19659.49	1
2224419668.mp3	corpus	1111_1	1624_2	19660.12_19661.12	0
3617357458.mp3	corpus	1111_1	1624_2	19660.12_19661.12	1
5612496988.mp3	corpus	1111_1	1624_2	19662.72_19663.72	0
3819526749.mp3	corpus	1111_1	1624_2	19662.72_19663.72	1
6386046517.mp3	corpus	1111_1	1624_2	19665.12_19666.12	0
5850817365.mp3	corpus	1111_1	1624_2	19665.12_19666.12	1
1200505053.mp3	corpus	1111_1	1624_2	19666.52_19667.52	0
8349385270.mp3	corpus	1111_1	1624_2	19666.52_19667.52	1
9904562275.mp3	corpus	1111_1	1624_2	19678.54_19680.54	0
4481022026.mp3	corpus	1111_1	1624_2	19678.54_19680.54	1
2154031602.mp3	corpus	1111_1	1624_2	19678.54_19680.54	2
9633026680.mp3	corpus	1111_1	1624_2	19678.54_19680.54	3
0183182314.mp3	corpus	1111_1	1624_2	19682.18_19683.18	0
0117746985.mp3	corpus	1111_1	1624_2	19682.18_19683.18	1
3949431475.mp3	corpus	1111_1	1624_2	19684.56_19685.56	0
5688221106.mp3	corpus	1111_1	1624_2	19684.56_19685.56	1
2169593740.mp3	corpus	1111_1	1624_2	19690.08_19691.08	0
9862177785.mp3	corpus	1111_1	1624_2	19690.08_19691.08	1
0864270060.mp3	corpus	1111_1	1624_2	19695.58_19698.08	0
5302702852.mp3	corpus	1111_1	1624_2	19695.58_19698.08	1
2329522407.mp3	corpus	1111_1	1624_2	19695.58_19698.08	2
0432790961.mp3	corpus	1111_1	1624_2	19695.58_19698.08	3
4770746014.mp3	corpus	1111_1	1624_2	19695.58_19698.08	4
7972184868.mp3	corpus	1111_1	1624_2	19697.78_19699.28	0
3113124174.mp3	corpus	1111_1	1624_2	19697.78_19699.28	1
2424719016.mp3	corpus	1111_1	1624_2	19697.78_19699.28	2
1618816807.mp3	corpus	1111_1	1624_2	19698.92_19699.92	0
9980932955.mp3	corpus	1111_1	1624_2	19698.92_19699.92	1
0825974208.mp3	corpus	1111_1	1624_2	19708.85_19709.85	0
3536438973.mp3	corpus	1111_1	1624_2	19708.85_19709.85	1
3818532809.mp3	corpus	1111_1	1624_2	19710.43_19711.93	0
4865300266.mp3	corpus	1111_1	1624_2	19710.43_19711.93	1
1676188018.mp3	corpus	1111_1	1624_2	19710.43_19711.93	2
6619524006.mp3	corpus	1111_1	1624_2	19712.51_19714.01	0
6710911161.mp3	corpus	1111_1	1624_2	19712.51_19714.01	1
4837547834.mp3	corpus	1111_1	1624_2	19712.51_19714.01	2
4861587179.mp3	corpus	1111_1	1624_2	19716.11_19717.61	0
1741830273.mp3	corpus	1111_1	1624_2	19716.11_19717.61	1
4950032265.mp3	corpus	1111_1	1624_2	19716.11_19717.61	2
8716411095.mp3	corpus	1111_1	1624_2	19733.25_19734.75	0
8104406057.mp3	corpus	1111_1	1624_2	19733.25_19734.75	1
7142191225.mp3	corpus	1111_1	1624_2	19733.25_19734.75	2
3223827876.mp3	corpus	1111_1	1624_2	19735.31_19736.81	0
