idx,AudioData,Answer,Age,ChildID
25225,3055801377,Crying,219,3211_1
25226,3055801377,Canonical,219,3211_1
25227,3055801377,Non-Canonical,219,3211_1
25228,3055801377,Non-Canonical,219,3211_1
25229,3055801377,Crying,219,3211_1
25230,6535653849,Canonical,219,3211_1
25231,6535653849,Crying,219,3211_1
25232,6535653849,Junk,219,3211_1
25233,6535653849,Crying,219,3211_1
25234,6535653849,Non-Canonical,219,3211_1
25235,3346412404,Crying,219,3211_1
25236,3346412404,Crying,219,3211_1
25237,3346412404,Junk,219,3211_1
25238,3346412404,Crying,219,3211_1
25239,3346412404,Crying,219,3211_1
25240,8483013937,Non-Canonical,219,3211_1
25241,8483013937,Crying,219,3211_1
25242,8483013937,Crying,219,3211_1
25243,8483013937,Crying,219,3211_1
25244,8483013937,Crying,219,3211_1
25245,9440571194,Laughing,219,3211_1
25246,9440571194,Crying,219,3211_1
25247,9440571194,Crying,219,3211_1
25248,9440571194,Crying,219,3211_1
25249,9440571194,Non-Canonical,219,3211_1
25250,849793334,Junk,219,3211_1
25251,849793334,Non-Canonical,219,3211_1
25252,849793334,Crying,219,3211_1
25253,849793334,Non-Canonical,219,3211_1
25254,849793334,Junk,219,3211_1
25255,2851528626,Crying,219,3211_1
25256,2851528626,Canonical,219,3211_1
25257,2851528626,Non-Canonical,219,3211_1
25258,2851528626,Crying,219,3211_1
25259,2851528626,Non-Canonical,219,3211_1
25260,4786153348,Crying,219,3211_1
25261,4786153348,Crying,219,3211_1
25262,4786153348,Crying,219,3211_1
25263,4786153348,Non-Canonical,219,3211_1
25264,4786153348,Crying,219,3211_1
25265,3485697064,Crying,219,3211_1
25266,3485697064,Crying,219,3211_1
25267,3485697064,Junk,219,3211_1
25268,3485697064,Crying,219,3211_1
25269,3485697064,Crying,219,3211_1
25270,8943397738,Canonical,219,3211_1
25271,8943397738,Non-Canonical,219,3211_1
25272,8943397738,Crying,219,3211_1
25273,8943397738,Crying,219,3211_1
25274,8943397738,Canonical,219,3211_1
25275,6953097761,Canonical,219,3211_1
25276,6953097761,Non-Canonical,219,3211_1
25277,6953097761,Crying,219,3211_1
25278,6953097761,Crying,219,3211_1
25279,6953097761,Crying,219,3211_1
25280,7304340340,Non-Canonical,219,3211_1
25281,7304340340,Non-Canonical,219,3211_1
25282,7304340340,Crying,219,3211_1
25283,7304340340,Crying,219,3211_1
25284,7304340340,Laughing,219,3211_1
25285,518991718,Crying,219,3211_1
25286,518991718,Crying,219,3211_1
25287,518991718,Crying,219,3211_1
25288,518991718,Non-Canonical,219,3211_1
25289,518991718,Crying,219,3211_1
25290,2840954572,Crying,219,3211_1
25291,2840954572,Crying,219,3211_1
25292,2840954572,Canonical,219,3211_1
25293,2840954572,Non-Canonical,219,3211_1
25294,2840954572,Non-Canonical,219,3211_1
25295,7559689599,Canonical,219,3211_1
25296,7559689599,Crying,219,3211_1
25297,7559689599,Non-Canonical,219,3211_1
25298,7559689599,Crying,219,3211_1
25299,7559689599,Non-Canonical,219,3211_1
25300,715302202,Non-Canonical,219,3211_1
25301,715302202,Non-Canonical,219,3211_1
25302,715302202,Crying,219,3211_1
25303,715302202,Non-Canonical,219,3211_1
25304,715302202,Junk,219,3211_1
25305,1663094416,Non-Canonical,219,3211_1
25306,1663094416,Non-Canonical,219,3211_1
25307,1663094416,Non-Canonical,219,3211_1
25308,1663094416,Non-Canonical,219,3211_1
25309,1663094416,Crying,219,3211_1
25310,3168645902,Canonical,219,3211_1
25311,3168645902,Non-Canonical,219,3211_1
25312,3168645902,Crying,219,3211_1
25313,3168645902,Crying,219,3211_1
25314,3168645902,Non-Canonical,219,3211_1
25315,9472234799,Non-Canonical,219,3211_1
25316,9472234799,Crying,219,3211_1
25317,9472234799,Crying,219,3211_1
25318,9472234799,Crying,219,3211_1
25319,9472234799,Crying,219,3211_1
25320,3253451312,Crying,219,3211_1
25321,3253451312,Crying,219,3211_1
25322,3253451312,Non-Canonical,219,3211_1
25323,3253451312,Crying,219,3211_1
25324,3253451312,Non-Canonical,219,3211_1
25325,9896684095,Non-Canonical,219,3211_1
25326,9896684095,Crying,219,3211_1
25327,9896684095,Crying,219,3211_1
25328,9896684095,Crying,219,3211_1
25329,9896684095,Crying,219,3211_1
25330,420334206,Canonical,219,3211_1
25331,420334206,Canonical,219,3211_1
25332,420334206,Non-Canonical,219,3211_1
25333,420334206,Junk,219,3211_1
25334,420334206,Non-Canonical,219,3211_1
25335,6313932101,Junk,219,3211_1
25336,6313932101,Junk,219,3211_1
25337,6313932101,Junk,219,3211_1
25338,6313932101,Junk,219,3211_1
25339,6313932101,Crying,219,3211_1
25340,4081078486,Crying,219,3211_1
25341,4081078486,Crying,219,3211_1
25342,4081078486,Non-Canonical,219,3211_1
25343,4081078486,Crying,219,3211_1
25344,4081078486,Junk,219,3211_1
25345,4136079729,Non-Canonical,219,3211_1
25346,4136079729,Non-Canonical,219,3211_1
25347,4136079729,Non-Canonical,219,3211_1
25348,4136079729,Crying,219,3211_1
25349,4136079729,Crying,219,3211_1
25350,8915583049,Crying,219,3211_1
25351,8915583049,Crying,219,3211_1
25352,8915583049,Crying,219,3211_1
25353,8915583049,Non-Canonical,219,3211_1
25354,8915583049,Non-Canonical,219,3211_1
25355,7042160814,Crying,219,3211_1
25356,7042160814,Crying,219,3211_1
25357,7042160814,Crying,219,3211_1
25358,7042160814,Laughing,219,3211_1
25359,7042160814,Junk,219,3211_1
25360,3116954455,Non-Canonical,219,3211_1
25361,3116954455,Non-Canonical,219,3211_1
25362,3116954455,Non-Canonical,219,3211_1
25363,3116954455,Crying,219,3211_1
25364,3116954455,Non-Canonical,219,3211_1
25365,5786369466,Junk,219,3211_1
25366,5786369466,Junk,219,3211_1
25367,5786369466,Crying,219,3211_1
25368,5786369466,Crying,219,3211_1
25369,5786369466,Non-Canonical,219,3211_1
25370,551558668,Crying,219,3211_1
25371,551558668,Laughing,219,3211_1
25372,551558668,Non-Canonical,219,3211_1
25373,551558668,Crying,219,3211_1
25374,551558668,Non-Canonical,219,3211_1
25375,4135416165,Non-Canonical,219,3211_1
25376,4135416165,Non-Canonical,219,3211_1
25377,4135416165,Crying,219,3211_1
25378,4135416165,Crying,219,3211_1
25379,4135416165,Crying,219,3211_1
25380,1682653288,Crying,219,3211_1
25381,1682653288,Crying,219,3211_1
25382,1682653288,Crying,219,3211_1
25383,1682653288,Crying,219,3211_1
25384,1682653288,Crying,219,3211_1
25385,3771491513,Crying,219,3211_1
25386,3771491513,Non-Canonical,219,3211_1
25387,3771491513,Canonical,219,3211_1
25388,3771491513,Non-Canonical,219,3211_1
25389,3771491513,Crying,219,3211_1
25390,9095681476,Laughing,219,3211_1
25391,9095681476,Junk,219,3211_1
25392,9095681476,Crying,219,3211_1
25393,9095681476,Junk,219,3211_1
25394,9095681476,Crying,219,3211_1
25395,5622755075,Non-Canonical,219,3211_1
25396,5622755075,Crying,219,3211_1
25397,5622755075,Crying,219,3211_1
25398,5622755075,Non-Canonical,219,3211_1
25399,5622755075,Crying,219,3211_1
25400,4669227020,Non-Canonical,219,3211_1
25401,4669227020,Crying,219,3211_1
25402,4669227020,Non-Canonical,219,3211_1
25403,4669227020,Crying,219,3211_1
25404,4669227020,Junk,219,3211_1
25405,4487418125,Crying,219,3211_1
25406,4487418125,Crying,219,3211_1
25407,4487418125,Crying,219,3211_1
25408,4487418125,Crying,219,3211_1
25409,4487418125,Crying,219,3211_1
25410,8617341302,Crying,219,3211_1
25411,8617341302,Non-Canonical,219,3211_1
25412,8617341302,Crying,219,3211_1
25413,8617341302,Crying,219,3211_1
25414,8617341302,Crying,219,3211_1
25415,3928695596,Crying,219,3211_1
25416,3928695596,Crying,219,3211_1
25417,3928695596,Crying,219,3211_1
25418,3928695596,Non-Canonical,219,3211_1
25419,3928695596,Crying,219,3211_1
25420,1590183043,Non-Canonical,219,3211_1
25421,1590183043,Crying,219,3211_1
25422,1590183043,Junk,219,3211_1
25423,1590183043,Crying,219,3211_1
25424,1590183043,Crying,219,3211_1
25425,8531774852,Non-Canonical,219,3211_1
25426,8531774852,Canonical,219,3211_1
25427,8531774852,Crying,219,3211_1
25428,8531774852,Crying,219,3211_1
25429,8531774852,Non-Canonical,219,3211_1
25430,481128600,Non-Canonical,219,3211_1
25431,481128600,Non-Canonical,219,3211_1
25432,481128600,Non-Canonical,219,3211_1
25433,481128600,Non-Canonical,219,3211_1
25434,481128600,Crying,219,3211_1
25435,559356170,Crying,219,3211_1
25436,559356170,Crying,219,3211_1
25437,559356170,Crying,219,3211_1
25438,559356170,Crying,219,3211_1
25439,559356170,Crying,219,3211_1
25440,2348511671,Non-Canonical,219,3211_1
25441,2348511671,Non-Canonical,219,3211_1
25442,2348511671,Canonical,219,3211_1
25443,2348511671,Canonical,219,3211_1
25444,2348511671,Non-Canonical,219,3211_1
25445,8354561630,Junk,219,3211_1
25446,8354561630,Crying,219,3211_1
25447,8354561630,Non-Canonical,219,3211_1
25448,8354561630,Junk,219,3211_1
25449,8354561630,Crying,219,3211_1
25450,4629024055,Crying,219,3211_1
25451,4629024055,Crying,219,3211_1
25452,4629024055,Crying,219,3211_1
25453,4629024055,Non-Canonical,219,3211_1
25454,4629024055,Non-Canonical,219,3211_1
25455,3344625541,Junk,219,3211_1
25456,3344625541,Non-Canonical,219,3211_1
25457,3344625541,Junk,219,3211_1
25458,3344625541,Crying,219,3211_1
25459,3344625541,Crying,219,3211_1
25460,1043690038,Crying,219,3211_1
25461,1043690038,Non-Canonical,219,3211_1
25462,1043690038,Crying,219,3211_1
25463,1043690038,Laughing,219,3211_1
25464,1043690038,Laughing,219,3211_1
25465,8987480551,Laughing,219,3211_1
25466,8987480551,Laughing,219,3211_1
25467,8987480551,Laughing,219,3211_1
25468,8987480551,Canonical,219,3211_1
25469,8987480551,Laughing,219,3211_1
25470,7549142375,Crying,219,3211_1
25471,7549142375,Crying,219,3211_1
25472,7549142375,Crying,219,3211_1
25473,7549142375,Junk,219,3211_1
25474,7549142375,Crying,219,3211_1
25475,520056875,Non-Canonical,219,3211_1
25476,520056875,Non-Canonical,219,3211_1
25477,520056875,Junk,219,3211_1
25478,520056875,Junk,219,3211_1
25479,520056875,Non-Canonical,219,3211_1
25480,3857788146,Crying,219,3211_1
25481,3857788146,Crying,219,3211_1
25482,3857788146,Crying,219,3211_1
25483,3857788146,Non-Canonical,219,3211_1
25484,3857788146,Non-Canonical,219,3211_1
25485,9019105625,Crying,219,3211_1
25486,9019105625,Crying,219,3211_1
25487,9019105625,Crying,219,3211_1
25488,9019105625,Crying,219,3211_1
25489,9019105625,Crying,219,3211_1
25490,6126753987,Canonical,219,3211_1
25491,6126753987,Junk,219,3211_1
25492,6126753987,Junk,219,3211_1
25493,6126753987,Junk,219,3211_1
25494,6126753987,Junk,219,3211_1
25495,7066578500,Non-Canonical,219,3211_1
25496,7066578500,Junk,219,3211_1
25497,7066578500,Junk,219,3211_1
25498,7066578500,Junk,219,3211_1
25499,7066578500,Crying,219,3211_1
25500,1922298585,Non-Canonical,219,3211_1
25501,1922298585,Non-Canonical,219,3211_1
25502,1922298585,Crying,219,3211_1
25503,1922298585,Crying,219,3211_1
25504,1922298585,Crying,219,3211_1
25505,3106379783,Junk,219,3211_1
25506,3106379783,Non-Canonical,219,3211_1
25507,3106379783,Junk,219,3211_1
25508,3106379783,Laughing,219,3211_1
25509,3106379783,Crying,219,3211_1
25510,1163143753,Crying,219,3211_1
25511,1163143753,Non-Canonical,219,3211_1
25512,1163143753,Crying,219,3211_1
25513,1163143753,Crying,219,3211_1
25514,1163143753,Crying,219,3211_1
25515,3052598117,Non-Canonical,219,3211_1
25516,3052598117,Junk,219,3211_1
25517,3052598117,Junk,219,3211_1
25518,3052598117,Non-Canonical,219,3211_1
25519,3052598117,Junk,219,3211_1
25520,7540103859,Junk,219,3211_1
25521,7540103859,Non-Canonical,219,3211_1
25522,7540103859,Crying,219,3211_1
25523,7540103859,Crying,219,3211_1
25524,7540103859,Non-Canonical,219,3211_1
25525,8505420722,Crying,219,3211_1
25526,8505420722,Crying,219,3211_1
25527,8505420722,Crying,219,3211_1
25528,8505420722,Crying,219,3211_1
25529,8505420722,Crying,219,3211_1
25530,9683607887,Non-Canonical,219,3211_1
25531,9683607887,Crying,219,3211_1
25532,9683607887,Crying,219,3211_1
25533,9683607887,Crying,219,3211_1
25534,9683607887,Crying,219,3211_1
25535,8011184944,Crying,219,3211_1
25536,8011184944,Crying,219,3211_1
25537,8011184944,Crying,219,3211_1
25538,8011184944,Crying,219,3211_1
25539,8011184944,Crying,219,3211_1
25540,6870702462,Canonical,219,3211_1
25541,6870702462,Laughing,219,3211_1
25542,6870702462,Laughing,219,3211_1
25543,6870702462,Crying,219,3211_1
25544,6870702462,Non-Canonical,219,3211_1
25545,9900775401,Non-Canonical,219,3211_1
25546,9900775401,Non-Canonical,219,3211_1
25547,9900775401,Non-Canonical,219,3211_1
25548,9900775401,Non-Canonical,219,3211_1
25549,9900775401,Non-Canonical,219,3211_1
25550,6662154056,Non-Canonical,219,3211_1
25551,6662154056,Junk,219,3211_1
25552,6662154056,Junk,219,3211_1
25553,6662154056,Non-Canonical,219,3211_1
25554,6662154056,Junk,219,3211_1
25555,1039134005,Crying,219,3211_1
25556,1039134005,Non-Canonical,219,3211_1
25557,1039134005,Crying,219,3211_1
25558,1039134005,Crying,219,3211_1
25559,1039134005,Crying,219,3211_1
25560,6099670815,Crying,219,3211_1
25561,6099670815,Crying,219,3211_1
25562,6099670815,Crying,219,3211_1
25563,6099670815,Non-Canonical,219,3211_1
25564,6099670815,Laughing,219,3211_1
25565,8849346199,Crying,219,3211_1
25566,8849346199,Crying,219,3211_1
25567,8849346199,Crying,219,3211_1
25568,8849346199,Crying,219,3211_1
25569,8849346199,Crying,219,3211_1
25570,1301462468,Crying,219,3211_1
25571,1301462468,Crying,219,3211_1
25572,1301462468,Crying,219,3211_1
25573,1301462468,Crying,219,3211_1
25574,1301462468,Crying,219,3211_1
25575,6263935497,Non-Canonical,219,3211_1
25576,6263935497,Non-Canonical,219,3211_1
25577,6263935497,Crying,219,3211_1
25578,6263935497,Crying,219,3211_1
25579,6263935497,Junk,219,3211_1
25580,1122457252,Crying,219,3211_1
25581,1122457252,Crying,219,3211_1
25582,1122457252,Crying,219,3211_1
25583,1122457252,Crying,219,3211_1
25584,1122457252,Crying,219,3211_1
25585,9486085132,Junk,219,3211_1
25586,9486085132,Crying,219,3211_1
25587,9486085132,Canonical,219,3211_1
25588,9486085132,Junk,219,3211_1
25589,9486085132,Non-Canonical,219,3211_1
25590,464765195,Non-Canonical,219,3211_1
25591,464765195,Non-Canonical,219,3211_1
25592,464765195,Non-Canonical,219,3211_1
25593,464765195,Crying,219,3211_1
25594,464765195,Non-Canonical,219,3211_1
25595,1481976359,Crying,219,3211_1
25596,1481976359,Crying,219,3211_1
25597,1481976359,Non-Canonical,219,3211_1
25598,1481976359,Crying,219,3211_1
25599,1481976359,Non-Canonical,219,3211_1
25600,158913340,Crying,219,3211_1
25601,158913340,Non-Canonical,219,3211_1
25602,158913340,Crying,219,3211_1
25603,158913340,Non-Canonical,219,3211_1
25604,158913340,Crying,219,3211_1
25605,3811340521,Non-Canonical,219,3211_1
25606,3811340521,Non-Canonical,219,3211_1
25607,3811340521,Non-Canonical,219,3211_1
25608,3811340521,Non-Canonical,219,3211_1
25609,3811340521,Non-Canonical,219,3211_1
25610,3252357010,Junk,219,3211_1
25611,3252357010,Junk,219,3211_1
25612,3252357010,Junk,219,3211_1
25613,3252357010,Junk,219,3211_1
25614,3252357010,Junk,219,3211_1
25615,3645032656,Non-Canonical,219,3211_1
25616,3645032656,Non-Canonical,219,3211_1
25617,3645032656,Non-Canonical,219,3211_1
25618,3645032656,Non-Canonical,219,3211_1
25619,3645032656,Crying,219,3211_1
25620,2105989425,Canonical,219,3211_1
25621,2105989425,Crying,219,3211_1
25622,2105989425,Non-Canonical,219,3211_1
25623,2105989425,Non-Canonical,219,3211_1
25624,2105989425,Non-Canonical,219,3211_1
25625,501401711,Canonical,219,3211_1
25626,501401711,Crying,219,3211_1
25627,501401711,Crying,219,3211_1
25628,501401711,Crying,219,3211_1
25629,501401711,Crying,219,3211_1
25630,9030664637,Non-Canonical,219,3211_1
25631,9030664637,Crying,219,3211_1
25632,9030664637,Crying,219,3211_1
25633,9030664637,Crying,219,3211_1
25634,9030664637,Crying,219,3211_1
25635,4000084492,Non-Canonical,219,3211_1
25636,4000084492,Non-Canonical,219,3211_1
25637,4000084492,Crying,219,3211_1
25638,4000084492,Crying,219,3211_1
25639,4000084492,Crying,219,3211_1
25640,1588235276,Junk,219,3211_1
25641,1588235276,Crying,219,3211_1
25642,1588235276,Crying,219,3211_1
25643,1588235276,Crying,219,3211_1
25644,1588235276,Junk,219,3211_1
25645,1602968934,Laughing,219,3211_1
25646,1602968934,Crying,219,3211_1
25647,1602968934,Crying,219,3211_1
25648,1602968934,Crying,219,3211_1
25649,1602968934,Crying,219,3211_1
25650,7367668537,Non-Canonical,219,3211_1
25651,7367668537,Crying,219,3211_1
25652,7367668537,Crying,219,3211_1
25653,7367668537,Crying,219,3211_1
25654,7367668537,Non-Canonical,219,3211_1
25655,4469500226,Junk,219,3211_1
25656,4469500226,Non-Canonical,219,3211_1
25657,4469500226,Crying,219,3211_1
25658,4469500226,Crying,219,3211_1
25659,4469500226,Crying,219,3211_1
25660,1841382987,Non-Canonical,219,3211_1
25661,1841382987,Non-Canonical,219,3211_1
25662,1841382987,Non-Canonical,219,3211_1
25663,1841382987,Crying,219,3211_1
25664,1841382987,Non-Canonical,219,3211_1
25665,5141789054,Junk,219,3211_1
25666,5141789054,Junk,219,3211_1
25667,5141789054,Junk,219,3211_1
25668,5141789054,Junk,219,3211_1
25669,5141789054,Junk,219,3211_1
25670,8582908735,Crying,219,3211_1
25671,8582908735,Junk,219,3211_1
25672,8582908735,Junk,219,3211_1
25673,8582908735,Junk,219,3211_1
25674,8582908735,Junk,219,3211_1
25675,9024484734,Junk,219,3211_1
25676,9024484734,Junk,219,3211_1
25677,9024484734,Crying,219,3211_1
25678,9024484734,Junk,219,3211_1
25679,9024484734,Junk,219,3211_1
25680,8020129901,Junk,219,3211_1
25681,8020129901,Non-Canonical,219,3211_1
25682,8020129901,Non-Canonical,219,3211_1
25683,8020129901,Junk,219,3211_1
25684,8020129901,Crying,219,3211_1
25685,4391931231,Non-Canonical,219,3211_1
25686,4391931231,Junk,219,3211_1
25687,4391931231,Canonical,219,3211_1
25688,4391931231,Junk,219,3211_1
25689,4391931231,Junk,219,3211_1
25690,1264004841,Crying,219,3211_1
25691,1264004841,Crying,219,3211_1
25692,1264004841,Non-Canonical,219,3211_1
25693,1264004841,Crying,219,3211_1
25694,1264004841,Non-Canonical,219,3211_1
25695,6512730368,Non-Canonical,219,3211_1
25696,6512730368,Crying,219,3211_1
25697,6512730368,Non-Canonical,219,3211_1
25698,6512730368,Crying,219,3211_1
25699,6512730368,Canonical,219,3211_1
25700,4385466654,Canonical,219,3211_1
25701,4385466654,Crying,219,3211_1
25702,4385466654,Non-Canonical,219,3211_1
25703,4385466654,Non-Canonical,219,3211_1
25704,4385466654,Crying,219,3211_1
25705,5060537573,Crying,219,3211_1
25706,5060537573,Canonical,219,3211_1
25707,5060537573,Non-Canonical,219,3211_1
25708,5060537573,Canonical,219,3211_1
25709,5060537573,Non-Canonical,219,3211_1
25710,87352391,Junk,219,3211_1
25711,87352391,Junk,219,3211_1
25712,87352391,Junk,219,3211_1
25713,87352391,Junk,219,3211_1
25714,87352391,Junk,219,3211_1
25715,3439429718,Non-Canonical,219,3211_1
25716,3439429718,Crying,219,3211_1
25717,3439429718,Canonical,219,3211_1
25718,3439429718,Non-Canonical,219,3211_1
25719,3439429718,Crying,219,3211_1
25720,9700443834,Crying,219,3211_1
25721,9700443834,Non-Canonical,219,3211_1
25722,9700443834,Crying,219,3211_1
25723,9700443834,Non-Canonical,219,3211_1
25724,9700443834,Crying,219,3211_1
25725,6325419519,Crying,219,3211_1
25726,6325419519,Crying,219,3211_1
25727,6325419519,Crying,219,3211_1
25728,6325419519,Crying,219,3211_1
25729,6325419519,Crying,219,3211_1
25730,9486565081,Non-Canonical,219,3211_1
25731,9486565081,Non-Canonical,219,3211_1
25732,9486565081,Non-Canonical,219,3211_1
25733,9486565081,Crying,219,3211_1
25734,9486565081,Non-Canonical,219,3211_1
25735,6312352008,Non-Canonical,219,3211_1
25736,6312352008,Non-Canonical,219,3211_1
25737,6312352008,Junk,219,3211_1
25738,6312352008,Crying,219,3211_1
25739,6312352008,Crying,219,3211_1
25740,645915194,Non-Canonical,219,3211_1
25741,645915194,Crying,219,3211_1
25742,645915194,Non-Canonical,219,3211_1
25743,645915194,Crying,219,3211_1
25744,645915194,Junk,219,3211_1
25745,1088615092,Laughing,219,3211_1
25746,1088615092,Non-Canonical,219,3211_1
25747,1088615092,Non-Canonical,219,3211_1
25748,1088615092,Crying,219,3211_1
25749,1088615092,Crying,219,3211_1
25750,5186038437,Crying,219,3211_1
25751,5186038437,Crying,219,3211_1
25752,5186038437,Crying,219,3211_1
25753,5186038437,Crying,219,3211_1
25754,5186038437,Crying,219,3211_1
25755,2252729255,Non-Canonical,219,3211_1
25756,2252729255,Non-Canonical,219,3211_1
25757,2252729255,Laughing,219,3211_1
25758,2252729255,Canonical,219,3211_1
25759,2252729255,Canonical,219,3211_1
25760,1106699687,Junk,219,3211_1
25761,1106699687,Junk,219,3211_1
25762,1106699687,Non-Canonical,219,3211_1
25763,1106699687,Crying,219,3211_1
25764,1106699687,Junk,219,3211_1
25765,5993423613,Non-Canonical,219,3211_1
25766,5993423613,Crying,219,3211_1
25767,5993423613,Crying,219,3211_1
25768,5993423613,Crying,219,3211_1
25769,5993423613,Crying,219,3211_1
25770,71369743,Crying,219,3211_1
25771,71369743,Crying,219,3211_1
25772,71369743,Crying,219,3211_1
25773,71369743,Crying,219,3211_1
25774,71369743,Crying,219,3211_1
25775,1619105081,Crying,219,3211_1
25776,1619105081,Crying,219,3211_1
25777,1619105081,Crying,219,3211_1
25778,1619105081,Crying,219,3211_1
25779,1619105081,Non-Canonical,219,3211_1
25780,2577022689,Non-Canonical,219,3211_1
25781,2577022689,Crying,219,3211_1
25782,2577022689,Non-Canonical,219,3211_1
25783,2577022689,Non-Canonical,219,3211_1
25784,2577022689,Non-Canonical,219,3211_1
25785,5306678744,Crying,219,3211_1
25786,5306678744,Non-Canonical,219,3211_1
25787,5306678744,Crying,219,3211_1
25788,5306678744,Crying,219,3211_1
25789,5306678744,Crying,219,3211_1
25790,2729815026,Crying,219,3211_1
25791,2729815026,Crying,219,3211_1
25792,2729815026,Crying,219,3211_1
25793,2729815026,Crying,219,3211_1
25794,2729815026,Crying,219,3211_1
25795,4900597420,Laughing,219,3211_1
25796,4900597420,Crying,219,3211_1
25797,4900597420,Canonical,219,3211_1
25798,4900597420,Non-Canonical,219,3211_1
25799,4900597420,Non-Canonical,219,3211_1
25800,2832630200,Junk,219,3211_1
25801,2832630200,Junk,219,3211_1
25802,2832630200,Junk,219,3211_1
25803,2832630200,Junk,219,3211_1
25804,2832630200,Non-Canonical,219,3211_1
25805,1318228172,Crying,219,3211_1
25806,1318228172,Crying,219,3211_1
25807,1318228172,Non-Canonical,219,3211_1
25808,1318228172,Junk,219,3211_1
25809,1318228172,Crying,219,3211_1
25810,8239350272,Non-Canonical,219,3211_1
25811,8239350272,Crying,219,3211_1
25812,8239350272,Crying,219,3211_1
25813,8239350272,Crying,219,3211_1
25814,8239350272,Crying,219,3211_1
25815,4946750234,Non-Canonical,219,3211_1
25816,4946750234,Canonical,219,3211_1
25817,4946750234,Non-Canonical,219,3211_1
25818,4946750234,Non-Canonical,219,3211_1
25819,4946750234,Crying,219,3211_1
25820,7045239885,Non-Canonical,219,3211_1
25821,7045239885,Crying,219,3211_1
25822,7045239885,Non-Canonical,219,3211_1
25823,7045239885,Non-Canonical,219,3211_1
25824,7045239885,Non-Canonical,219,3211_1
25825,9073010214,Crying,219,3211_1
25826,9073010214,Junk,219,3211_1
25827,9073010214,Crying,219,3211_1
25828,9073010214,Crying,219,3211_1
25829,9073010214,Crying,219,3211_1
25830,5490528169,Crying,219,3211_1
25831,5490528169,Non-Canonical,219,3211_1
25832,5490528169,Junk,219,3211_1
25833,5490528169,Crying,219,3211_1
25834,5490528169,Non-Canonical,219,3211_1
25835,9329871028,Non-Canonical,219,3211_1
25836,9329871028,Non-Canonical,219,3211_1
25837,9329871028,Canonical,219,3211_1
25838,9329871028,Non-Canonical,219,3211_1
25839,9329871028,Non-Canonical,219,3211_1
25840,3276460636,Canonical,219,3211_1
25841,3276460636,Canonical,219,3211_1
25842,3276460636,Junk,219,3211_1
25843,3276460636,Laughing,219,3211_1
25844,3276460636,Non-Canonical,219,3211_1
25845,2118230084,Junk,219,3211_1
25846,2118230084,Junk,219,3211_1
25847,2118230084,Junk,219,3211_1
25848,2118230084,Junk,219,3211_1
25849,2118230084,Crying,219,3211_1
25850,3366862805,Crying,219,3211_1
25851,3366862805,Crying,219,3211_1
25852,3366862805,Laughing,219,3211_1
25853,3366862805,Crying,219,3211_1
25854,3366862805,Laughing,219,3211_1
25855,4498072003,Junk,219,3211_1
25856,4498072003,Crying,219,3211_1
25857,4498072003,Crying,219,3211_1
25858,4498072003,Crying,219,3211_1
25859,4498072003,Crying,219,3211_1
25860,3441335720,Crying,219,3211_1
25861,3441335720,Non-Canonical,219,3211_1
25862,3441335720,Crying,219,3211_1
25863,3441335720,Junk,219,3211_1
25864,3441335720,Non-Canonical,219,3211_1
25865,9401934945,Canonical,219,3211_1
25866,9401934945,Non-Canonical,219,3211_1
25867,9401934945,Non-Canonical,219,3211_1
25868,9401934945,Crying,219,3211_1
25869,9401934945,Non-Canonical,219,3211_1
25870,3329061575,Non-Canonical,219,3211_1
25871,3329061575,Non-Canonical,219,3211_1
25872,3329061575,Laughing,219,3211_1
25873,3329061575,Non-Canonical,219,3211_1
25874,3329061575,Non-Canonical,219,3211_1
25875,7876717182,Junk,219,3211_1
25876,7876717182,Junk,219,3211_1
25877,7876717182,Junk,219,3211_1
25878,7876717182,Junk,219,3211_1
25879,7876717182,Junk,219,3211_1
25880,9407774972,Crying,219,3211_1
25881,9407774972,Crying,219,3211_1
25882,9407774972,Non-Canonical,219,3211_1
25883,9407774972,Crying,219,3211_1
25884,9407774972,Crying,219,3211_1
25885,6143638083,Crying,219,3211_1
25886,6143638083,Crying,219,3211_1
25887,6143638083,Crying,219,3211_1
25888,6143638083,Crying,219,3211_1
25889,6143638083,Crying,219,3211_1
25890,4809282595,Non-Canonical,219,3211_1
25891,4809282595,Canonical,219,3211_1
25892,4809282595,Crying,219,3211_1
25893,4809282595,Non-Canonical,219,3211_1
25894,4809282595,Non-Canonical,219,3211_1
25895,9052038177,Crying,219,3211_1
25896,9052038177,Crying,219,3211_1
25897,9052038177,Crying,219,3211_1
25898,9052038177,Junk,219,3211_1
25899,9052038177,Crying,219,3211_1
25900,3108779733,Crying,219,3211_1
25901,3108779733,Crying,219,3211_1
25902,3108779733,Crying,219,3211_1
25903,3108779733,Crying,219,3211_1
25904,3108779733,Crying,219,3211_1
25905,5388034545,Laughing,219,3211_1
25906,5388034545,Non-Canonical,219,3211_1
25907,5388034545,Junk,219,3211_1
25908,5388034545,Non-Canonical,219,3211_1
25909,5388034545,Crying,219,3211_1
25910,3949657476,Crying,219,3211_1
25911,3949657476,Crying,219,3211_1
25912,3949657476,Crying,219,3211_1
25913,3949657476,Crying,219,3211_1
25914,3949657476,Crying,219,3211_1
25915,1945626953,Crying,219,3211_1
25916,1945626953,Crying,219,3211_1
25917,1945626953,Crying,219,3211_1
25918,1945626953,Crying,219,3211_1
