idx,AudioData,Answer,Age,ChildID
45790,2831483119,Non-Canonical,571,3291_1
45791,2831483119,Crying,571,3291_1
45792,2831483119,Non-Canonical,571,3291_1
45793,3311959401,Crying,571,3291_1
45794,3311959401,Crying,571,3291_1
45795,3311959401,Canonical,571,3291_1
45796,3311959401,Non-Canonical,571,3291_1
45797,3311959401,Crying,571,3291_1
45798,3652333296,Non-Canonical,571,3291_1
45799,3652333296,Non-Canonical,571,3291_1
45800,3652333296,Non-Canonical,571,3291_1
45801,3652333296,Non-Canonical,571,3291_1
45802,3652333296,Crying,571,3291_1
45803,8857574408,Canonical,571,3291_1
45804,8857574408,Canonical,571,3291_1
45805,8857574408,Canonical,571,3291_1
45806,8857574408,Crying,571,3291_1
45807,8857574408,Non-Canonical,571,3291_1
45808,4672397986,Canonical,571,3291_1
45809,4672397986,Crying,571,3291_1
45810,4672397986,Non-Canonical,571,3291_1
45811,4672397986,Non-Canonical,571,3291_1
45812,4672397986,Crying,571,3291_1
45813,2647626784,Junk,571,3291_1
45814,2647626784,Junk,571,3291_1
45815,2647626784,Junk,571,3291_1
45816,2647626784,Junk,571,3291_1
45817,2647626784,Junk,571,3291_1
45818,9394233289,Crying,571,3291_1
45819,9394233289,Canonical,571,3291_1
45820,9394233289,Canonical,571,3291_1
45821,9394233289,Junk,571,3291_1
45822,9394233289,Non-Canonical,571,3291_1
45823,5643909593,Canonical,571,3291_1
45824,5643909593,Canonical,571,3291_1
45825,5643909593,Canonical,571,3291_1
45826,5643909593,Canonical,571,3291_1
45827,5643909593,Canonical,571,3291_1
45828,828169524,Canonical,571,3291_1
45829,828169524,Non-Canonical,571,3291_1
45830,828169524,Canonical,571,3291_1
45831,828169524,Non-Canonical,571,3291_1
45832,828169524,Canonical,571,3291_1
45833,5260620290,Canonical,571,3291_1
45834,5260620290,Canonical,571,3291_1
45835,5260620290,Canonical,571,3291_1
45836,5260620290,Canonical,571,3291_1
45837,5260620290,Non-Canonical,571,3291_1
45838,5317151014,Canonical,571,3291_1
45839,5317151014,Non-Canonical,571,3291_1
45840,5317151014,Canonical,571,3291_1
45841,5317151014,Non-Canonical,571,3291_1
45842,5317151014,Non-Canonical,571,3291_1
45843,6031189117,Non-Canonical,571,3291_1
45844,6031189117,Canonical,571,3291_1
45845,6031189117,Canonical,571,3291_1
45846,6031189117,Canonical,571,3291_1
45847,6031189117,Laughing,571,3291_1
45848,7950345413,Canonical,571,3291_1
45849,7950345413,Canonical,571,3291_1
45850,7950345413,Canonical,571,3291_1
45851,7950345413,Canonical,571,3291_1
45852,7950345413,Canonical,571,3291_1
45853,3080888545,Canonical,571,3291_1
45854,3080888545,Non-Canonical,571,3291_1
45855,3080888545,Canonical,571,3291_1
45856,3080888545,Non-Canonical,571,3291_1
45857,3080888545,Non-Canonical,571,3291_1
45858,1193629096,Crying,571,3291_1
45859,1193629096,Canonical,571,3291_1
45860,1193629096,Junk,571,3291_1
45861,1193629096,Non-Canonical,571,3291_1
45862,1193629096,Non-Canonical,571,3291_1
45863,2317721982,Junk,571,3291_1
45864,2317721982,Junk,571,3291_1
45865,2317721982,Junk,571,3291_1
45866,2317721982,Canonical,571,3291_1
45867,2317721982,Junk,571,3291_1
45868,7282178783,Junk,571,3291_1
45869,7282178783,Junk,571,3291_1
45870,7282178783,Non-Canonical,571,3291_1
45871,7282178783,Non-Canonical,571,3291_1
45872,7282178783,Non-Canonical,571,3291_1
45873,3826818866,Junk,571,3291_1
45874,3826818866,Canonical,571,3291_1
45875,3826818866,Canonical,571,3291_1
45876,3826818866,Canonical,571,3291_1
45877,3826818866,Crying,571,3291_1
45878,3426487219,Canonical,571,3291_1
45879,3426487219,Canonical,571,3291_1
45880,3426487219,Canonical,571,3291_1
45881,3426487219,Canonical,571,3291_1
45882,3426487219,Canonical,571,3291_1
45883,9207631445,Non-Canonical,571,3291_1
45884,9207631445,Non-Canonical,571,3291_1
45885,9207631445,Canonical,571,3291_1
45886,9207631445,Non-Canonical,571,3291_1
45887,9207631445,Junk,571,3291_1
45888,6638109802,Non-Canonical,571,3291_1
45889,6638109802,Non-Canonical,571,3291_1
45890,6638109802,Non-Canonical,571,3291_1
45891,6638109802,Non-Canonical,571,3291_1
45892,6638109802,Non-Canonical,571,3291_1
45893,9606270007,Non-Canonical,571,3291_1
45894,9606270007,Canonical,571,3291_1
45895,9606270007,Crying,571,3291_1
45896,9606270007,Canonical,571,3291_1
45897,9606270007,Canonical,571,3291_1
45898,3142422340,Canonical,571,3291_1
45899,3142422340,Crying,571,3291_1
45900,3142422340,Non-Canonical,571,3291_1
45901,3142422340,Canonical,571,3291_1
45902,3142422340,Canonical,571,3291_1
45903,8905398696,Canonical,571,3291_1
45904,8905398696,Canonical,571,3291_1
45905,8905398696,Canonical,571,3291_1
45906,8905398696,Non-Canonical,571,3291_1
45907,8905398696,Canonical,571,3291_1
45908,6487193191,Non-Canonical,571,3291_1
45909,6487193191,Non-Canonical,571,3291_1
45910,6487193191,Non-Canonical,571,3291_1
45911,6487193191,Non-Canonical,571,3291_1
45912,6487193191,Crying,571,3291_1
45913,1396723880,Junk,571,3291_1
45914,1396723880,Junk,571,3291_1
45915,1396723880,Junk,571,3291_1
45916,1396723880,Non-Canonical,571,3291_1
45917,1396723880,Junk,571,3291_1
45918,1084632336,Junk,571,3291_1
45919,1084632336,Junk,571,3291_1
45920,1084632336,Non-Canonical,571,3291_1
45921,1084632336,Junk,571,3291_1
45922,1084632336,Junk,571,3291_1
45923,4752263219,Junk,571,3291_1
45924,4752263219,Non-Canonical,571,3291_1
45925,4752263219,Junk,571,3291_1
45926,4752263219,Canonical,571,3291_1
45927,4752263219,Junk,571,3291_1
45928,2081968498,Crying,571,3291_1
45929,2081968498,Crying,571,3291_1
45930,2081968498,Canonical,571,3291_1
45931,2081968498,Crying,571,3291_1
45932,2081968498,Non-Canonical,571,3291_1
45933,232906399,Non-Canonical,571,3291_1
45934,232906399,Crying,571,3291_1
45935,232906399,Non-Canonical,571,3291_1
45936,232906399,Non-Canonical,571,3291_1
45937,232906399,Crying,571,3291_1
45938,4279643652,Non-Canonical,571,3291_1
45939,4279643652,Junk,571,3291_1
45940,4279643652,Junk,571,3291_1
45941,4279643652,Junk,571,3291_1
45942,4279643652,Non-Canonical,571,3291_1
45943,8510322534,Junk,571,3291_1
45944,8510322534,Non-Canonical,571,3291_1
45945,8510322534,Crying,571,3291_1
45946,8510322534,Non-Canonical,571,3291_1
45947,8510322534,Non-Canonical,571,3291_1
45948,837129253,Junk,571,3291_1
45949,837129253,Non-Canonical,571,3291_1
45950,837129253,Non-Canonical,571,3291_1
45951,837129253,Non-Canonical,571,3291_1
45952,837129253,Non-Canonical,571,3291_1
45953,6938133633,Junk,571,3291_1
45954,6938133633,Junk,571,3291_1
45955,6938133633,Junk,571,3291_1
45956,6938133633,Junk,571,3291_1
45957,6938133633,Junk,571,3291_1
45958,3157177615,Non-Canonical,571,3291_1
45959,3157177615,Non-Canonical,571,3291_1
45960,3157177615,Canonical,571,3291_1
45961,3157177615,Non-Canonical,571,3291_1
45962,3157177615,Non-Canonical,571,3291_1
45963,5577553776,Junk,571,3291_1
45964,5577553776,Crying,571,3291_1
45965,5577553776,Non-Canonical,571,3291_1
45966,5577553776,Non-Canonical,571,3291_1
45967,5577553776,Non-Canonical,571,3291_1
45968,9920457525,Non-Canonical,571,3291_1
45969,9920457525,Junk,571,3291_1
45970,9920457525,Non-Canonical,571,3291_1
45971,9920457525,Junk,571,3291_1
45972,9920457525,Non-Canonical,571,3291_1
45973,4316713613,Junk,571,3291_1
45974,4316713613,Non-Canonical,571,3291_1
45975,4316713613,Non-Canonical,571,3291_1
45976,4316713613,Non-Canonical,571,3291_1
45977,4316713613,Non-Canonical,571,3291_1
45978,5877387313,Junk,571,3291_1
45979,5877387313,Junk,571,3291_1
45980,5877387313,Junk,571,3291_1
45981,5877387313,Junk,571,3291_1
45982,5877387313,Junk,571,3291_1
45983,7724015419,Laughing,571,3291_1
45984,7724015419,Junk,571,3291_1
45985,7724015419,Junk,571,3291_1
45986,7724015419,Laughing,571,3291_1
45987,7724015419,Non-Canonical,571,3291_1
45988,396901747,Non-Canonical,571,3291_1
45989,396901747,Non-Canonical,571,3291_1
45990,396901747,Non-Canonical,571,3291_1
45991,396901747,Non-Canonical,571,3291_1
45992,396901747,Non-Canonical,571,3291_1
45993,8484290579,Junk,571,3291_1
45994,8484290579,Junk,571,3291_1
45995,8484290579,Non-Canonical,571,3291_1
45996,8484290579,Junk,571,3291_1
45997,8484290579,Junk,571,3291_1
45998,8209519794,Canonical,571,3291_1
45999,8209519794,Non-Canonical,571,3291_1
46000,8209519794,Non-Canonical,571,3291_1
46001,8209519794,Canonical,571,3291_1
46002,8209519794,Non-Canonical,571,3291_1
46003,2775065521,Non-Canonical,571,3291_1
46004,2775065521,Canonical,571,3291_1
46005,2775065521,Canonical,571,3291_1
46006,2775065521,Canonical,571,3291_1
46007,2775065521,Non-Canonical,571,3291_1
46008,9395965986,Laughing,571,3291_1
46009,9395965986,Laughing,571,3291_1
46010,9395965986,Non-Canonical,571,3291_1
46011,9395965986,Laughing,571,3291_1
46012,9395965986,Laughing,571,3291_1
46013,8435969167,Canonical,571,3291_1
46014,8435969167,Non-Canonical,571,3291_1
46015,8435969167,Non-Canonical,571,3291_1
46016,8435969167,Non-Canonical,571,3291_1
46017,8435969167,Non-Canonical,571,3291_1
46018,7303366455,Junk,571,3291_1
46019,7303366455,Junk,571,3291_1
46020,7303366455,Non-Canonical,571,3291_1
46021,7303366455,Non-Canonical,571,3291_1
46022,7303366455,Junk,571,3291_1
46023,9823048756,Non-Canonical,571,3291_1
46024,9823048756,Canonical,571,3291_1
46025,9823048756,Canonical,571,3291_1
46026,9823048756,Non-Canonical,571,3291_1
46027,9823048756,Canonical,571,3291_1
46028,3928626312,Canonical,571,3291_1
46029,3928626312,Non-Canonical,571,3291_1
46030,3928626312,Junk,571,3291_1
46031,3928626312,Canonical,571,3291_1
46032,3928626312,Canonical,571,3291_1
46033,1319617252,Laughing,571,3291_1
46034,1319617252,Non-Canonical,571,3291_1
46035,1319617252,Non-Canonical,571,3291_1
46036,1319617252,Non-Canonical,571,3291_1
46037,1319617252,Non-Canonical,571,3291_1
46038,7824735419,Junk,571,3291_1
46039,7824735419,Non-Canonical,571,3291_1
46040,7824735419,Laughing,571,3291_1
46041,7824735419,Junk,571,3291_1
46042,7824735419,Junk,571,3291_1
46043,135047802,Non-Canonical,571,3291_1
46044,135047802,Non-Canonical,571,3291_1
46045,135047802,Canonical,571,3291_1
46046,135047802,Non-Canonical,571,3291_1
46047,135047802,Laughing,571,3291_1
46048,7708375295,Non-Canonical,571,3291_1
46049,7708375295,Non-Canonical,571,3291_1
46050,7708375295,Junk,571,3291_1
46051,7708375295,Non-Canonical,571,3291_1
46052,7708375295,Junk,571,3291_1
46053,5055900007,Non-Canonical,571,3291_1
46054,5055900007,Non-Canonical,571,3291_1
46055,5055900007,Non-Canonical,571,3291_1
46056,5055900007,Canonical,571,3291_1
46057,5055900007,Non-Canonical,571,3291_1
46058,422652702,Junk,571,3291_1
46059,422652702,Junk,571,3291_1
46060,422652702,Non-Canonical,571,3291_1
46061,422652702,Canonical,571,3291_1
46062,422652702,Non-Canonical,571,3291_1
46063,6221531319,Crying,571,3291_1
46064,6221531319,Non-Canonical,571,3291_1
46065,6221531319,Canonical,571,3291_1
46066,6221531319,Junk,571,3291_1
46067,6221531319,Non-Canonical,571,3291_1
46068,3742520016,Non-Canonical,571,3291_1
46069,3742520016,Crying,571,3291_1
46070,3742520016,Non-Canonical,571,3291_1
46071,3742520016,Crying,571,3291_1
46072,3742520016,Non-Canonical,571,3291_1
46073,9077953535,Non-Canonical,571,3291_1
46074,9077953535,Non-Canonical,571,3291_1
46075,9077953535,Junk,571,3291_1
46076,9077953535,Laughing,571,3291_1
46077,9077953535,Non-Canonical,571,3291_1
46078,6947068536,Junk,571,3291_1
46079,6947068536,Junk,571,3291_1
46080,6947068536,Junk,571,3291_1
46081,6947068536,Junk,571,3291_1
46082,6947068536,Junk,571,3291_1
46083,6586141147,Canonical,571,3291_1
46084,6586141147,Crying,571,3291_1
46085,6586141147,Laughing,571,3291_1
46086,6586141147,Non-Canonical,571,3291_1
46087,6586141147,Non-Canonical,571,3291_1
46088,3708135147,Crying,571,3291_1
46089,3708135147,Laughing,571,3291_1
46090,3708135147,Non-Canonical,571,3291_1
46091,3708135147,Non-Canonical,571,3291_1
46092,3708135147,Non-Canonical,571,3291_1
46093,6526062958,Non-Canonical,571,3291_1
46094,6526062958,Non-Canonical,571,3291_1
46095,6526062958,Canonical,571,3291_1
46096,6526062958,Non-Canonical,571,3291_1
46097,6526062958,Canonical,571,3291_1
46098,7371815416,Canonical,571,3291_1
46099,7371815416,Canonical,571,3291_1
46100,7371815416,Non-Canonical,571,3291_1
46101,7371815416,Canonical,571,3291_1
46102,7371815416,Canonical,571,3291_1
46103,9352242037,Junk,571,3291_1
46104,9352242037,Junk,571,3291_1
46105,9352242037,Junk,571,3291_1
46106,9352242037,Junk,571,3291_1
46107,9352242037,Junk,571,3291_1
46108,5364679568,Canonical,571,3291_1
46109,5364679568,Canonical,571,3291_1
46110,5364679568,Canonical,571,3291_1
46111,5364679568,Canonical,571,3291_1
46112,5364679568,Non-Canonical,571,3291_1
46113,6582143763,Non-Canonical,571,3291_1
46114,6582143763,Canonical,571,3291_1
46115,6582143763,Canonical,571,3291_1
46116,6582143763,Canonical,571,3291_1
46117,6582143763,Non-Canonical,571,3291_1
46118,7902241561,Non-Canonical,571,3291_1
46119,7902241561,Non-Canonical,571,3291_1
46120,7902241561,Non-Canonical,571,3291_1
46121,7902241561,Junk,571,3291_1
46122,7902241561,Non-Canonical,571,3291_1
46123,8926786390,Canonical,571,3291_1
46124,8926786390,Non-Canonical,571,3291_1
46125,8926786390,Junk,571,3291_1
46126,8926786390,Canonical,571,3291_1
46127,8926786390,Laughing,571,3291_1
46128,8989586674,Canonical,571,3291_1
46129,8989586674,Non-Canonical,571,3291_1
46130,8989586674,Laughing,571,3291_1
46131,8989586674,Laughing,571,3291_1
46132,8989586674,Junk,571,3291_1
46133,2089508134,Non-Canonical,571,3291_1
46134,2089508134,Non-Canonical,571,3291_1
46135,2089508134,Non-Canonical,571,3291_1
46136,2089508134,Non-Canonical,571,3291_1
46137,2089508134,Non-Canonical,571,3291_1
46138,9406374325,Canonical,571,3291_1
46139,9406374325,Laughing,571,3291_1
46140,9406374325,Junk,571,3291_1
46141,9406374325,Non-Canonical,571,3291_1
46142,9406374325,Non-Canonical,571,3291_1
46143,6875461766,Non-Canonical,571,3291_1
46144,6875461766,Non-Canonical,571,3291_1
46145,6875461766,Non-Canonical,571,3291_1
46146,6875461766,Non-Canonical,571,3291_1
46147,6875461766,Non-Canonical,571,3291_1
46148,5481983405,Junk,571,3291_1
46149,5481983405,Junk,571,3291_1
46150,5481983405,Junk,571,3291_1
46151,5481983405,Junk,571,3291_1
46152,5481983405,Junk,571,3291_1
46153,1070407651,Junk,571,3291_1
46154,1070407651,Junk,571,3291_1
46155,1070407651,Junk,571,3291_1
46156,1070407651,Junk,571,3291_1
46157,1070407651,Canonical,571,3291_1
46158,1537881362,Non-Canonical,571,3291_1
46159,1537881362,Non-Canonical,571,3291_1
46160,1537881362,Junk,571,3291_1
46161,1537881362,Laughing,571,3291_1
46162,1537881362,Junk,571,3291_1
46163,8537848279,Canonical,571,3291_1
46164,8537848279,Non-Canonical,571,3291_1
46165,8537848279,Non-Canonical,571,3291_1
46166,8537848279,Laughing,571,3291_1
46167,8537848279,Canonical,571,3291_1
46168,9826954049,Non-Canonical,571,3291_1
46169,9826954049,Junk,571,3291_1
46170,9826954049,Crying,571,3291_1
46171,9826954049,Canonical,571,3291_1
46172,9826954049,Crying,571,3291_1
46173,2446252356,Canonical,571,3291_1
46174,2446252356,Non-Canonical,571,3291_1
46175,2446252356,Crying,571,3291_1
46176,2446252356,Non-Canonical,571,3291_1
46177,2446252356,Non-Canonical,571,3291_1
46178,428700423,Crying,571,3291_1
46179,428700423,Junk,571,3291_1
46180,428700423,Non-Canonical,571,3291_1
46181,428700423,Canonical,571,3291_1
46182,428700423,Canonical,571,3291_1
46183,1686164867,Crying,571,3291_1
46184,1686164867,Non-Canonical,571,3291_1
46185,1686164867,Junk,571,3291_1
46186,1686164867,Non-Canonical,571,3291_1
46187,1686164867,Non-Canonical,571,3291_1
46188,4876665599,Non-Canonical,571,3291_1
46189,4876665599,Non-Canonical,571,3291_1
46190,4876665599,Canonical,571,3291_1
46191,4876665599,Non-Canonical,571,3291_1
46192,4876665599,Junk,571,3291_1
46193,7155747157,Non-Canonical,571,3291_1
46194,7155747157,Non-Canonical,571,3291_1
46195,7155747157,Crying,571,3291_1
46196,7155747157,Junk,571,3291_1
46197,7155747157,Junk,571,3291_1
46198,6251613103,Non-Canonical,571,3291_1
46199,6251613103,Non-Canonical,571,3291_1
46200,6251613103,Junk,571,3291_1
46201,6251613103,Junk,571,3291_1
46202,6251613103,Junk,571,3291_1
46203,5485689694,Non-Canonical,571,3291_1
46204,5485689694,Non-Canonical,571,3291_1
46205,5485689694,Non-Canonical,571,3291_1
46206,5485689694,Non-Canonical,571,3291_1
46207,5485689694,Laughing,571,3291_1
46208,8769245491,Non-Canonical,571,3291_1
46209,8769245491,Junk,571,3291_1
46210,8769245491,Junk,571,3291_1
46211,8769245491,Junk,571,3291_1
46212,8769245491,Junk,571,3291_1
46213,9827696705,Crying,571,3291_1
46214,9827696705,Non-Canonical,571,3291_1
46215,9827696705,Crying,571,3291_1
46216,9827696705,Non-Canonical,571,3291_1
46217,9827696705,Non-Canonical,571,3291_1
46218,8416750171,Junk,571,3291_1
46219,8416750171,Junk,571,3291_1
46220,8416750171,Junk,571,3291_1
46221,8416750171,Junk,571,3291_1
46222,8416750171,Junk,571,3291_1
46223,5128799512,Laughing,571,3291_1
46224,5128799512,Junk,571,3291_1
46225,5128799512,Crying,571,3291_1
46226,5128799512,Junk,571,3291_1
46227,5128799512,Non-Canonical,571,3291_1
46228,9856250648,Canonical,571,3291_1
46229,9856250648,Non-Canonical,571,3291_1
46230,9856250648,Non-Canonical,571,3291_1
46231,9856250648,Non-Canonical,571,3291_1
46232,9856250648,Non-Canonical,571,3291_1
46233,1211554760,Laughing,571,3291_1
46234,1211554760,Non-Canonical,571,3291_1
46235,1211554760,Non-Canonical,571,3291_1
46236,1211554760,Non-Canonical,571,3291_1
46237,1211554760,Crying,571,3291_1
46238,7348000016,Laughing,571,3291_1
46239,7348000016,Laughing,571,3291_1
46240,7348000016,Laughing,571,3291_1
46241,7348000016,Laughing,571,3291_1
46242,7348000016,Laughing,571,3291_1
46243,6911673743,Laughing,571,3291_1
46244,6911673743,Non-Canonical,571,3291_1
46245,6911673743,Crying,571,3291_1
46246,6911673743,Laughing,571,3291_1
46247,6911673743,Junk,571,3291_1
46248,5540850982,Non-Canonical,571,3291_1
46249,5540850982,Junk,571,3291_1
46250,5540850982,Junk,571,3291_1
46251,5540850982,Junk,571,3291_1
46252,5540850982,Junk,571,3291_1
46253,5806820503,Non-Canonical,571,3291_1
46254,5806820503,Non-Canonical,571,3291_1
46255,5806820503,Junk,571,3291_1
46256,5806820503,Non-Canonical,571,3291_1
46257,5806820503,Non-Canonical,571,3291_1
46258,7511295207,Non-Canonical,571,3291_1
46259,7511295207,Non-Canonical,571,3291_1
46260,7511295207,Canonical,571,3291_1
46261,7511295207,Non-Canonical,571,3291_1
46262,7511295207,Non-Canonical,571,3291_1
46263,8057531109,Non-Canonical,571,3291_1
46264,8057531109,Non-Canonical,571,3291_1
46265,8057531109,Crying,571,3291_1
46266,8057531109,Junk,571,3291_1
46267,8057531109,Junk,571,3291_1
46268,659305588,Canonical,571,3291_1
46269,659305588,Non-Canonical,571,3291_1
46270,659305588,Non-Canonical,571,3291_1
46271,659305588,Non-Canonical,571,3291_1
46272,659305588,Canonical,571,3291_1
46273,2333710681,Non-Canonical,571,3291_1
46274,2333710681,Non-Canonical,571,3291_1
46275,2333710681,Non-Canonical,571,3291_1
46276,2333710681,Laughing,571,3291_1
46277,2333710681,Non-Canonical,571,3291_1
46278,5002584214,Canonical,571,3291_1
46279,5002584214,Canonical,571,3291_1
46280,5002584214,Canonical,571,3291_1
46281,5002584214,Non-Canonical,571,3291_1
46282,5002584214,Canonical,571,3291_1
46283,5710185480,Junk,571,3291_1
46284,5710185480,Junk,571,3291_1
46285,5710185480,Junk,571,3291_1
46286,5710185480,Junk,571,3291_1
46287,5710185480,Junk,571,3291_1
46288,6281219353,Non-Canonical,571,3291_1
46289,6281219353,Canonical,571,3291_1
46290,6281219353,Non-Canonical,571,3291_1
46291,6281219353,Canonical,571,3291_1
46292,6281219353,Non-Canonical,571,3291_1
46293,1586859254,Canonical,571,3291_1
46294,1586859254,Non-Canonical,571,3291_1
46295,1586859254,Non-Canonical,571,3291_1
46296,1586859254,Non-Canonical,571,3291_1
46297,1586859254,Non-Canonical,571,3291_1
46298,9429024925,Non-Canonical,571,3291_1
46299,9429024925,Canonical,571,3291_1
46300,9429024925,Crying,571,3291_1
46301,9429024925,Canonical,571,3291_1
46302,9429024925,Non-Canonical,571,3291_1
46303,8345920087,Junk,571,3291_1
46304,8345920087,Non-Canonical,571,3291_1
46305,8345920087,Junk,571,3291_1
46306,8345920087,Junk,571,3291_1
46307,8345920087,Non-Canonical,571,3291_1
46308,8128325408,Non-Canonical,571,3291_1
46309,8128325408,Non-Canonical,571,3291_1
46310,8128325408,Canonical,571,3291_1
46311,8128325408,Non-Canonical,571,3291_1
46312,8128325408,Junk,571,3291_1
46313,1144013481,Canonical,571,3291_1
46314,1144013481,Non-Canonical,571,3291_1
46315,1144013481,Non-Canonical,571,3291_1
46316,1144013481,Crying,571,3291_1
46317,1144013481,Non-Canonical,571,3291_1
46318,6464149524,Laughing,571,3291_1
46319,6464149524,Junk,571,3291_1
46320,6464149524,Junk,571,3291_1
46321,6464149524,Canonical,571,3291_1
46322,6464149524,Junk,571,3291_1
46323,2242943108,Canonical,571,3291_1
46324,2242943108,Canonical,571,3291_1
46325,2242943108,Laughing,571,3291_1
46326,2242943108,Non-Canonical,571,3291_1
46327,2242943108,Canonical,571,3291_1
46328,8501470969,Non-Canonical,571,3291_1
46329,8501470969,Canonical,571,3291_1
46330,8501470969,Non-Canonical,571,3291_1
46331,8501470969,Canonical,571,3291_1
46332,8501470969,Canonical,571,3291_1
46333,4164621739,Junk,571,3291_1
46334,4164621739,Junk,571,3291_1
46335,4164621739,Junk,571,3291_1
46336,4164621739,Junk,571,3291_1
46337,4164621739,Junk,571,3291_1
46338,1060177431,Junk,571,3291_1
46339,1060177431,Junk,571,3291_1
46340,1060177431,Non-Canonical,571,3291_1
46341,1060177431,Junk,571,3291_1
46342,1060177431,Junk,571,3291_1
46343,6844923696,Non-Canonical,571,3291_1
46344,6844923696,Crying,571,3291_1
46345,6844923696,Canonical,571,3291_1
46346,6844923696,Non-Canonical,571,3291_1
46347,6844923696,Non-Canonical,571,3291_1
46348,7478311878,Junk,571,3291_1
46349,7478311878,Junk,571,3291_1
46350,7478311878,Junk,571,3291_1
46351,7478311878,Junk,571,3291_1
46352,7478311878,Junk,571,3291_1
46353,7968120333,Non-Canonical,571,3291_1
46354,7968120333,Non-Canonical,571,3291_1
46355,7968120333,Non-Canonical,571,3291_1
46356,7968120333,Non-Canonical,571,3291_1
46357,7968120333,Crying,571,3291_1
46358,7698314375,Junk,571,3291_1
46359,7698314375,Non-Canonical,571,3291_1
46360,7698314375,Non-Canonical,571,3291_1
46361,7698314375,Canonical,571,3291_1
46362,7698314375,Non-Canonical,571,3291_1
46363,75990794,Junk,571,3291_1
46364,75990794,Non-Canonical,571,3291_1
46365,75990794,Crying,571,3291_1
46366,75990794,Crying,571,3291_1
46367,75990794,Non-Canonical,571,3291_1
46368,8690590573,Crying,571,3291_1
46369,8690590573,Junk,571,3291_1
46370,8690590573,Non-Canonical,571,3291_1
46371,8690590573,Crying,571,3291_1
46372,8690590573,Crying,571,3291_1
46373,8690590573,Junk,571,3291_1
46374,5388884677,Non-Canonical,571,3291_1
46375,5388884677,Non-Canonical,571,3291_1
46376,5388884677,Non-Canonical,571,3291_1
46377,5388884677,Crying,571,3291_1
46378,5388884677,Crying,571,3291_1
46379,8961740423,Non-Canonical,571,3291_1
46380,8961740423,Non-Canonical,571,3291_1
46381,8961740423,Crying,571,3291_1
46382,8961740423,Junk,571,3291_1
46383,8961740423,Non-Canonical,571,3291_1
46384,6037209020,Junk,571,3291_1
46385,6037209020,Junk,571,3291_1
46386,6037209020,Junk,571,3291_1
46387,6037209020,Non-Canonical,571,3291_1
46388,6037209020,Laughing,571,3291_1
46389,9823337572,Laughing,571,3291_1
46390,9823337572,Laughing,571,3291_1
46391,9823337572,Laughing,571,3291_1
46392,9823337572,Non-Canonical,571,3291_1
46393,9823337572,Laughing,571,3291_1
46394,9667683928,Crying,571,3291_1
46395,9667683928,Crying,571,3291_1
46396,9667683928,Non-Canonical,571,3291_1
46397,9667683928,Crying,571,3291_1
46398,9667683928,Non-Canonical,571,3291_1
46399,3046299455,Laughing,571,3291_1
46400,3046299455,Junk,571,3291_1
46401,3046299455,Junk,571,3291_1
46402,3046299455,Junk,571,3291_1
46403,3046299455,Junk,571,3291_1
46404,7024412459,Non-Canonical,571,3291_1
46405,7024412459,Canonical,571,3291_1
46406,7024412459,Non-Canonical,571,3291_1
46407,7024412459,Crying,571,3291_1
46408,7024412459,Non-Canonical,571,3291_1
46409,4805091244,Non-Canonical,571,3291_1
46410,4805091244,Non-Canonical,571,3291_1
46411,4805091244,Non-Canonical,571,3291_1
46412,4805091244,Crying,571,3291_1
46413,4805091244,Non-Canonical,571,3291_1
46414,871963889,Non-Canonical,571,3291_1
46415,871963889,Non-Canonical,571,3291_1
46416,871963889,Laughing,571,3291_1
46417,871963889,Non-Canonical,571,3291_1
46418,871963889,Non-Canonical,571,3291_1
46419,60558629,Junk,571,3291_1
46420,60558629,Crying,571,3291_1
46421,60558629,Junk,571,3291_1
46422,60558629,Non-Canonical,571,3291_1
46423,60558629,Non-Canonical,571,3291_1
46424,7966165859,Non-Canonical,571,3291_1
46425,7966165859,Non-Canonical,571,3291_1
46426,7966165859,Non-Canonical,571,3291_1
46427,7966165859,Non-Canonical,571,3291_1
46428,7966165859,Canonical,571,3291_1
46429,8363080841,Junk,571,3291_1
46430,8363080841,Junk,571,3291_1
46431,8363080841,Crying,571,3291_1
46432,8363080841,Junk,571,3291_1
46433,8363080841,Non-Canonical,571,3291_1
46434,7772307565,Junk,571,3291_1
46435,7772307565,Canonical,571,3291_1
46436,7772307565,Laughing,571,3291_1
46437,7772307565,Non-Canonical,571,3291_1
46438,7772307565,Non-Canonical,571,3291_1
46439,5430492396,Junk,571,3291_1
46440,5430492396,Junk,571,3291_1
46441,5430492396,Junk,571,3291_1
46442,5430492396,Junk,571,3291_1
46443,5430492396,Non-Canonical,571,3291_1
46444,9601041880,Canonical,571,3291_1
46445,9601041880,Non-Canonical,571,3291_1
46446,9601041880,Non-Canonical,571,3291_1
46447,9601041880,Canonical,571,3291_1
46448,9601041880,Junk,571,3291_1
46449,186172225,Junk,571,3291_1
46450,186172225,Laughing,571,3291_1
46451,186172225,Non-Canonical,571,3291_1
46452,186172225,Non-Canonical,571,3291_1
46453,186172225,Junk,571,3291_1
46454,5027600809,Non-Canonical,571,3291_1
46455,5027600809,Non-Canonical,571,3291_1
46456,5027600809,Junk,571,3291_1
46457,5027600809,Canonical,571,3291_1
46458,5027600809,Non-Canonical,571,3291_1
46459,5378029970,Junk,571,3291_1
46460,5378029970,Junk,571,3291_1
46461,5378029970,Junk,571,3291_1
