"startTime","itsId","endTime","LENA_type","segmentId_DB","ChildID","Age_months_actual","filename","Endtime","Major_Choice","Num_Agreement"
18971.21,"20180419_111712_022875",18971.82,"Can/non-can","16189.DB2","3211_1",7.13,"20180419_111712_022875",18971.82,"Canonical syllables",2
18973.76,"20180419_111712_022875",18974.81,"Can/non-can","15795.DB2","3211_1",7.13,"20180419_111712_022875",18974.81,"Canonical syllables",3
18986.52,"20180419_111712_022875",18987.12,"Can/non-can","16258.DB2","3211_1",7.13,"20180419_111712_022875",18987.12,"Non-canonical syllables",2
18987.95,"20180419_111712_022875",18988.55,"Can/non-can","16444.DB2","3211_1",7.13,"20180419_111712_022875",18988.55,"Non-canonical syllables",2
18995.18,"20180419_111712_022875",18996.06,"Can/non-can","16383.DB2","3211_1",7.13,"20180419_111712_022875",18996.06,"Non-canonical syllables",2
18998.88,"20180419_111712_022875",19000.05,"Crying","16568.DB2","3211_1",7.13,"20180419_111712_022875",19000.05,"Canonical syllables",3
19000.05,"20180419_111712_022875",19000.65,"Can/non-can","17313.DB2","3211_1",7.13,"20180419_111712_022875",19000.65,"Canonical syllables",3
19003.38,"20180419_111712_022875",19007.19,"Can/non-can","16096.DB2","3211_1",7.13,"20180419_111712_022875",19007.19,"Canonical syllables",3
19008.84,"20180419_111712_022875",19012.15,"Crying","14843.DB2","3211_1",7.13,"20180419_111712_022875",19012.15,"Canonical syllables",3
19013.87,"20180419_111712_022875",19015.99,"Crying","16996.DB2","3211_1",7.13,"20180419_111712_022875",19015.99,"Crying",3
19017.52,"20180419_111712_022875",19019.7,"Crying","15383.DB2","3211_1",7.13,"20180419_111712_022875",19019.7,"Non-canonical syllables",3
19020.5,"20180419_111712_022875",19021.1,"Crying","16498.DB2","3211_1",7.13,"20180419_111712_022875",19021.1,"None",0
19021.9,"20180419_111712_022875",19022.99,"Can/non-can","14840.DB2","3211_1",7.13,"20180419_111712_022875",19022.99,"Non-canonical syllables",2
19023.79,"20180419_111712_022875",19024.73,"Can/non-can","16361.DB2","3211_1",7.13,"20180419_111712_022875",19024.73,"Non-canonical syllables",2
19025.75,"20180419_111712_022875",19026.35,"Can/non-can","15526.DB2","3211_1",7.13,"20180419_111712_022875",19026.35,"Non-canonical syllables",3
19027.15,"20180419_111712_022875",19027.75,"Can/non-can","15076.DB2","3211_1",7.13,"20180419_111712_022875",19027.75,"Non-canonical syllables",3
19029.84,"20180419_111712_022875",19031.2,"Can/non-can","17234.DB2","3211_1",7.13,"20180419_111712_022875",19031.2,"Non-canonical syllables",3
19035.17,"20180419_111712_022875",19036.04,"Junk","16169.DB2","3211_1",7.13,"20180419_111712_022875",19036.04,"Non-canonical syllables",3
19038.8,"20180419_111712_022875",19039.59,"Can/non-can","16584.DB2","3211_1",7.13,"20180419_111712_022875",19039.59,"Non-canonical syllables",2
19041.18,"20180419_111712_022875",19042.14,"Can/non-can","14795.DB2","3211_1",7.13,"20180419_111712_022875",19042.14,"Non-canonical syllables",3
19048.96,"20180419_111712_022875",19049.61,"Can/non-can","16038.DB2","3211_1",7.13,"20180419_111712_022875",19049.61,"Non-canonical syllables",3
19050.97,"20180419_111712_022875",19051.8,"Can/non-can","16485.DB2","3211_1",7.13,"20180419_111712_022875",19051.8,"Non-canonical syllables",3
19054.79,"20180419_111712_022875",19055.39,"Can/non-can","16612.DB2","3211_1",7.13,"20180419_111712_022875",19055.39,"Non-canonical syllables",2
19062.04,"20180419_111712_022875",19062.85,"Can/non-can","15063.DB2","3211_1",7.13,"20180419_111712_022875",19062.85,"Canonical syllables",3
19064.39,"20180419_111712_022875",19064.99,"Can/non-can","16538.DB2","3211_1",7.13,"20180419_111712_022875",19064.99,"None",0
19069.38,"20180419_111712_022875",19069.98,"Can/non-can","14899.DB2","3211_1",7.13,"20180419_111712_022875",19069.98,"Non-canonical syllables",2
19070.78,"20180419_111712_022875",19071.38,"Crying","16159.DB2","3211_1",7.13,"20180419_111712_022875",19071.38,"Non-canonical syllables",3
19073.02,"20180419_111712_022875",19073.62,"Crying","15343.DB2","3211_1",7.13,"20180419_111712_022875",19073.62,"Crying",2
19075.5,"20180419_111712_022875",19079.03,"Crying","17388.DB2","3211_1",7.13,"20180419_111712_022875",19079.03,"Non-canonical syllables",3
19080.63,"20180419_111712_022875",19081.49,"Can/non-can","16738.DB2","3211_1",7.13,"20180419_111712_022875",19081.49,"Non-canonical syllables",2
19094.09,"20180419_111712_022875",19094.69,"Can/non-can","16964.DB2","3211_1",7.13,"20180419_111712_022875",19094.69,"Don't mark",2
19101.94,"20180419_111712_022875",19102.65,"Can/non-can","15039.DB2","3211_1",7.13,"20180419_111712_022875",19102.65,"Non-canonical syllables",2
19104.39,"20180419_111712_022875",19104.99,"Can/non-can","15957.DB2","3211_1",7.13,"20180419_111712_022875",19104.99,"Don't mark",3
19113.7,"20180419_111712_022875",19114.5,"Can/non-can","15820.DB2","3211_1",7.13,"20180419_111712_022875",19114.5,"Don't mark",3
19127.47,"20180419_111712_022875",19128.15,"Can/non-can","16123.DB2","3211_1",7.13,"20180419_111712_022875",19128.15,"Don't mark",3
19129.9,"20180419_111712_022875",19130.51,"Can/non-can","17236.DB2","3211_1",7.13,"20180419_111712_022875",19130.51,"Don't mark",2
19134.76,"20180419_111712_022875",19135.56,"Crying","14913.DB2","3211_1",7.13,"20180419_111712_022875",19135.56,"Don't mark",2
19752.44,"20180419_111712_022875",19753.06,"Crying","15770.DB2","3211_1",7.13,"20180419_111712_022875",19753.06,"Canonical syllables",3
19755.36,"20180419_111712_022875",19756.18,"Can/non-can","16082.DB2","3211_1",7.13,"20180419_111712_022875",19756.18,"Canonical syllables",3
19764.55,"20180419_111712_022875",19765.2,"Can/non-can","16811.DB2","3211_1",7.13,"20180419_111712_022875",19765.2,"Canonical syllables",2
19767.94,"20180419_111712_022875",19768.55,"Laughing","16175.DB2","3211_1",7.13,"20180419_111712_022875",19768.55,"Don't mark",2
19772.7,"20180419_111712_022875",19773.51,"Can/non-can","14955.DB2","3211_1",7.13,"20180419_111712_022875",19773.51,"Non-canonical syllables",3
19774.52,"20180419_111712_022875",19776.66,"Can/non-can","15041.DB2","3211_1",7.13,"20180419_111712_022875",19776.66,"Canonical syllables",3
19777.94,"20180419_111712_022875",19778.54,"Can/non-can","14857.DB2","3211_1",7.13,"20180419_111712_022875",19778.54,"Canonical syllables",2
19800.73,"20180419_111712_022875",19801.33,"Crying","15637.DB2","3211_1",7.13,"20180419_111712_022875",19801.33,"Canonical syllables",3
19809.18,"20180419_111712_022875",19809.79,"Can/non-can","15719.DB2","3211_1",7.13,"20180419_111712_022875",19809.79,"Canonical syllables",3
19810.59,"20180419_111712_022875",19811.19,"Can/non-can","16211.DB2","3211_1",7.13,"20180419_111712_022875",19811.19,"Canonical syllables",3
19814.53,"20180419_111712_022875",19815.19,"Can/non-can","16473.DB2","3211_1",7.13,"20180419_111712_022875",19815.19,"Canonical syllables",2
19829.58,"20180419_111712_022875",19830.38,"Can/non-can","16310.DB2","3211_1",7.13,"20180419_111712_022875",19830.38,"Canonical syllables",3
19831.96,"20180419_111712_022875",19832.57,"Can/non-can","16735.DB2","3211_1",7.13,"20180419_111712_022875",19832.57,"Canonical syllables",3
19837.91,"20180419_111712_022875",19838.62,"Can/non-can","15946.DB2","3211_1",7.13,"20180419_111712_022875",19838.62,"Non-canonical syllables",3
19845.89,"20180419_111712_022875",19847.37,"Can/non-can","16788.DB2","3211_1",7.13,"20180419_111712_022875",19847.37,"Canonical syllables",2
19849.84,"20180419_111712_022875",19850.44,"Can/non-can","16998.DB2","3211_1",7.13,"20180419_111712_022875",19850.44,"Non-canonical syllables",3
19851.45,"20180419_111712_022875",19852.58,"Can/non-can","16833.DB2","3211_1",7.13,"20180419_111712_022875",19852.58,"Non-canonical syllables",2
19853.46,"20180419_111712_022875",19854.46,"Can/non-can","15589.DB2","3211_1",7.13,"20180419_111712_022875",19854.46,"Canonical syllables",3
19855.62,"20180419_111712_022875",19856.74,"Can/non-can","15985.DB2","3211_1",7.13,"20180419_111712_022875",19856.74,"Canonical syllables",3
19857.66,"20180419_111712_022875",19858.44,"Crying","15664.DB2","3211_1",7.13,"20180419_111712_022875",19858.44,"Canonical syllables",3
19860.83,"20180419_111712_022875",19861.84,"Crying","16548.DB2","3211_1",7.13,"20180419_111712_022875",19861.84,"None",0
19873.53,"20180419_111712_022875",19874.14,"Can/non-can","16066.DB2","3211_1",7.13,"20180419_111712_022875",19874.14,"Canonical syllables",3
19881.8,"20180419_111712_022875",19882.4,"Can/non-can","15877.DB2","3211_1",7.13,"20180419_111712_022875",19882.4,"Non-canonical syllables",3
19884.02,"20180419_111712_022875",19884.76,"Can/non-can","15492.DB2","3211_1",7.13,"20180419_111712_022875",19884.76,"Canonical syllables",3
19888.74,"20180419_111712_022875",19889.55,"Can/non-can","14959.DB2","3211_1",7.13,"20180419_111712_022875",19889.55,"Canonical syllables",3
19918.57,"20180419_111712_022875",19919.26,"Crying","16582.DB2","3211_1",7.13,"20180419_111712_022875",19919.26,"Non-canonical syllables",3
19919.26,"20180419_111712_022875",19920.26,"Can/non-can","16885.DB2","3211_1",7.13,"20180419_111712_022875",19920.26,"Non-canonical syllables",3
19921.98,"20180419_111712_022875",19922.77,"Can/non-can","16843.DB2","3211_1",7.13,"20180419_111712_022875",19922.77,"Non-canonical syllables",3
19923.89,"20180419_111712_022875",19924.49,"Can/non-can","16594.DB2","3211_1",7.13,"20180419_111712_022875",19924.49,"Canonical syllables",3
19928.73,"20180419_111712_022875",19929.92,"Crying","17145.DB2","3211_1",7.13,"20180419_111712_022875",19929.92,"Canonical syllables",2
20014.52,"20180419_111712_022875",20015.51,"Can/non-can","15793.DB2","3211_1",7.13,"20180419_111712_022875",20015.51,"Canonical syllables",3
20016.35,"20180419_111712_022875",20017,"Can/non-can","15086.DB2","3211_1",7.13,"20180419_111712_022875",20017,"Canonical syllables",3
20019,"20180419_111712_022875",20019.68,"Can/non-can","17396.DB2","3211_1",7.13,"20180419_111712_022875",20019.68,"Canonical syllables",2
20105.29,"20180419_111712_022875",20106.68,"Can/non-can","16742.DB2","3211_1",7.13,"20180419_111712_022875",20106.68,"Canonical syllables",3
20107.54,"20180419_111712_022875",20108.17,"Can/non-can","16316.DB2","3211_1",7.13,"20180419_111712_022875",20108.17,"Canonical syllables",3
20109.43,"20180419_111712_022875",20110.4,"Can/non-can","15692.DB2","3211_1",7.13,"20180419_111712_022875",20110.4,"Canonical syllables",3
20115,"20180419_111712_022875",20115.6,"Can/non-can","15690.DB2","3211_1",7.13,"20180419_111712_022875",20115.6,"Non-canonical syllables",3
20123.03,"20180419_111712_022875",20123.65,"Can/non-can","17331.DB2","3211_1",7.13,"20180419_111712_022875",20123.65,"Canonical syllables",3
20162.23,"20180419_111712_022875",20163.08,"Can/non-can","15159.DB2","3211_1",7.13,"20180419_111712_022875",20163.08,"Canonical syllables",3
20175.64,"20180419_111712_022875",20176.24,"Can/non-can","14837.DB2","3211_1",7.13,"20180419_111712_022875",20176.24,"Non-canonical syllables",3
20179.44,"20180419_111712_022875",20180.16,"Crying","15150.DB2","3211_1",7.13,"20180419_111712_022875",20180.16,"Canonical syllables",3
20197.06,"20180419_111712_022875",20197.66,"Can/non-can","16443.DB2","3211_1",7.13,"20180419_111712_022875",20197.66,"Canonical syllables",2
20202.94,"20180419_111712_022875",20204.47,"Crying","16016.DB2","3211_1",7.13,"20180419_111712_022875",20204.47,"Non-canonical syllables",3
20205.47,"20180419_111712_022875",20206.07,"Crying","15986.DB2","3211_1",7.13,"20180419_111712_022875",20206.07,"Non-canonical syllables",3
20206.92,"20180419_111712_022875",20207.52,"Can/non-can","15910.DB2","3211_1",7.13,"20180419_111712_022875",20207.52,"Canonical syllables",2
20210.72,"20180419_111712_022875",20212.73,"Crying","15728.DB2","3211_1",7.13,"20180419_111712_022875",20212.73,"Non-canonical syllables",3
20213.53,"20180419_111712_022875",20214.5,"Can/non-can","14965.DB2","3211_1",7.13,"20180419_111712_022875",20214.5,"Canonical syllables",2
20216.54,"20180419_111712_022875",20217.81,"Can/non-can","17377.DB2","3211_1",7.13,"20180419_111712_022875",20217.81,"Canonical syllables",2
20222.51,"20180419_111712_022875",20224.49,"Can/non-can","16617.DB2","3211_1",7.13,"20180419_111712_022875",20224.49,"Non-canonical syllables",2
20231.64,"20180419_111712_022875",20232.54,"Crying","15385.DB2","3211_1",7.13,"20180419_111712_022875",20232.54,"Non-canonical syllables",3
20233.67,"20180419_111712_022875",20235.36,"Can/non-can","15191.DB2","3211_1",7.13,"20180419_111712_022875",20235.36,"Non-canonical syllables",3
20242.58,"20180419_111712_022875",20243.39,"Can/non-can","16534.DB2","3211_1",7.13,"20180419_111712_022875",20243.39,"Canonical syllables",2
20244.88,"20180419_111712_022875",20245.48,"Crying","15740.DB2","3211_1",7.13,"20180419_111712_022875",20245.48,"Non-canonical syllables",2
20246.89,"20180419_111712_022875",20247.49,"Crying","16629.DB2","3211_1",7.13,"20180419_111712_022875",20247.49,"None",0
20250.56,"20180419_111712_022875",20251.49,"Can/non-can","15736.DB2","3211_1",7.13,"20180419_111712_022875",20251.49,"Non-canonical syllables",3
20255.17,"20180419_111712_022875",20255.97,"Crying","14710.DB2","3211_1",7.13,"20180419_111712_022875",20255.97,"Non-canonical syllables",2
20258.39,"20180419_111712_022875",20259.47,"Laughing","15459.DB2","3211_1",7.13,"20180419_111712_022875",20259.47,"None",0
20259.47,"20180419_111712_022875",20260.22,"Can/non-can","15451.DB2","3211_1",7.13,"20180419_111712_022875",20260.22,"Non-canonical syllables",3
20263.97,"20180419_111712_022875",20264.62,"Can/non-can","16087.DB2","3211_1",7.13,"20180419_111712_022875",20264.62,"Don't mark",3
20265.66,"20180419_111712_022875",20266.55,"Can/non-can","14906.DB2","3211_1",7.13,"20180419_111712_022875",20266.55,"Non-canonical syllables",2
20267.35,"20180419_111712_022875",20268,"Can/non-can","15905.DB2","3211_1",7.13,"20180419_111712_022875",20268,"Canonical syllables",2
20273.7,"20180419_111712_022875",20274.94,"Can/non-can","16832.DB2","3211_1",7.13,"20180419_111712_022875",20274.94,"Don't mark",3
20276.2,"20180419_111712_022875",20279.31,"Can/non-can","15339.DB2","3211_1",7.13,"20180419_111712_022875",20279.31,"Don't mark",3
20283.21,"20180419_111712_022875",20283.88,"Can/non-can","16213.DB2","3211_1",7.13,"20180419_111712_022875",20283.88,"Don't mark",3
20287.08,"20180419_111712_022875",20288.38,"Can/non-can","17390.DB2","3211_1",7.13,"20180419_111712_022875",20288.38,"Don't mark",3
20292.29,"20180419_111712_022875",20293.44,"Can/non-can","17324.DB2","3211_1",7.13,"20180419_111712_022875",20293.44,"Canonical syllables",2
20294.48,"20180419_111712_022875",20295.48,"Can/non-can","17362.DB2","3211_1",7.13,"20180419_111712_022875",20295.48,"Don't mark",3
20297.09,"20180419_111712_022875",20298.09,"Can/non-can","15916.DB2","3211_1",7.13,"20180419_111712_022875",20298.09,"Don't mark",3
20298.09,"20180419_111712_022875",20298.92,"Can/non-can","15669.DB2","3211_1",7.13,"20180419_111712_022875",20298.92,"Don't mark",2
20301.81,"20180419_111712_022875",20302.79,"Can/non-can","15540.DB2","3211_1",7.13,"20180419_111712_022875",20302.79,"Don't mark",3
20305.43,"20180419_111712_022875",20306.59,"Can/non-can","16686.DB2","3211_1",7.13,"20180419_111712_022875",20306.59,"Don't mark",3
20308.89,"20180419_111712_022875",20309.94,"Can/non-can","17230.DB2","3211_1",7.13,"20180419_111712_022875",20309.94,"Don't mark",3
20314.17,"20180419_111712_022875",20315.2,"Can/non-can","16834.DB2","3211_1",7.13,"20180419_111712_022875",20315.2,"Don't mark",2
20316,"20180419_111712_022875",20318.14,"Can/non-can","14994.DB2","3211_1",7.13,"20180419_111712_022875",20318.14,"Don't mark",3
20327.42,"20180419_111712_022875",20328.03,"Can/non-can","15595.DB2","3211_1",7.13,"20180419_111712_022875",20328.03,"Don't mark",3
20328.03,"20180419_111712_022875",20329.03,"Can/non-can","15058.DB2","3211_1",7.13,"20180419_111712_022875",20329.03,"Don't mark",3
20329.03,"20180419_111712_022875",20329.98,"Crying","17012.DB2","3211_1",7.13,"20180419_111712_022875",20329.98,"Don't mark",2
21835.76,"20180419_111712_022875",21836.41,"Can/non-can","16506.DB2","3211_1",7.13,"20180419_111712_022875",21836.41,"Non-canonical syllables",2
21838.09,"20180419_111712_022875",21838.82,"Can/non-can","17389.DB2","3211_1",7.13,"20180419_111712_022875",21838.82,"Non-canonical syllables",2
21861.69,"20180419_111712_022875",21862.29,"Can/non-can","15716.DB2","3211_1",7.13,"20180419_111712_022875",21862.29,"Non-canonical syllables",3
21865.36,"20180419_111712_022875",21866.01,"Can/non-can","16076.DB2","3211_1",7.13,"20180419_111712_022875",21866.01,"Canonical syllables",2
21871.26,"20180419_111712_022875",21872.54,"Can/non-can","16546.DB2","3211_1",7.13,"20180419_111712_022875",21872.54,"Non-canonical syllables",2
21886.1,"20180419_111712_022875",21887.71,"Can/non-can","15019.DB2","3211_1",7.13,"20180419_111712_022875",21887.71,"Canonical syllables",3
21889.27,"20180419_111712_022875",21890.75,"Can/non-can","15706.DB2","3211_1",7.13,"20180419_111712_022875",21890.75,"Canonical syllables",3
21891.9,"20180419_111712_022875",21892.63,"Can/non-can","15199.DB2","3211_1",7.13,"20180419_111712_022875",21892.63,"Canonical syllables",3
21897.3,"20180419_111712_022875",21899.16,"Can/non-can","16231.DB2","3211_1",7.13,"20180419_111712_022875",21899.16,"Canonical syllables",3
21900.2,"20180419_111712_022875",21902.25,"Can/non-can","15956.DB2","3211_1",7.13,"20180419_111712_022875",21902.25,"Non-canonical syllables",3
21903.22,"20180419_111712_022875",21904.73,"Can/non-can","16185.DB2","3211_1",7.13,"20180419_111712_022875",21904.73,"Canonical syllables",3
21905.53,"20180419_111712_022875",21906.24,"Can/non-can","15758.DB2","3211_1",7.13,"20180419_111712_022875",21906.24,"Non-canonical syllables",2
21907.04,"20180419_111712_022875",21908.11,"Can/non-can","16128.DB2","3211_1",7.13,"20180419_111712_022875",21908.11,"Canonical syllables",3
21913.22,"20180419_111712_022875",21913.99,"Can/non-can","14804.DB2","3211_1",7.13,"20180419_111712_022875",21913.99,"Canonical syllables",3
21921.87,"20180419_111712_022875",21922.55,"Can/non-can","16117.DB2","3211_1",7.13,"20180419_111712_022875",21922.55,"Don't mark",2
21924.87,"20180419_111712_022875",21925.88,"Can/non-can","16668.DB2","3211_1",7.13,"20180419_111712_022875",21925.88,"Non-canonical syllables",3
21927.8,"20180419_111712_022875",21928.59,"Can/non-can","16150.DB2","3211_1",7.13,"20180419_111712_022875",21928.59,"Non-canonical syllables",3
21950.65,"20180419_111712_022875",21952.02,"Can/non-can","17060.DB2","3211_1",7.13,"20180419_111712_022875",21952.02,"Canonical syllables",3
21962.03,"20180419_111712_022875",21963.29,"Can/non-can","15794.DB2","3211_1",7.13,"20180419_111712_022875",21963.29,"Canonical syllables",3
21971.58,"20180419_111712_022875",21972.58,"Can/non-can","15140.DB2","3211_1",7.13,"20180419_111712_022875",21972.58,"Canonical syllables",3
21972.58,"20180419_111712_022875",21973.19,"Can/non-can","14733.DB2","3211_1",7.13,"20180419_111712_022875",21973.19,"Non-canonical syllables",3
21979.52,"20180419_111712_022875",21980.12,"Can/non-can","15887.DB2","3211_1",7.13,"20180419_111712_022875",21980.12,"Canonical syllables",3
21992.78,"20180419_111712_022875",21993.38,"Can/non-can","15261.DB2","3211_1",7.13,"20180419_111712_022875",21993.38,"Canonical syllables",2
21995.23,"20180419_111712_022875",21997.1,"Can/non-can","17008.DB2","3211_1",7.13,"20180419_111712_022875",21997.1,"Canonical syllables",3
22018.63,"20180419_111712_022875",22019.52,"Crying","15187.DB2","3211_1",7.13,"20180419_111712_022875",22019.52,"Canonical syllables",3
22021.23,"20180419_111712_022875",22021.88,"Can/non-can","15799.DB2","3211_1",7.13,"20180419_111712_022875",22021.88,"Canonical syllables",3
22043.48,"20180419_111712_022875",22044.18,"Can/non-can","16549.DB2","3211_1",7.13,"20180419_111712_022875",22044.18,"Canonical syllables",2
22080.47,"20180419_111712_022875",22081.13,"Can/non-can","16130.DB2","3211_1",7.13,"20180419_111712_022875",22081.13,"Non-canonical syllables",2
22091.86,"20180419_111712_022875",22092.85,"Can/non-can","16335.DB2","3211_1",7.13,"20180419_111712_022875",22092.85,"Non-canonical syllables",3
22107.94,"20180419_111712_022875",22108.61,"Can/non-can","15477.DB2","3211_1",7.13,"20180419_111712_022875",22108.61,"Non-canonical syllables",3
22110.27,"20180419_111712_022875",22110.87,"Can/non-can","16739.DB2","3211_1",7.13,"20180419_111712_022875",22110.87,"Canonical syllables",3
22121.65,"20180419_111712_022875",22122.81,"Can/non-can","15922.DB2","3211_1",7.13,"20180419_111712_022875",22122.81,"Canonical syllables",2
22123.87,"20180419_111712_022875",22125.42,"Can/non-can","16298.DB2","3211_1",7.13,"20180419_111712_022875",22125.42,"Canonical syllables",3
22126.37,"20180419_111712_022875",22127.42,"Can/non-can","16063.DB2","3211_1",7.13,"20180419_111712_022875",22127.42,"Canonical syllables",3
22134.7,"20180419_111712_022875",22135.3,"Crying","16110.DB2","3211_1",7.13,"20180419_111712_022875",22135.3,"Don't mark",2
24269.38,"20180419_111712_022875",24269.98,"Can/non-can","17364.DB2","3211_1",7.13,"20180419_111712_022875",24269.98,"Non-canonical syllables",2
24283.05,"20180419_111712_022875",24283.68,"Can/non-can","17207.DB2","3211_1",7.13,"20180419_111712_022875",24283.68,"Non-canonical syllables",3
24345.06,"20180419_111712_022875",24345.7,"Can/non-can","14706.DB2","3211_1",7.13,"20180419_111712_022875",24345.7,"Canonical syllables",2
24433.56,"20180419_111712_022875",24434.16,"Can/non-can","15847.DB2","3211_1",7.13,"20180419_111712_022875",24434.16,"Canonical syllables",3
24472.15,"20180419_111712_022875",24472.75,"Crying","16184.DB2","3211_1",7.13,"20180419_111712_022875",24472.75,"Non-canonical syllables",3
24476.45,"20180419_111712_022875",24477.09,"Laughing","17093.DB2","3211_1",7.13,"20180419_111712_022875",24477.09,"Non-canonical syllables",3
24480.99,"20180419_111712_022875",24481.81,"Laughing","15700.DB2","3211_1",7.13,"20180419_111712_022875",24481.81,"Canonical syllables",3
24524.41,"20180419_111712_022875",24525.4,"Can/non-can","15544.DB2","3211_1",7.13,"20180419_111712_022875",24525.4,"Don't mark",3
29368.89,"20180419_111712_022875",29376.4,"Crying","15665.DB2","3211_1",7.13,"20180419_111712_022875",29376.4,"Crying",3
29380.21,"20180419_111712_022875",29383.04,"Crying","16704.DB2","3211_1",7.13,"20180419_111712_022875",29383.04,"Crying",3
29384.84,"20180419_111712_022875",29386.21,"Can/non-can","16288.DB2","3211_1",7.13,"20180419_111712_022875",29386.21,"Non-canonical syllables",3
29387.02,"20180419_111712_022875",29389.11,"Crying","16810.DB2","3211_1",7.13,"20180419_111712_022875",29389.11,"Non-canonical syllables",2
29389.93,"20180419_111712_022875",29392.62,"Can/non-can","14966.DB2","3211_1",7.13,"20180419_111712_022875",29392.62,"Non-canonical syllables",2
29393.42,"20180419_111712_022875",29394.02,"Can/non-can","14983.DB2","3211_1",7.13,"20180419_111712_022875",29394.02,"Don't mark",3
29425.07,"20180419_111712_022875",29425.67,"Can/non-can","14875.DB2","3211_1",7.13,"20180419_111712_022875",29425.67,"None",0
29438.51,"20180419_111712_022875",29439.99,"Can/non-can","15093.DB2","3211_1",7.13,"20180419_111712_022875",29439.99,"Non-canonical syllables",3
29444.96,"20180419_111712_022875",29445.82,"Laughing","15976.DB2","3211_1",7.13,"20180419_111712_022875",29445.82,"Don't mark",3
29458.11,"20180419_111712_022875",29458.71,"Can/non-can","17209.DB2","3211_1",7.13,"20180419_111712_022875",29458.71,"Don't mark",2
29461.46,"20180419_111712_022875",29462.35,"Can/non-can","15547.DB2","3211_1",7.13,"20180419_111712_022875",29462.35,"Non-canonical syllables",2
29463.32,"20180419_111712_022875",29464.81,"Can/non-can","16879.DB2","3211_1",7.13,"20180419_111712_022875",29464.81,"Don't mark",3
29466.62,"20180419_111712_022875",29467.38,"Can/non-can","17332.DB2","3211_1",7.13,"20180419_111712_022875",29467.38,"Non-canonical syllables",3
29503.88,"20180419_111712_022875",29504.76,"Crying","14880.DB2","3211_1",7.13,"20180419_111712_022875",29504.76,"Non-canonical syllables",2
29505.76,"20180419_111712_022875",29508.19,"Crying","14987.DB2","3211_1",7.13,"20180419_111712_022875",29508.19,"Crying",2
29508.99,"20180419_111712_022875",29510.3,"Crying","14929.DB2","3211_1",7.13,"20180419_111712_022875",29510.3,"Crying",2
29518.81,"20180419_111712_022875",29519.41,"Crying","16094.DB2","3211_1",7.13,"20180419_111712_022875",29519.41,"Non-canonical syllables",2
29529.91,"20180419_111712_022875",29530.52,"Laughing","17267.DB2","3211_1",7.13,"20180419_111712_022875",29530.52,"Non-canonical syllables",3
29549.05,"20180419_111712_022875",29549.69,"Laughing","17076.DB2","3211_1",7.13,"20180419_111712_022875",29549.69,"Non-canonical syllables",3
29552.56,"20180419_111712_022875",29553.38,"Can/non-can","16603.DB2","3211_1",7.13,"20180419_111712_022875",29553.38,"Non-canonical syllables",2
29582.8,"20180419_111712_022875",29583.41,"Can/non-can","14881.DB2","3211_1",7.13,"20180419_111712_022875",29583.41,"Canonical syllables",3
29600.04,"20180419_111712_022875",29600.81,"Can/non-can","16449.DB2","3211_1",7.13,"20180419_111712_022875",29600.81,"Canonical syllables",3
29604.08,"20180419_111712_022875",29605,"Can/non-can","16855.DB2","3211_1",7.13,"20180419_111712_022875",29605,"Canonical syllables",2
29605.83,"20180419_111712_022875",29606.43,"Can/non-can","15311.DB2","3211_1",7.13,"20180419_111712_022875",29606.43,"Canonical syllables",3
29613.59,"20180419_111712_022875",29614.3,"Can/non-can","15316.DB2","3211_1",7.13,"20180419_111712_022875",29614.3,"Canonical syllables",2
29633.03,"20180419_111712_022875",29633.75,"Can/non-can","16287.DB2","3211_1",7.13,"20180419_111712_022875",29633.75,"Non-canonical syllables",2
29647.47,"20180419_111712_022875",29648.32,"Can/non-can","16600.DB2","3211_1",7.13,"20180419_111712_022875",29648.32,"Non-canonical syllables",2
29648.32,"20180419_111712_022875",29649.5,"Can/non-can","16980.DB2","3211_1",7.13,"20180419_111712_022875",29649.5,"Canonical syllables",3
29649.5,"20180419_111712_022875",29650.4,"Laughing","15386.DB2","3211_1",7.13,"20180419_111712_022875",29650.4,"Non-canonical syllables",2
29651.44,"20180419_111712_022875",29652.37,"Can/non-can","16085.DB2","3211_1",7.13,"20180419_111712_022875",29652.37,"Canonical syllables",3
29657.52,"20180419_111712_022875",29658.49,"Crying","15164.DB2","3211_1",7.13,"20180419_111712_022875",29658.49,"Canonical syllables",3
29659.48,"20180419_111712_022875",29661.15,"Can/non-can","16906.DB2","3211_1",7.13,"20180419_111712_022875",29661.15,"Canonical syllables",3
29668.9,"20180419_111712_022875",29669.5,"Crying","16563.DB2","3211_1",7.13,"20180419_111712_022875",29669.5,"Non-canonical syllables",3
29675.34,"20180419_111712_022875",29676.35,"Can/non-can","16642.DB2","3211_1",7.13,"20180419_111712_022875",29676.35,"Canonical syllables",3
29679.41,"20180419_111712_022875",29680.01,"Crying","14739.DB2","3211_1",7.13,"20180419_111712_022875",29680.01,"Non-canonical syllables",2
29681.61,"20180419_111712_022875",29682.67,"Can/non-can","15783.DB2","3211_1",7.13,"20180419_111712_022875",29682.67,"Non-canonical syllables",3
29687.54,"20180419_111712_022875",29688.68,"Crying","14911.DB2","3211_1",7.13,"20180419_111712_022875",29688.68,"Canonical syllables",3
29689.48,"20180419_111712_022875",29690.38,"Can/non-can","14834.DB2","3211_1",7.13,"20180419_111712_022875",29690.38,"Canonical syllables",3
