"startTime","itsId","endTime","LENA_type","segmentId_DB","ChildID","Age_months_actual","filename","Endtime","Major_Choice","Num_Agreement"
326.44,"20180206_110905_009463",327.17,"Can/non-can","14673.DB2","2931_1",13.4,"20180206_110905_009463",327.17,"Don't mark",3
359.96,"20180206_110905_009463",360.56,"Can/non-can","14498.DB2","2931_1",13.4,"20180206_110905_009463",360.56,"Non-canonical syllables",3
382.96,"20180206_110905_009463",383.78,"Can/non-can","14379.DB2","2931_1",13.4,"20180206_110905_009463",383.78,"Canonical syllables",3
389.02,"20180206_110905_009463",390.35,"Can/non-can","14633.DB2","2931_1",13.4,"20180206_110905_009463",390.35,"Canonical syllables",2
455.48,"20180206_110905_009463",456.6,"Can/non-can","14624.DB2","2931_1",13.4,"20180206_110905_009463",456.6,"Non-canonical syllables",3
469.48,"20180206_110905_009463",470.95,"Can/non-can","14341.DB2","2931_1",13.4,"20180206_110905_009463",470.95,"Don't mark",3
476.88,"20180206_110905_009463",478.27,"Can/non-can","14566.DB2","2931_1",13.4,"20180206_110905_009463",478.27,"Don't mark",3
483.79,"20180206_110905_009463",484.64,"Can/non-can","14401.DB2","2931_1",13.4,"20180206_110905_009463",484.64,"None",0
490.94,"20180206_110905_009463",491.94,"Crying","14381.DB2","2931_1",13.4,"20180206_110905_009463",491.94,"Don't mark",3
491.94,"20180206_110905_009463",492.95,"Can/non-can","14548.DB2","2931_1",13.4,"20180206_110905_009463",492.95,"Don't mark",3
504.93,"20180206_110905_009463",505.93,"Can/non-can","14645.DB2","2931_1",13.4,"20180206_110905_009463",505.93,"Don't mark",3
525.9,"20180206_110905_009463",526.77,"Laughing","14674.DB2","2931_1",13.4,"20180206_110905_009463",526.77,"Non-canonical syllables",3
535.81,"20180206_110905_009463",536.62,"Can/non-can","14445.DB2","2931_1",13.4,"20180206_110905_009463",536.62,"Don't mark",3
540.65,"20180206_110905_009463",541.89,"Can/non-can","14419.DB2","2931_1",13.4,"20180206_110905_009463",541.89,"Canonical syllables",2
543.71,"20180206_110905_009463",544.71,"Can/non-can","14322.DB2","2931_1",13.4,"20180206_110905_009463",544.71,"Canonical syllables",2
544.71,"20180206_110905_009463",545.41,"Can/non-can","14518.DB2","2931_1",13.4,"20180206_110905_009463",545.41,"Canonical syllables",3
553.26,"20180206_110905_009463",553.89,"Can/non-can","14370.DB2","2931_1",13.4,"20180206_110905_009463",553.89,"Non-canonical syllables",3
629.12,"20180206_110905_009463",629.89,"Can/non-can","14384.DB2","2931_1",13.4,"20180206_110905_009463",629.89,"Canonical syllables",3
644.78,"20180206_110905_009463",645.38,"Can/non-can","14620.DB2","2931_1",13.4,"20180206_110905_009463",645.38,"Non-canonical syllables",3
648.8,"20180206_110905_009463",649.4,"Crying","14360.DB2","2931_1",13.4,"20180206_110905_009463",649.4,"Non-canonical syllables",2
697.19,"20180206_110905_009463",697.85,"Can/non-can","14405.DB2","2931_1",13.4,"20180206_110905_009463",697.85,"Don't mark",3
728.59,"20180206_110905_009463",729.49,"Can/non-can","14568.DB2","2931_1",13.4,"20180206_110905_009463",729.49,"Canonical syllables",2
734.96,"20180206_110905_009463",735.56,"Can/non-can","14491.DB2","2931_1",13.4,"20180206_110905_009463",735.56,"Non-canonical syllables",2
751.13,"20180206_110905_009463",752.08,"Crying","14564.DB2","2931_1",13.4,"20180206_110905_009463",752.08,"None",0
776.32,"20180206_110905_009463",776.97,"Crying","14685.DB2","2931_1",13.4,"20180206_110905_009463",776.97,"Non-canonical syllables",3
779.08,"20180206_110905_009463",779.73,"Can/non-can","14373.DB2","2931_1",13.4,"20180206_110905_009463",779.73,"Don't mark",3
780.66,"20180206_110905_009463",781.33,"Can/non-can","14372.DB2","2931_1",13.4,"20180206_110905_009463",781.33,"Non-canonical syllables",3
794.81,"20180206_110905_009463",795.41,"Can/non-can","14626.DB2","2931_1",13.4,"20180206_110905_009463",795.41,"Canonical syllables",2
849.94,"20180206_110905_009463",850.67,"Can/non-can","10690.DB2","2931_1",13.4,"20180206_110905_009463",850.67,"Non-canonical syllables",3
880.13,"20180206_110905_009463",880.74,"Crying","11258.DB2","2931_1",13.4,"20180206_110905_009463",880.74,"Don't mark",3
882.97,"20180206_110905_009463",883.57,"Can/non-can","11284.DB2","2931_1",13.4,"20180206_110905_009463",883.57,"Don't mark",2
885.43,"20180206_110905_009463",886.82,"Laughing","11334.DB2","2931_1",13.4,"20180206_110905_009463",886.82,"Don't mark",3
949.23,"20180206_110905_009463",949.86,"Crying","11666.DB2","2931_1",13.4,"20180206_110905_009463",949.86,"Don't mark",3
954.93,"20180206_110905_009463",955.67,"Crying","11515.DB2","2931_1",13.4,"20180206_110905_009463",955.67,"Don't mark",2
979.5,"20180206_110905_009463",980.1,"Crying","11633.DB2","2931_1",13.4,"20180206_110905_009463",980.1,"Don't mark",3
982.33,"20180206_110905_009463",983.32,"Crying","12426.DB2","2931_1",13.4,"20180206_110905_009463",983.32,"Don't mark",3
1042.82,"20180206_110905_009463",1043.42,"Can/non-can","12416.DB2","2931_1",13.4,"20180206_110905_009463",1043.42,"Don't mark",2
1051.47,"20180206_110905_009463",1052.49,"Can/non-can","11306.DB2","2931_1",13.4,"20180206_110905_009463",1052.49,"Canonical syllables",2
1056.49,"20180206_110905_009463",1057.1,"Can/non-can","11779.DB2","2931_1",13.4,"20180206_110905_009463",1057.1,"Canonical syllables",2
1060.46,"20180206_110905_009463",1061.6,"Can/non-can","10704.DB2","2931_1",13.4,"20180206_110905_009463",1061.6,"Canonical syllables",3
1062.62,"20180206_110905_009463",1064.1,"Can/non-can","11101.DB2","2931_1",13.4,"20180206_110905_009463",1064.1,"Don't mark",3
1070.23,"20180206_110905_009463",1071.01,"Can/non-can","11282.DB2","2931_1",13.4,"20180206_110905_009463",1071.01,"Canonical syllables",2
1082.78,"20180206_110905_009463",1083.51,"Can/non-can","11022.DB2","2931_1",13.4,"20180206_110905_009463",1083.51,"Don't mark",3
3973.6,"20180206_110905_009463",3974.6,"Can/non-can","14332.DB2","2931_1",13.4,"20180206_110905_009463",3974.6,"Canonical syllables",3
3975.4,"20180206_110905_009463",3976.08,"Can/non-can","14265.DB2","2931_1",13.4,"20180206_110905_009463",3976.08,"Canonical syllables",3
3987.61,"20180206_110905_009463",3989.01,"Can/non-can","14522.DB2","2931_1",13.4,"20180206_110905_009463",3989.01,"Non-canonical syllables",3
4024.99,"20180206_110905_009463",4026.01,"Can/non-can","14442.DB2","2931_1",13.4,"20180206_110905_009463",4026.01,"Don't mark",3
4070.54,"20180206_110905_009463",4071.32,"Can/non-can","14613.DB2","2931_1",13.4,"20180206_110905_009463",4071.32,"Non-canonical syllables",3
4077.34,"20180206_110905_009463",4078.14,"Can/non-can","14437.DB2","2931_1",13.4,"20180206_110905_009463",4078.14,"Non-canonical syllables",2
4084.19,"20180206_110905_009463",4085.1,"Can/non-can","14464.DB2","2931_1",13.4,"20180206_110905_009463",4085.1,"Non-canonical syllables",3
4095.6,"20180206_110905_009463",4096.2,"Can/non-can","14515.DB2","2931_1",13.4,"20180206_110905_009463",4096.2,"Non-canonical syllables",3
4097.03,"20180206_110905_009463",4097.63,"Can/non-can","14355.DB2","2931_1",13.4,"20180206_110905_009463",4097.63,"Non-canonical syllables",3
4098.43,"20180206_110905_009463",4099.03,"Can/non-can","14453.DB2","2931_1",13.4,"20180206_110905_009463",4099.03,"Don't mark",2
4100.28,"20180206_110905_009463",4101.22,"Can/non-can","14480.DB2","2931_1",13.4,"20180206_110905_009463",4101.22,"Non-canonical syllables",3
4104.18,"20180206_110905_009463",4107.16,"Can/non-can","14618.DB2","2931_1",13.4,"20180206_110905_009463",4107.16,"None",0
4108.16,"20180206_110905_009463",4109.49,"Crying","14482.DB2","2931_1",13.4,"20180206_110905_009463",4109.49,"Non-canonical syllables",3
4109.49,"20180206_110905_009463",4110.53,"Can/non-can","14326.DB2","2931_1",13.4,"20180206_110905_009463",4110.53,"Non-canonical syllables",3
4113.82,"20180206_110905_009463",4115.68,"Can/non-can","14431.DB2","2931_1",13.4,"20180206_110905_009463",4115.68,"Non-canonical syllables",3
5347.74,"20180206_110905_009463",5349.01,"Can/non-can","11449.DB2","2931_1",13.4,"20180206_110905_009463",5349.01,"Canonical syllables",3
5350.39,"20180206_110905_009463",5350.99,"Crying","10887.DB2","2931_1",13.4,"20180206_110905_009463",5350.99,"Non-canonical syllables",2
5352.93,"20180206_110905_009463",5354.32,"Can/non-can","11482.DB2","2931_1",13.4,"20180206_110905_009463",5354.32,"Canonical syllables",3
5357.27,"20180206_110905_009463",5357.87,"Laughing","10605.DB2","2931_1",13.4,"20180206_110905_009463",5357.87,"Non-canonical syllables",3
5358.96,"20180206_110905_009463",5360.74,"Can/non-can","10676.DB2","2931_1",13.4,"20180206_110905_009463",5360.74,"Canonical syllables",3
5362.88,"20180206_110905_009463",5363.76,"Can/non-can","10864.DB2","2931_1",13.4,"20180206_110905_009463",5363.76,"Canonical syllables",3
5365.82,"20180206_110905_009463",5367,"Can/non-can","12440.DB2","2931_1",13.4,"20180206_110905_009463",5367,"Canonical syllables",3
5417.23,"20180206_110905_009463",5419.96,"Can/non-can","11035.DB2","2931_1",13.4,"20180206_110905_009463",5419.96,"Canonical syllables",2
5423.48,"20180206_110905_009463",5426.65,"Can/non-can","11976.DB2","2931_1",13.4,"20180206_110905_009463",5426.65,"Canonical syllables",3
5428.19,"20180206_110905_009463",5430.03,"Can/non-can","11853.DB2","2931_1",13.4,"20180206_110905_009463",5430.03,"Canonical syllables",2
5432.23,"20180206_110905_009463",5432.83,"Can/non-can","12160.DB2","2931_1",13.4,"20180206_110905_009463",5432.83,"Canonical syllables",2
5433.66,"20180206_110905_009463",5435.33,"Can/non-can","12407.DB2","2931_1",13.4,"20180206_110905_009463",5435.33,"Canonical syllables",3
5456.23,"20180206_110905_009463",5457.94,"Can/non-can","11980.DB2","2931_1",13.4,"20180206_110905_009463",5457.94,"Canonical syllables",3
5470.34,"20180206_110905_009463",5474.52,"Can/non-can","10597.DB2","2931_1",13.4,"20180206_110905_009463",5474.52,"Canonical syllables",3
5483.87,"20180206_110905_009463",5485.87,"Can/non-can","11798.DB2","2931_1",13.4,"20180206_110905_009463",5485.87,"Canonical syllables",2
5488.44,"20180206_110905_009463",5489.7,"Can/non-can","12044.DB2","2931_1",13.4,"20180206_110905_009463",5489.7,"Canonical syllables",2
5499.69,"20180206_110905_009463",5500.3,"Can/non-can","11000.DB2","2931_1",13.4,"20180206_110905_009463",5500.3,"Non-canonical syllables",2
5500.3,"20180206_110905_009463",5501.3,"Can/non-can","11265.DB2","2931_1",13.4,"20180206_110905_009463",5501.3,"Canonical syllables",3
5501.3,"20180206_110905_009463",5502.52,"Can/non-can","12063.DB2","2931_1",13.4,"20180206_110905_009463",5502.52,"Canonical syllables",3
5517.58,"20180206_110905_009463",5518.64,"Can/non-can","12383.DB2","2931_1",13.4,"20180206_110905_009463",5518.64,"Canonical syllables",3
5558.75,"20180206_110905_009463",5563.31,"Can/non-can","11343.DB2","2931_1",13.4,"20180206_110905_009463",5563.31,"Canonical syllables",3
5564.11,"20180206_110905_009463",5565.03,"Can/non-can","12102.DB2","2931_1",13.4,"20180206_110905_009463",5565.03,"Canonical syllables",2
5586.26,"20180206_110905_009463",5588.27,"Can/non-can","11865.DB2","2931_1",13.4,"20180206_110905_009463",5588.27,"Canonical syllables",3
5605.84,"20180206_110905_009463",5606.44,"Can/non-can","10684.DB2","2931_1",13.4,"20180206_110905_009463",5606.44,"Non-canonical syllables",3
5608.29,"20180206_110905_009463",5608.89,"Can/non-can","10935.DB2","2931_1",13.4,"20180206_110905_009463",5608.89,"Don't mark",3
5610.27,"20180206_110905_009463",5611.7,"Can/non-can","11043.DB2","2931_1",13.4,"20180206_110905_009463",5611.7,"Canonical syllables",3
5613.92,"20180206_110905_009463",5614.54,"Can/non-can","11974.DB2","2931_1",13.4,"20180206_110905_009463",5614.54,"Canonical syllables",3
6538.38,"20180206_110905_009463",6539.86,"Crying","10936.DB2","2931_1",13.4,"20180206_110905_009463",6539.86,"Don't mark",3
6541.32,"20180206_110905_009463",6542.18,"Crying","11596.DB2","2931_1",13.4,"20180206_110905_009463",6542.18,"Don't mark",3
6768.21,"20180206_110905_009463",6768.81,"Crying","11009.DB2","2931_1",13.4,"20180206_110905_009463",6768.81,"Non-canonical syllables",3
7722.07,"20180206_110905_009463",7723.08,"Can/non-can","11196.DB2","2931_1",13.4,"20180206_110905_009463",7723.08,"Non-canonical syllables",2
7723.08,"20180206_110905_009463",7723.78,"Can/non-can","10806.DB2","2931_1",13.4,"20180206_110905_009463",7723.78,"Non-canonical syllables",3
7723.78,"20180206_110905_009463",7725.12,"Can/non-can","11618.DB2","2931_1",13.4,"20180206_110905_009463",7725.12,"Non-canonical syllables",3
7725.12,"20180206_110905_009463",7726.83,"Can/non-can","10815.DB2","2931_1",13.4,"20180206_110905_009463",7726.83,"Non-canonical syllables",3
7740.57,"20180206_110905_009463",7741.18,"Can/non-can","11475.DB2","2931_1",13.4,"20180206_110905_009463",7741.18,"Non-canonical syllables",3
7752.67,"20180206_110905_009463",7753.27,"Can/non-can","12229.DB2","2931_1",13.4,"20180206_110905_009463",7753.27,"Non-canonical syllables",2
7777.26,"20180206_110905_009463",7777.86,"Can/non-can","11376.DB2","2931_1",13.4,"20180206_110905_009463",7777.86,"Non-canonical syllables",3
7778.91,"20180206_110905_009463",7779.71,"Can/non-can","10938.DB2","2931_1",13.4,"20180206_110905_009463",7779.71,"Canonical syllables",2
7779.71,"20180206_110905_009463",7780.51,"Can/non-can","11420.DB2","2931_1",13.4,"20180206_110905_009463",7780.51,"Canonical syllables",3
7805.34,"20180206_110905_009463",7806.62,"Crying","11217.DB2","2931_1",13.4,"20180206_110905_009463",7806.62,"Non-canonical syllables",2
7839.69,"20180206_110905_009463",7840.64,"Can/non-can","10920.DB2","2931_1",13.4,"20180206_110905_009463",7840.64,"Non-canonical syllables",2
7840.64,"20180206_110905_009463",7841.76,"Can/non-can","11992.DB2","2931_1",13.4,"20180206_110905_009463",7841.76,"Canonical syllables",3
7858.78,"20180206_110905_009463",7859.46,"Crying","10803.DB2","2931_1",13.4,"20180206_110905_009463",7859.46,"Canonical syllables",2
7882.71,"20180206_110905_009463",7883.36,"Can/non-can","11925.DB2","2931_1",13.4,"20180206_110905_009463",7883.36,"Non-canonical syllables",3
7894.87,"20180206_110905_009463",7896.11,"Can/non-can","11209.DB2","2931_1",13.4,"20180206_110905_009463",7896.11,"Non-canonical syllables",3
7902.68,"20180206_110905_009463",7903.28,"Crying","11532.DB2","2931_1",13.4,"20180206_110905_009463",7903.28,"Non-canonical syllables",2
7910.52,"20180206_110905_009463",7911.12,"Crying","10625.DB2","2931_1",13.4,"20180206_110905_009463",7911.12,"Non-canonical syllables",3
7930.02,"20180206_110905_009463",7930.62,"Crying","11919.DB2","2931_1",13.4,"20180206_110905_009463",7930.62,"Non-canonical syllables",3
7932.58,"20180206_110905_009463",7933.35,"Can/non-can","11837.DB2","2931_1",13.4,"20180206_110905_009463",7933.35,"Non-canonical syllables",3
7998.7,"20180206_110905_009463",7999.3,"Crying","10721.DB2","2931_1",13.4,"20180206_110905_009463",7999.3,"Non-canonical syllables",3
8023.45,"20180206_110905_009463",8024.32,"Can/non-can","12143.DB2","2931_1",13.4,"20180206_110905_009463",8024.32,"Non-canonical syllables",3
8027.85,"20180206_110905_009463",8028.45,"Can/non-can","11016.DB2","2931_1",13.4,"20180206_110905_009463",8028.45,"Non-canonical syllables",3
8036.57,"20180206_110905_009463",8037.18,"Can/non-can","11561.DB2","2931_1",13.4,"20180206_110905_009463",8037.18,"None",0
8049.48,"20180206_110905_009463",8050.11,"Can/non-can","12191.DB2","2931_1",13.4,"20180206_110905_009463",8050.11,"Non-canonical syllables",3
8147.02,"20180206_110905_009463",8147.69,"Can/non-can","10576.DB2","2931_1",13.4,"20180206_110905_009463",8147.69,"Non-canonical syllables",2
8191.35,"20180206_110905_009463",8192.03,"Can/non-can","11856.DB2","2931_1",13.4,"20180206_110905_009463",8192.03,"Canonical syllables",2
8195.82,"20180206_110905_009463",8196.62,"Can/non-can","12329.DB2","2931_1",13.4,"20180206_110905_009463",8196.62,"Canonical syllables",3
8208.89,"20180206_110905_009463",8209.55,"Crying","11102.DB2","2931_1",13.4,"20180206_110905_009463",8209.55,"Non-canonical syllables",3
8215.25,"20180206_110905_009463",8216.37,"Can/non-can","10848.DB2","2931_1",13.4,"20180206_110905_009463",8216.37,"Canonical syllables",3
8234.42,"20180206_110905_009463",8235.47,"Laughing","10603.DB2","2931_1",13.4,"20180206_110905_009463",8235.47,"Non-canonical syllables",2
8250.52,"20180206_110905_009463",8251.18,"Can/non-can","10604.DB2","2931_1",13.4,"20180206_110905_009463",8251.18,"Non-canonical syllables",3
8312.57,"20180206_110905_009463",8313.91,"Can/non-can","12148.DB2","2931_1",13.4,"20180206_110905_009463",8313.91,"Non-canonical syllables",3
8314.76,"20180206_110905_009463",8316.16,"Can/non-can","11619.DB2","2931_1",13.4,"20180206_110905_009463",8316.16,"Non-canonical syllables",3
9584.37,"20180206_110905_009463",9585.94,"Can/non-can","10699.DB2","2931_1",13.4,"20180206_110905_009463",9585.94,"Canonical syllables",3
9615.34,"20180206_110905_009463",9616.08,"Can/non-can","12311.DB2","2931_1",13.4,"20180206_110905_009463",9616.08,"Canonical syllables",3
9656.88,"20180206_110905_009463",9657.75,"Can/non-can","11017.DB2","2931_1",13.4,"20180206_110905_009463",9657.75,"Canonical syllables",3
9659.6,"20180206_110905_009463",9661,"Can/non-can","10813.DB2","2931_1",13.4,"20180206_110905_009463",9661,"Canonical syllables",3
9662.75,"20180206_110905_009463",9663.71,"Can/non-can","12352.DB2","2931_1",13.4,"20180206_110905_009463",9663.71,"Canonical syllables",3
9665.19,"20180206_110905_009463",9666.5,"Can/non-can","12422.DB2","2931_1",13.4,"20180206_110905_009463",9666.5,"Canonical syllables",3
9685.45,"20180206_110905_009463",9686.06,"Crying","12079.DB2","2931_1",13.4,"20180206_110905_009463",9686.06,"Canonical syllables",2
9686.89,"20180206_110905_009463",9687.49,"Can/non-can","11961.DB2","2931_1",13.4,"20180206_110905_009463",9687.49,"Non-canonical syllables",3
9707.1,"20180206_110905_009463",9709.26,"Can/non-can","10969.DB2","2931_1",13.4,"20180206_110905_009463",9709.26,"Canonical syllables",3
9711.07,"20180206_110905_009463",9711.7,"Can/non-can","12378.DB2","2931_1",13.4,"20180206_110905_009463",9711.7,"Canonical syllables",2
9712.89,"20180206_110905_009463",9713.9,"Can/non-can","10673.DB2","2931_1",13.4,"20180206_110905_009463",9713.9,"Canonical syllables",2
9722.46,"20180206_110905_009463",9723.26,"Can/non-can","10549.DB2","2931_1",13.4,"20180206_110905_009463",9723.26,"Non-canonical syllables",3
9723.26,"20180206_110905_009463",9723.87,"Can/non-can","11584.DB2","2931_1",13.4,"20180206_110905_009463",9723.87,"Non-canonical syllables",2
9746.49,"20180206_110905_009463",9747.44,"Can/non-can","11313.DB2","2931_1",13.4,"20180206_110905_009463",9747.44,"Canonical syllables",3
9801.62,"20180206_110905_009463",9802.22,"Laughing","12453.DB2","2931_1",13.4,"20180206_110905_009463",9802.22,"Non-canonical syllables",2
9808.89,"20180206_110905_009463",9809.49,"Crying","10853.DB2","2931_1",13.4,"20180206_110905_009463",9809.49,"Non-canonical syllables",2
11650.35,"20180206_110905_009463",11651.4,"Can/non-can","12180.DB2","2931_1",13.4,"20180206_110905_009463",11651.4,"Don't mark",2
11698.34,"20180206_110905_009463",11699.5,"Can/non-can","11171.DB2","2931_1",13.4,"20180206_110905_009463",11699.5,"Non-canonical syllables",2
11704.57,"20180206_110905_009463",11705.71,"Can/non-can","11727.DB2","2931_1",13.4,"20180206_110905_009463",11705.71,"Canonical syllables",3
11782.8,"20180206_110905_009463",11784.09,"Can/non-can","11506.DB2","2931_1",13.4,"20180206_110905_009463",11784.09,"Canonical syllables",3
11785.48,"20180206_110905_009463",11786.17,"Can/non-can","12286.DB2","2931_1",13.4,"20180206_110905_009463",11786.17,"Non-canonical syllables",2
11787.75,"20180206_110905_009463",11789.44,"Can/non-can","10648.DB2","2931_1",13.4,"20180206_110905_009463",11789.44,"Canonical syllables",2
11791.17,"20180206_110905_009463",11792.35,"Can/non-can","12214.DB2","2931_1",13.4,"20180206_110905_009463",11792.35,"Non-canonical syllables",2
11794.59,"20180206_110905_009463",11795.19,"Can/non-can","12034.DB2","2931_1",13.4,"20180206_110905_009463",11795.19,"Non-canonical syllables",2
11806.94,"20180206_110905_009463",11808.12,"Can/non-can","11041.DB2","2931_1",13.4,"20180206_110905_009463",11808.12,"Don't mark",3
11811.26,"20180206_110905_009463",11811.9,"Can/non-can","11365.DB2","2931_1",13.4,"20180206_110905_009463",11811.9,"Non-canonical syllables",2
11813.02,"20180206_110905_009463",11813.86,"Can/non-can","11322.DB2","2931_1",13.4,"20180206_110905_009463",11813.86,"Non-canonical syllables",3
11821.43,"20180206_110905_009463",11823.3,"Can/non-can","12296.DB2","2931_1",13.4,"20180206_110905_009463",11823.3,"Canonical syllables",2
11831.53,"20180206_110905_009463",11832.13,"Can/non-can","10703.DB2","2931_1",13.4,"20180206_110905_009463",11832.13,"Non-canonical syllables",3
11844.34,"20180206_110905_009463",11844.94,"Can/non-can","10740.DB2","2931_1",13.4,"20180206_110905_009463",11844.94,"Non-canonical syllables",3
11849.42,"20180206_110905_009463",11850.26,"Can/non-can","11085.DB2","2931_1",13.4,"20180206_110905_009463",11850.26,"Non-canonical syllables",3
11865.79,"20180206_110905_009463",11866.85,"Can/non-can","10589.DB2","2931_1",13.4,"20180206_110905_009463",11866.85,"Non-canonical syllables",2
11881.42,"20180206_110905_009463",11882.02,"Can/non-can","11822.DB2","2931_1",13.4,"20180206_110905_009463",11882.02,"Non-canonical syllables",3
12879.02,"20180206_110905_009463",12879.62,"Crying","14675.DB2","2931_1",13.4,"20180206_110905_009463",12879.62,"Don't mark",3
13019.69,"20180206_110905_009463",13020.7,"Can/non-can","14662.DB2","2931_1",13.4,"20180206_110905_009463",13020.7,"Don't mark",3
13044.5,"20180206_110905_009463",13046.09,"Crying","14278.DB2","2931_1",13.4,"20180206_110905_009463",13046.09,"Canonical syllables",3
13057.81,"20180206_110905_009463",13059.65,"Crying","14324.DB2","2931_1",13.4,"20180206_110905_009463",13059.65,"Non-canonical syllables",2
13083.99,"20180206_110905_009463",13084.67,"Crying","14529.DB2","2931_1",13.4,"20180206_110905_009463",13084.67,"Canonical syllables",3
13089.3,"20180206_110905_009463",13091.21,"Can/non-can","14330.DB2","2931_1",13.4,"20180206_110905_009463",13091.21,"Non-canonical syllables",2
13098.55,"20180206_110905_009463",13100.75,"Crying","14267.DB2","2931_1",13.4,"20180206_110905_009463",13100.75,"Canonical syllables",3
21087.61,"20180206_110905_009463",21088.23,"Crying","14271.DB2","2931_1",13.4,"20180206_110905_009463",21088.23,"Non-canonical syllables",3
21108.97,"20180206_110905_009463",21110.33,"Can/non-can","14588.DB2","2931_1",13.4,"20180206_110905_009463",21110.33,"Canonical syllables",2
22439.37,"20180206_110905_009463",22440.25,"Crying","10752.DB2","2931_1",13.4,"20180206_110905_009463",22440.25,"Non-canonical syllables",3
22489.91,"20180206_110905_009463",22491.14,"Can/non-can","10828.DB2","2931_1",13.4,"20180206_110905_009463",22491.14,"Canonical syllables",3
22492.74,"20180206_110905_009463",22493.4,"Can/non-can","10961.DB2","2931_1",13.4,"20180206_110905_009463",22493.4,"Canonical syllables",3
22506.5,"20180206_110905_009463",22507.55,"Can/non-can","11079.DB2","2931_1",13.4,"20180206_110905_009463",22507.55,"Non-canonical syllables",3
22508.39,"20180206_110905_009463",22508.99,"Crying","12237.DB2","2931_1",13.4,"20180206_110905_009463",22508.99,"Non-canonical syllables",2
22612,"20180206_110905_009463",22613.07,"Crying","11698.DB2","2931_1",13.4,"20180206_110905_009463",22613.07,"Non-canonical syllables",2
22638.99,"20180206_110905_009463",22639.64,"Laughing","11046.DB2","2931_1",13.4,"20180206_110905_009463",22639.64,"Don't mark",3
22677.7,"20180206_110905_009463",22678.62,"Can/non-can","12252.DB2","2931_1",13.4,"20180206_110905_009463",22678.62,"Don't mark",3
22697.35,"20180206_110905_009463",22698.21,"Can/non-can","11033.DB2","2931_1",13.4,"20180206_110905_009463",22698.21,"Don't mark",3
22712.49,"20180206_110905_009463",22713.15,"Laughing","10655.DB2","2931_1",13.4,"20180206_110905_009463",22713.15,"Non-canonical syllables",2
23326.01,"20180206_110905_009463",23326.61,"Can/non-can","14554.DB2","2931_1",13.4,"20180206_110905_009463",23326.61,"Canonical syllables",3
23327.46,"20180206_110905_009463",23328.06,"Crying","14501.DB2","2931_1",13.4,"20180206_110905_009463",23328.06,"Non-canonical syllables",2
23336.75,"20180206_110905_009463",23337.83,"Crying","14251.DB2","2931_1",13.4,"20180206_110905_009463",23337.83,"Don't mark",3
23346.78,"20180206_110905_009463",23347.71,"Can/non-can","14575.DB2","2931_1",13.4,"20180206_110905_009463",23347.71,"Don't mark",3
23347.71,"20180206_110905_009463",23348.9,"Can/non-can","14354.DB2","2931_1",13.4,"20180206_110905_009463",23348.9,"Don't mark",3
23357.84,"20180206_110905_009463",23358.44,"Can/non-can","14436.DB2","2931_1",13.4,"20180206_110905_009463",23358.44,"Non-canonical syllables",2
23364.66,"20180206_110905_009463",23365.34,"Can/non-can","14680.DB2","2931_1",13.4,"20180206_110905_009463",23365.34,"Non-canonical syllables",3
23374.26,"20180206_110905_009463",23375.25,"Crying","14664.DB2","2931_1",13.4,"20180206_110905_009463",23375.25,"Non-canonical syllables",3
23409.25,"20180206_110905_009463",23409.85,"Can/non-can","14691.DB2","2931_1",13.4,"20180206_110905_009463",23409.85,"Non-canonical syllables",3
23419.5,"20180206_110905_009463",23420.12,"Crying","14452.DB2","2931_1",13.4,"20180206_110905_009463",23420.12,"Non-canonical syllables",3
23420.12,"20180206_110905_009463",23421.12,"Can/non-can","14521.DB2","2931_1",13.4,"20180206_110905_009463",23421.12,"Non-canonical syllables",3
23440.36,"20180206_110905_009463",23441.03,"Can/non-can","14439.DB2","2931_1",13.4,"20180206_110905_009463",23441.03,"Don't mark",2
23446.4,"20180206_110905_009463",23447,"Can/non-can","14455.DB2","2931_1",13.4,"20180206_110905_009463",23447,"Don't mark",3
23454.73,"20180206_110905_009463",23456.49,"Can/non-can","14690.DB2","2931_1",13.4,"20180206_110905_009463",23456.49,"Canonical syllables",2
23463.78,"20180206_110905_009463",23464.43,"Can/non-can","14502.DB2","2931_1",13.4,"20180206_110905_009463",23464.43,"Non-canonical syllables",2
23481.61,"20180206_110905_009463",23482.72,"Can/non-can","14268.DB2","2931_1",13.4,"20180206_110905_009463",23482.72,"None",0
23482.72,"20180206_110905_009463",23483.32,"Can/non-can","14403.DB2","2931_1",13.4,"20180206_110905_009463",23483.32,"Non-canonical syllables",2
23487.72,"20180206_110905_009463",23488.47,"Can/non-can","14336.DB2","2931_1",13.4,"20180206_110905_009463",23488.47,"Canonical syllables",2
23526.83,"20180206_110905_009463",23527.65,"Crying","14489.DB2","2931_1",13.4,"20180206_110905_009463",23527.65,"Non-canonical syllables",3
23541.14,"20180206_110905_009463",23541.76,"Can/non-can","14681.DB2","2931_1",13.4,"20180206_110905_009463",23541.76,"Canonical syllables",3
23553.5,"20180206_110905_009463",23554.24,"Can/non-can","14460.DB2","2931_1",13.4,"20180206_110905_009463",23554.24,"Don't mark",3
23589.47,"20180206_110905_009463",23590.36,"Can/non-can","14256.DB2","2931_1",13.4,"20180206_110905_009463",23590.36,"Non-canonical syllables",3
24284.57,"20180206_110905_009463",24285.17,"Can/non-can","14303.DB2","2931_1",13.4,"20180206_110905_009463",24285.17,"Non-canonical syllables",2
