"","segmentId_DB","Answer","ChildID","Age_months_actual","filename","Starttime","Endtime","Major_Choice","Num_Agreement"
"3660","16247.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",20982.68,20983.28,"Non-canonical syllables",3
"3661","16247.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",4358.58,4359.52,"Non-canonical syllables",3
"3662","16249.DB1","","3741_1",12.22,"20181115_125826_024880",28461.72,28462.52,"Non-canonical syllables",3
"3663","1625.DB2","Crying","3491_7",16.26,"20180808_111325_024882",21440.01,21440.7,"Non-canonical syllables",3
"3664","16250.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",43003.69,43004.39,"Non-canonical syllables",2
"3665","16250.DB2","Junk","3291_1",18.73,"20180530_180405_024879",32587.37,32587.97,"Non-canonical syllables",3
"3666","16251.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",32926.48,32927.52,"Canonical syllables",2
"3667","16252.DB1","Crying","3741_1",12.22,"20181115_125826_024880",7922.16,7922.76,"None",0
"3668","16252.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",13265.1,13266.22,"Non-canonical syllables",3
"3669","16253.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",34313.69,34314.29,"Non-canonical syllables",3
"3670","16254.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",42677.46,42680.25,"Canonical syllables",3
"3671","16254.DB2","Junk","3211_1",7.13,"20180419_111712_022875",30426.52,30427.51,"Non-canonical syllables",3
"3672","16258.DB1","Crying","3741_1",12.22,"20181115_125826_024880",4614.95,4615.72,"Non-canonical syllables",3
"3673","16258.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",18986.52,18987.12,"Non-canonical syllables",2
"3674","16260.DB1","Laughing","3741_1",12.22,"20181115_125826_024880",28704.5,28705.26,"Non-canonical syllables",2
"3675","16260.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",32565.98,32566.59,"Canonical syllables",3
"3676","16261.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27487.81,27488.41,"Non-canonical syllables",3
"3677","16261.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",4570.14,4570.85,"Non-canonical syllables",2
"3678","16263.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",32792.6,32793.21,"Non-canonical syllables",3
"3679","16264.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",33042.84,33043.44,"Non-canonical syllables",3
"3680","16264.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",30478.65,30479.51,"Canonical syllables",3
"3681","16267.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",36446.37,36446.97,"Non-canonical syllables",3
"3682","16268.DB2","Crying","3291_1",18.73,"20180530_180405_024879",37701.86,37702.46,"Non-canonical syllables",3
"3683","16269.DB1","Crying","3741_1",12.22,"20181115_125826_024880",32999.68,33000.63,"Crying",2
"3684","16269.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37296.57,37298.27,"None",0
"3685","1627.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",30223.14,30223.87,"Don't mark",3
"3686","16270.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",8550.03,8550.63,"Non-canonical syllables",2
"3687","16270.DB2","Junk","3291_1",18.73,"20180530_180405_024879",3442.25,3442.85,"Don't mark",2
"3688","16272.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",32812.89,32813.75,"Canonical syllables",3
"3689","16273.DB1","Crying","3741_1",12.22,"20181115_125826_024880",38044.16,38044.81,"Don't mark",2
"3690","16273.DB2","Crying","3211_1",7.13,"20180419_111712_022875",12436.75,12437.55,"Non-canonical syllables",2
"3691","16275.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",36426.3,36426.95,"Canonical syllables",3
"3692","16276.DB2","Junk","3291_1",18.73,"20180530_180405_024879",34317.73,34318.33,"Non-canonical syllables",3
"3693","16277.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",34890.13,34892.27,"Non-canonical syllables",2
"3694","16279.DB2","Junk","3291_1",18.73,"20180530_180405_024879",8852.31,8852.91,"Don't mark",3
"3695","16280.DB2","Junk","3291_1",18.73,"20180530_180405_024879",34863.68,34864.4,"Non-canonical syllables",3
"3696","16281.DB1","Junk","3741_1",12.22,"20181115_125826_024880",33507.3,33507.91,"Don't mark",3
"3697","16281.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",9135.92,9136.77,"Non-canonical syllables",2
"3698","16282.DB2","Junk","3291_1",18.73,"20180530_180405_024879",40420.47,40421.11,"Non-canonical syllables",2
"3699","16283.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",18912.81,18913.52,"Canonical syllables",2
"3700","16285.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28430.73,28431.63,"Non-canonical syllables",3
"3701","16285.DB2","","3211_1",7.13,"20180419_111712_022875",39420.84,39421.56,"Don't mark",2
"3702","16287.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28337.35,28340.39,"Crying",2
"3703","16287.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",29633.03,29633.75,"Non-canonical syllables",2
"3704","16288.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",33018.4,33019,"Non-canonical syllables",3
"3705","16288.DB2","Crying","3211_1",7.13,"20180419_111712_022875",29384.84,29386.21,"Non-canonical syllables",3
"3706","16289.DB2","Junk","3291_1",18.73,"20180530_180405_024879",4571.65,4572.34,"Don't mark",2
"3707","1629.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",316.62,317.93,"Canonical syllables",3
"3708","16290.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",15872.59,15873.4,"Canonical syllables",2
"3709","16291.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",42731.97,42732.57,"Non-canonical syllables",3
"3710","16292.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",24472.04,24472.78,"Non-canonical syllables",2
"3711","16294.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",9782.31,9782.92,"Non-canonical syllables",2
"3712","16295.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27426.56,27427.82,"Non-canonical syllables",3
"3713","16295.DB2","Laughing","3211_1",7.13,"20180419_111712_022875",34730.72,34731.32,"Canonical syllables",3
"3714","16296.DB2","","3291_1",18.73,"20180530_180405_024879",32573.32,32573.92,"Don't mark",2
"3715","16298.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",22123.87,22125.42,"Canonical syllables",3
"3716","163.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",23654.08,23655.58,"None",0
"3717","16303.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",4568.46,4569.34,"Non-canonical syllables",2
"3718","16305.DB2","Laughing","3291_1",18.73,"20180530_180405_024879",37300.41,37301.77,"None",0
"3719","16306.DB2","Crying","3211_1",7.13,"20180419_111712_022875",39363.87,39364.69,"Non-canonical syllables",2
"3720","16308.DB2","Junk","3291_1",18.73,"20180530_180405_024879",32756.82,32757.82,"Don't mark",3
"3721","16309.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",8517.46,8518.22,"Non-canonical syllables",2
"3722","16309.DB2","","3291_1",18.73,"20180530_180405_024879",41015.19,41015.85,"Don't mark",2
"3723","16310.DB2","Junk","3211_1",7.13,"20180419_111712_022875",19829.58,19830.38,"Canonical syllables",3
"3724","16311.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32061.8,32062.8,"Don't mark",2
"3725","16312.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28843.15,28844.86,"Non-canonical syllables",3
"3726","16312.DB2","Junk","3291_1",18.73,"20180530_180405_024879",37786.84,37787.53,"Non-canonical syllables",2
"3727","16313.DB1","Junk","3741_1",12.22,"20181115_125826_024880",3734.29,3734.89,"Don't mark",2
"3728","16313.DB2","Crying","3291_1",18.73,"20180530_180405_024879",8895.42,8896.62,"Don't mark",3
"3729","16314.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",41671.65,41672.36,"Don't mark",2
"3730","16315.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27434.71,27436.67,"Non-canonical syllables",2
"3731","16315.DB2","Crying","3211_1",7.13,"20180419_111712_022875",36561.9,36562.51,"Non-canonical syllables",2
"3732","16316.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",20107.54,20108.17,"Canonical syllables",3
"3733","16317.DB1","Crying","3741_1",12.22,"20181115_125826_024880",8495.58,8497.28,"Crying",3
"3734","16317.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37806.62,37808.02,"Canonical syllables",3
"3735","16319.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32877.23,32878.91,"Canonical syllables",3
"3736","16322.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28847.13,28853.01,"Crying",3
"3737","16322.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",3136.62,3138.98,"Canonical syllables",3
"3738","16323.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",14638.25,14639.34,"Don't mark",3
"3739","16324.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",31202.99,31203.64,"Non-canonical syllables",3
"3740","16326.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",12264.04,12264.88,"Non-canonical syllables",3
"3741","16327.DB1","Canonical","3741_1",12.22,"20181115_125826_024880",20789.99,20790.97,"Canonical syllables",3
"3742","16329.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",3165.66,3166.4,"Canonical syllables",3
"3743","16330.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",8021.16,8023.6,"Non-canonical syllables",2
"3744","16330.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",32866.57,32867.9,"Non-canonical syllables",3
"3745","16334.DB2","","3291_1",18.73,"20180530_180405_024879",4488.56,4489.32,"Don't mark",2
"3746","16335.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",22091.86,22092.85,"Non-canonical syllables",3
"3747","16336.DB1","Junk","3741_1",12.22,"20181115_125826_024880",7903.86,7904.46,"Don't mark",3
"3748","16337.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",1737.2,1738.07,"Canonical syllables",2
"3749","16339.DB2","Crying","3211_1",7.13,"20180419_111712_022875",3186.25,3188,"Non-canonical syllables",3
"3750","1634.DB2","Crying","3491_7",16.26,"20180808_111325_024882",30096.17,30097.17,"Non-canonical syllables",3
"3751","16340.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27052.65,27053.65,"Canonical syllables",2
"3752","16340.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",12458.92,12460.23,"Crying",2
"3753","16341.DB2","Laughing","3291_1",18.73,"20180530_180405_024879",37156.87,37157.48,"Non-canonical syllables",2
"3754","16342.DB2","Crying","3291_1",18.73,"20180530_180405_024879",41114.49,41115.18,"Non-canonical syllables",3
"3755","16343.DB1","Crying","3741_1",12.22,"20181115_125826_024880",8473.72,8476.01,"Crying",2
"3756","16343.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",39957.08,39957.82,"Non-canonical syllables",2
"3757","16344.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",30872.44,30873.04,"Canonical syllables",3
"3758","16346.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",38553.73,38554.33,"Canonical syllables",2
"3759","16348.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27528.41,27529.08,"Non-canonical syllables",3
"3760","16349.DB2","Junk","3211_1",7.13,"20180419_111712_022875",11860.12,11860.72,"Don't mark",2
"3761","16350.DB1","Crying","3741_1",12.22,"20181115_125826_024880",38057.63,38058.34,"Crying",2
"3762","16352.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",38425.76,38426.36,"Non-canonical syllables",3
"3763","16353.DB1","Junk","3741_1",12.22,"20181115_125826_024880",42781.22,42782.03,"Don't mark",3
"3764","16354.DB2","Junk","3211_1",7.13,"20180419_111712_022875",36830.78,36831.38,"Don't mark",3
"3765","16355.DB1","Crying","3741_1",12.22,"20181115_125826_024880",28760,28762.84,"Crying",3
"3766","16356.DB1","Junk","3741_1",12.22,"20181115_125826_024880",33223.42,33224.02,"Non-canonical syllables",3
"3767","16356.DB2","","3291_1",18.73,"20180530_180405_024879",34851.76,34852.4,"Non-canonical syllables",3
"3768","16357.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",32332.8,32334.11,"Canonical syllables",3
"3769","16358.DB1","Junk","3741_1",12.22,"20181115_125826_024880",31860.84,31861.71,"Don't mark",3
"3770","16358.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",41750.61,41751.45,"Non-canonical syllables",2
"3771","16360.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",38649.47,38650.29,"Non-canonical syllables",3
"3772","16360.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",41548.67,41550.11,"Canonical syllables",3
"3773","16361.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",19023.79,19024.73,"Non-canonical syllables",2
"3774","16362.DB2","Junk","3211_1",7.13,"20180419_111712_022875",15967.02,15967.67,"Non-canonical syllables",3
"3775","16366.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",36581.37,36583.29,"Canonical syllables",3
"3776","16367.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",16095.53,16096.2,"Canonical syllables",3
"3777","16368.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",34201.75,34202.35,"Non-canonical syllables",3
"3778","16369.DB2","","3291_1",18.73,"20180530_180405_024879",32559.12,32560.04,"Don't mark",3
"3779","16370.DB2","Junk","3211_1",7.13,"20180419_111712_022875",32824.2,32824.8,"Don't mark",3
"3780","16371.DB1","Crying","3741_1",12.22,"20181115_125826_024880",28649.36,28650.45,"Canonical syllables",2
"3781","16372.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",34839.41,34840.01,"Non-canonical syllables",3
"3782","16373.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",35904.54,35905.99,"Canonical syllables",3
"3783","16374.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",36023.21,36023.9,"Canonical syllables",3
"3784","16375.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",4502.68,4503.48,"Canonical syllables",3
"3785","16376.DB2","Crying","3211_1",7.13,"20180419_111712_022875",12324.63,12325.58,"Non-canonical syllables",2
"3786","1638.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",27222.44,27223.45,"Don't mark",3
"3787","16381.DB1","Crying","3741_1",12.22,"20181115_125826_024880",8433.06,8435.52,"Crying",3
"3788","16381.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",37263.19,37263.79,"Canonical syllables",2
"3789","16382.DB2","Junk","3291_1",18.73,"20180530_180405_024879",37330.78,37331.38,"Don't mark",3
"3790","16383.DB2","","3211_1",7.13,"20180419_111712_022875",18995.18,18996.06,"Non-canonical syllables",2
"3791","16384.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",42338.53,42339.13,"Non-canonical syllables",3
"3792","16384.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",36020.45,36021.61,"Non-canonical syllables",3
"3793","16385.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",5158.51,5159.44,"Non-canonical syllables",3
"3794","16386.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",37319.72,37322.11,"Laughing",3
"3795","16387.DB2","Junk","3291_1",18.73,"20180530_180405_024879",39946.13,39946.74,"Non-canonical syllables",2
"3796","16388.DB2","Crying","3291_1",18.73,"20180530_180405_024879",34060.99,34061.83,"Non-canonical syllables",2
"3797","16389.DB2","Crying","3211_1",7.13,"20180419_111712_022875",12457.8,12458.92,"None",0
"3798","16390.DB2","Laughing","3291_1",18.73,"20180530_180405_024879",32840.78,32841.87,"Laughing",2
"3799","16391.DB1","Crying","3741_1",12.22,"20181115_125826_024880",7946.65,7947.52,"Don't mark",2
"3800","16391.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37155.43,37156.07,"Non-canonical syllables",2
"3801","16392.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",32852.28,32853.35,"Non-canonical syllables",3
"3802","16393.DB2","Junk","3291_1",18.73,"20180530_180405_024879",14774.69,14775.43,"Don't mark",2
"3803","16394.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32477.2,32479.84,"Canonical syllables",3
"3804","16397.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",9604.3,9605.75,"Canonical syllables",3
"3805","16399.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",25763.66,25764.61,"Non-canonical syllables",3
"3806","164.DB2","Crying","3491_7",16.26,"20180808_111325_024882",10355.94,10357.06,"Non-canonical syllables",3
"3807","16401.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",36450.8,36451.49,"Canonical syllables",2
"3808","16402.DB2","","3291_1",18.73,"20180530_180405_024879",35177.58,35178.28,"Non-canonical syllables",3
"3809","16403.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28600.03,28601.63,"Non-canonical syllables",2
"3810","16403.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",32416.83,32417.54,"Non-canonical syllables",2
"3811","16406.DB1","Junk","3741_1",12.22,"20181115_125826_024880",42878.45,42879.05,"Don't mark",2
"3812","16407.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",38376.58,38377.18,"Don't mark",2
"3813","16409.DB1","Crying","3741_1",12.22,"20181115_125826_024880",8486.98,8492.33,"Crying",3
"3814","16410.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",5205.47,5206.49,"Canonical syllables",2
"3815","16412.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",16103.13,16104.33,"Canonical syllables",3
"3816","16413.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",34195.68,34196.28,"Canonical syllables",3
"3817","16414.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",1766.54,1767.17,"Non-canonical syllables",3
"3818","16415.DB2","Crying","3211_1",7.13,"20180419_111712_022875",36755.46,36756.06,"Canonical syllables",3
"3819","16417.DB1","","3741_1",12.22,"20181115_125826_024880",4667.19,4667.8,"Don't mark",2
"3820","16417.DB2","","3291_1",18.73,"20180530_180405_024879",36418.55,36419.15,"None",0
"3821","16418.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",39770.32,39770.92,"None",0
"3822","1642.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",10324.52,10325.16,"Non-canonical syllables",3
"3823","16420.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37288.25,37289.05,"Non-canonical syllables",2
"3824","16421.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",24630.37,24631.09,"Canonical syllables",3
"3825","16422.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",30277.12,30278.06,"Canonical syllables",3
"3826","16423.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",9769.42,9770.29,"Canonical syllables",2
"3827","16424.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27507.4,27508.05,"Canonical syllables",2
"3828","16425.DB2","Crying","3211_1",7.13,"20180419_111712_022875",39334.89,39335.49,"Non-canonical syllables",2
"3829","16426.DB2","Crying","3211_1",7.13,"20180419_111712_022875",12476.42,12477.22,"Non-canonical syllables",2
"3830","16427.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",13240.01,13241.02,"Non-canonical syllables",2
"3831","16428.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",33119.43,33120.17,"Canonical syllables",2
"3832","16429.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28540.48,28541.11,"Non-canonical syllables",3
"3833","16429.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37736.56,37737.56,"Non-canonical syllables",2
"3834","16430.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32690.58,32693.49,"Canonical syllables",3
"3835","16431.DB1","Junk","3741_1",12.22,"20181115_125826_024880",3874.28,3874.9,"Don't mark",2
"3836","16431.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",9673.88,9674.48,"Non-canonical syllables",3
"3837","16432.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",35877.77,35878.37,"Non-canonical syllables",2
"3838","16433.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28464.71,28465.31,"Non-canonical syllables",3
"3839","16434.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",35069.61,35074.13,"Non-canonical syllables",2
"3840","16435.DB1","Junk","3741_1",12.22,"20181115_125826_024880",42433.71,42434.31,"Non-canonical syllables",3
"3841","16435.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",30791.99,30793.16,"Non-canonical syllables",3
"3842","16436.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",33123.78,33124.89,"Non-canonical syllables",3
"3843","16437.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",38582.4,38584.01,"Non-canonical syllables",2
"3844","16437.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",35191.05,35192.81,"Canonical syllables",3
"3845","16438.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28450.24,28452.19,"Non-canonical syllables",3
"3846","16439.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27221.71,27222.31,"Non-canonical syllables",2
"3847","16439.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",13175.67,13177.86,"Crying",2
"3848","16440.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28581.69,28583.35,"Non-canonical syllables",3
"3849","16440.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",31231.45,31232.12,"Non-canonical syllables",3
"3850","16441.DB2","Junk","3291_1",18.73,"20180530_180405_024879",39752.86,39753.73,"Non-canonical syllables",2
"3851","16443.DB2","Junk","3211_1",7.13,"20180419_111712_022875",20197.06,20197.66,"Canonical syllables",2
"3852","16444.DB1","Laughing","3741_1",12.22,"20181115_125826_024880",41759.87,41762.33,"Laughing",3
"3853","16444.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",18987.95,18988.55,"Non-canonical syllables",2
"3854","16446.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28457.76,28461.72,"Non-canonical syllables",3
"3855","16446.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",34856.48,34857.33,"Non-canonical syllables",3
"3856","16447.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",35135.9,35136.75,"Canonical syllables",3
"3857","16448.DB1","Crying","3741_1",12.22,"20181115_125826_024880",43040.77,43041.77,"Non-canonical syllables",2
"3858","16448.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",34261.4,34262.19,"Canonical syllables",3
"3859","16449.DB1","Crying","3741_1",12.22,"20181115_125826_024880",8448.66,8449.26,"Non-canonical syllables",3
"3860","16449.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",29600.04,29600.81,"Canonical syllables",3
"3861","16450.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",39260.57,39261.24,"Non-canonical syllables",2
"3862","16451.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",28437.6,28438.24,"Non-canonical syllables",3
"3863","16451.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",1720.6,1722.58,"Canonical syllables",2
"3864","16453.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",30840.01,30841.02,"Canonical syllables",2
"3865","16454.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",34316.86,34317.73,"Canonical syllables",2
"3866","16455.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37324.11,37324.86,"Non-canonical syllables",2
"3867","16456.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",43101.87,43102.5,"Non-canonical syllables",2
"3868","16457.DB2","","3211_1",7.13,"20180419_111712_022875",39432.78,39433.41,"None",0
"3869","16459.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",32440.79,32443.29,"Non-canonical syllables",2
"3870","1646.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",5695.27,5695.87,"Non-canonical syllables",3
"3871","16460.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32365.27,32366.09,"Canonical syllables",2
"3872","16461.DB1","Canonical","3741_1",12.22,"20181115_125826_024880",28856.49,28857.9,"Canonical syllables",3
"3873","16461.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",9637.81,9638.41,"Non-canonical syllables",3
"3874","16462.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",13179.04,13183.23,"Crying",3
"3875","16463.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",8568.2,8568.82,"Non-canonical syllables",2
"3876","16463.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",3140.92,3141.66,"Canonical syllables",2
"3877","16464.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",27278.11,27278.91,"Non-canonical syllables",3
"3878","16465.DB1","Non-Canonical","3741_1",12.22,"20181115_125826_024880",3807.86,3808.86,"Non-canonical syllables",3
"3879","16465.DB2","Junk","3211_1",7.13,"20180419_111712_022875",3172.26,3173.02,"Don't mark",2
"3880","16466.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",3069.64,3071.17,"Crying",3
"3881","16467.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",33016.43,33017.56,"Non-canonical syllables",2
"3882","16468.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",36670.48,36671.2,"Non-canonical syllables",3
"3883","16469.DB1","Crying","3741_1",12.22,"20181115_125826_024880",28745.17,28750.1,"Crying",3
"3884","16469.DB2","Crying","3291_1",18.73,"20180530_180405_024879",1890.73,1891.33,"Non-canonical syllables",3
"3885","16470.DB2","Non-Canonical","3211_1",7.13,"20180419_111712_022875",12348.99,12349.59,"Non-canonical syllables",2
"3886","16471.DB1","","3741_1",12.22,"20181115_125826_024880",26988.71,26989.39,"Non-canonical syllables",2
"3887","16471.DB2","Canonical","3291_1",18.73,"20180530_180405_024879",34850.92,34851.76,"Canonical syllables",2
"3888","16473.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",19814.53,19815.19,"Canonical syllables",2
"3889","16474.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32320.5,32321.33,"Canonical syllables",2
"3890","16475.DB1","Crying","3741_1",12.22,"20181115_125826_024880",43044.05,43045.07,"Don't mark",3
"3891","16475.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",37275.68,37276.29,"Non-canonical syllables",3
"3892","16476.DB2","Crying","3211_1",7.13,"20180419_111712_022875",39351.74,39352.79,"Non-canonical syllables",2
"3893","16477.DB1","Laughing","3741_1",12.22,"20181115_125826_024880",33574.65,33575.41,"None",0
"3894","16477.DB2","Canonical","3211_1",7.13,"20180419_111712_022875",32335.12,32336.19,"Canonical syllables",3
"3895","16478.DB1","Crying","3741_1",12.22,"20181115_125826_024880",8476.01,8477.23,"Non-canonical syllables",3
"3896","16478.DB2","Non-Canonical","3291_1",18.73,"20180530_180405_024879",14767.6,14768.63,"Canonical syllables",2
"3897","16479.DB1","Junk","3741_1",12.22,"20181115_125826_024880",8620.23,8620.83,"Don't mark",2
"3898","16479.DB2","Laughing","3291_1",18.73,"20180530_180405_024879",38332.29,38332.89,"Non-canonical syllables",3
"3899","1648.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",29942.6,29943.89,"Canonical syllables",3
