"","segmentId_DB","Answer","ChildID","Age_months_actual","filename","Starttime","Endtime","Major_Choice","Num_Agreement"
"1","1000.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",23591.74,23593.47,"Canonical syllables",2
"2","10000.DB1","Junk","1801_1",44.42,"20190104_125104_022872",613.39,614.41,"Don't mark",3
"3","10004.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36273.57,36274.17,"Non-canonical syllables",2
"4","10005.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",10692.02,10692.98,"Canonical syllables",2
"5","10008.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",8588.39,8589.37,"Non-canonical syllables",3
"6","10009.DB1","Junk","2881_1",46.85,"20181207_135236_025482",46791.38,46792.38,"Don't mark",3
"7","10010.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",32050.09,32050.87,"Non-canonical syllables",3
"8","10015.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",15216.46,15217.16,"Don't mark",2
"9","10017.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",45986.49,45987.09,"Non-canonical syllables",3
"10","1002.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",36231.5,36232.79,"Non-canonical syllables",2
"11","10024.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36231.93,36233.53,"Non-canonical syllables",2
"12","10031.DB1","","3831_1",44.52,"20190207_135236_024882",34508.62,34509.28,"Non-canonical syllables",3
"13","10034.DB1","Junk","2881_1",46.85,"20181207_135236_025482",48964.85,48965.59,"Don't mark",3
"14","10039.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",5958.86,5959.46,"Non-canonical syllables",3
"15","10040.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",8676.83,8677.85,"Non-canonical syllables",3
"16","10043.DB1","Crying","2881_1",46.85,"20181207_135236_025482",39847.64,39848.26,"Non-canonical syllables",2
"17","10048.DB1","Junk","3831_1",44.52,"20190207_135236_024882",40243.76,40244.75,"None",0
"18","10049.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",34747.75,34748.38,"Non-canonical syllables",2
"19","10052.DB1","Junk","1801_1",44.42,"20190104_125104_022872",13134.25,13135.1,"Don't mark",3
"20","10055.DB1","Canonical","3831_1",44.52,"20190207_135236_024882",24690.12,24691.29,"Don't mark",2
"21","10056.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",699.19,700.42,"None",0
"22","10057.DB1","Junk","1801_1",44.42,"20190104_125104_022872",10603.23,10604.56,"Don't mark",3
"23","10066.DB1","Junk","1801_1",44.42,"20190104_125104_022872",42418.48,42420.38,"Don't mark",3
"24","10067.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39293.55,39294.42,"Non-canonical syllables",3
"25","1007.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",504.47,505.38,"Canonical syllables",3
"26","10071.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",16535.65,16536.67,"Non-canonical syllables",3
"27","10076.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",34778.58,34779.46,"Non-canonical syllables",2
"28","10083.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",26965.53,26966.13,"Non-canonical syllables",3
"29","10084.DB1","Junk","3831_1",44.52,"20190207_135236_024882",14501.28,14501.88,"Canonical syllables",2
"30","10088.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2140.15,2140.82,"Non-canonical syllables",3
"31","1009.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",384.58,385.81,"Non-canonical syllables",2
"32","10093.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36308.06,36308.72,"Non-canonical syllables",3
"33","10098.DB1","Junk","1801_1",44.42,"20190104_125104_022872",5628.67,5629.33,"Don't mark",3
"34","10099.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36243.46,36244.21,"Non-canonical syllables",3
"35","1010.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",29756.89,29757.5,"Non-canonical syllables",2
"36","10100.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",7469.13,7470.17,"Laughing",3
"37","10103.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",43523.67,43524.27,"Non-canonical syllables",3
"38","10104.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",41976.52,41977.12,"Non-canonical syllables",3
"39","10107.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",20092.69,20093.87,"Non-canonical syllables",3
"40","10109.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",28250.85,28252.03,"Non-canonical syllables",3
"41","10113.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",4193.21,4194.3,"Don't mark",2
"42","10115.DB1","Canonical","1801_1",44.42,"20190104_125104_022872",10600.82,10601.67,"Don't mark",3
"43","10116.DB1","Junk","1801_1",44.42,"20190104_125104_022872",42556.79,42557.39,"Don't mark",3
"44","10117.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",27575.69,27577.47,"Non-canonical syllables",2
"45","1012.DB2","Crying","3491_7",16.26,"20180808_111325_024882",6070.88,6071.7,"Non-canonical syllables",3
"46","10128.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",11538.64,11539.68,"Non-canonical syllables",2
"47","10131.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",13893.87,13895.35,"Non-canonical syllables",3
"48","10133.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",856.28,857.83,"Don't mark",3
"49","10134.DB1","Junk","2881_1",46.85,"20181207_135236_025482",36364.13,36365.45,"Don't mark",3
"50","10136.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2191.38,2192.18,"Don't mark",3
"51","10140.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",1508.65,1510.09,"Don't mark",2
"52","10144.DB1","Crying","2881_1",46.85,"20181207_135236_025482",39883.47,39884.19,"Non-canonical syllables",3
"53","1015.DB2","Junk","3491_7",16.26,"20180808_111325_024882",5881.37,5882.14,"Non-canonical syllables",2
"54","10150.DB1","","2881_1",46.85,"20181207_135236_025482",31518.28,31519.26,"Non-canonical syllables",2
"55","10152.DB1","Junk","1801_1",44.42,"20190104_125104_022872",20797.26,20798.26,"Don't mark",3
"56","10154.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",46851.23,46851.83,"Non-canonical syllables",2
"57","10156.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",39622.92,39624.61,"Non-canonical syllables",3
"58","10157.DB1","Crying","3831_1",44.52,"20190207_135236_024882",27567.78,27568.92,"None",0
"59","10161.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",41966.95,41967.56,"Don't mark",3
"60","10162.DB1","Laughing","3831_1",44.52,"20190207_135236_024882",27598.45,27599.05,"Non-canonical syllables",3
"61","10164.DB1","Junk","1801_1",44.42,"20190104_125104_022872",42414.16,42414.98,"Don't mark",3
"62","10168.DB1","","1801_1",44.42,"20190104_125104_022872",11492.39,11493.03,"None",0
"63","1017.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",29480.24,29484.77,"Canonical syllables",3
"64","10172.DB1","Junk","1801_1",44.42,"20190104_125104_022872",830.98,831.83,"Don't mark",3
"65","10175.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",10702.59,10703.2,"Don't mark",3
"66","10177.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",37221.51,37223.72,"Don't mark",2
"67","1018.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",29741.87,29742.95,"Non-canonical syllables",2
"68","10182.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",853.5,855.09,"Don't mark",2
"69","10183.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",11578.8,11579.4,"Don't mark",3
"70","10185.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",8565.29,8568.27,"Non-canonical syllables",3
"71","10193.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",11478.49,11479.09,"Don't mark",3
"72","10195.DB1","Junk","1801_1",44.42,"20190104_125104_022872",636.49,637.62,"Don't mark",3
"73","10197.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",31402.38,31403,"Non-canonical syllables",3
"74","1020.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",23566.53,23567.13,"Non-canonical syllables",3
"75","10201.DB1","Canonical","1801_1",44.42,"20190104_125104_022872",5548.93,5549.94,"Don't mark",3
"76","10202.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",41968.94,41969.54,"Non-canonical syllables",3
"77","10206.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",2351.07,2351.67,"Non-canonical syllables",3
"78","10207.DB1","Canonical","1801_1",44.42,"20190104_125104_022872",13148.3,13149.49,"Don't mark",3
"79","10209.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",37091.1,37091.7,"Non-canonical syllables",2
"80","10215.DB1","","3831_1",44.52,"20190207_135236_024882",39508.48,39509.21,"Non-canonical syllables",3
"81","10216.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",39526.5,39527.1,"Non-canonical syllables",3
"82","10224.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",14013.31,14013.93,"Non-canonical syllables",2
"83","10225.DB1","Laughing","3831_1",44.52,"20190207_135236_024882",27597.05,27597.65,"Non-canonical syllables",3
"84","10232.DB1","","1801_1",44.42,"20190104_125104_022872",2180.96,2181.56,"Non-canonical syllables",3
"85","10233.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",13876.32,13878.06,"Non-canonical syllables",2
"86","10236.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",11558.29,11559.27,"Laughing",3
"87","10239.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",7145.1,7145.7,"Don't mark",2
"88","1024.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",27223.45,27224.77,"Canonical syllables",2
"89","10240.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",27986.73,27987.53,"Non-canonical syllables",3
"90","10245.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36276.87,36277.52,"Non-canonical syllables",3
"91","10249.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",15109.08,15109.68,"Non-canonical syllables",3
"92","10252.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",31580.89,31582.03,"Non-canonical syllables",3
"93","10254.DB1","Junk","1801_1",44.42,"20190104_125104_022872",36778.68,36779.28,"Don't mark",3
"94","10256.DB1","Junk","1801_1",44.42,"20190104_125104_022872",32738.92,32739.52,"Don't mark",2
"95","10258.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",8711.29,8712.89,"None",0
"96","10260.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",33499.28,33500.25,"Non-canonical syllables",3
"97","10261.DB1","Junk","2881_1",46.85,"20181207_135236_025482",37248.39,37249.01,"Canonical syllables",3
"98","10264.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",19970.75,19971.81,"Non-canonical syllables",3
"99","10271.DB1","Crying","3831_1",44.52,"20190207_135236_024882",14235.7,14236.3,"Non-canonical syllables",2
"100","10272.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",46757.47,46758.29,"Don't mark",3
"101","10278.DB1","Junk","1801_1",44.42,"20190104_125104_022872",5636.02,5636.76,"Don't mark",3
"102","1028.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",33331.58,33335.2,"Don't mark",2
"103","10282.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",24459.67,24461.95,"Don't mark",3
"104","10283.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",42099.76,42100.9,"Non-canonical syllables",2
"105","10284.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",8715.42,8717.05,"Non-canonical syllables",3
"106","10286.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",19942.87,19944.21,"Non-canonical syllables",3
"107","10288.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36363.26,36364.13,"Non-canonical syllables",3
"108","10289.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",13779.9,13781.04,"Don't mark",3
"109","10294.DB1","Junk","1801_1",44.42,"20190104_125104_022872",33381.47,33382.1,"Non-canonical syllables",2
"110","10296.DB1","Junk","2881_1",46.85,"20181207_135236_025482",6836.05,6836.65,"Don't mark",3
"111","103.DB2","Junk","3491_7",16.26,"20180808_111325_024882",30203.68,30204.3,"Don't mark",3
"112","1030.DB2","Canonical","3491_7",16.26,"20180808_111325_024882",410.41,411.01,"Non-canonical syllables",3
"113","10301.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",45982.29,45983.07,"Non-canonical syllables",3
"114","10306.DB1","Crying","3831_1",44.52,"20190207_135236_024882",19921.53,19922.94,"Non-canonical syllables",3
"115","10318.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",33315.31,33315.91,"Non-canonical syllables",3
"116","10319.DB1","","1801_1",44.42,"20190104_125104_022872",2190.62,2191.38,"Non-canonical syllables",3
"117","1032.DB2","Laughing","3491_7",16.26,"20180808_111325_024882",10402.42,10403.02,"Non-canonical syllables",2
"118","10320.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39255.04,39255.64,"Don't mark",2
"119","10326.DB1","Canonical","3831_1",44.52,"20190207_135236_024882",39904.16,39904.81,"Don't mark",3
"120","10329.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",45802.76,45803.51,"Non-canonical syllables",3
"121","10334.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",1598.5,1599.86,"Non-canonical syllables",2
"122","10336.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",34749.38,34750.8,"Laughing",2
"123","1034.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",5747.88,5748.48,"Non-canonical syllables",3
"124","10344.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36306.1,36306.99,"Non-canonical syllables",3
"125","10345.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",39616.12,39616.76,"Non-canonical syllables",3
"126","10348.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",13123.74,13124.6,"Don't mark",3
"127","1035.DB2","Junk","3491_7",16.26,"20180808_111325_024882",23447,23447.61,"Don't mark",2
"128","10353.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",20759.33,20760.33,"Don't mark",3
"129","10355.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",2779.55,2780.19,"Non-canonical syllables",3
"130","10358.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39285.29,39286.3,"Non-canonical syllables",3
"131","10362.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36265.54,36266.45,"Non-canonical syllables",3
"132","10365.DB1","Junk","1801_1",44.42,"20190104_125104_022872",763.48,764.19,"Don't mark",3
"133","1037.DB2","Junk","3491_7",16.26,"20180808_111325_024882",31958.55,31959.73,"Don't mark",3
"134","10370.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",46785.14,46786.64,"Crying",2
"135","10372.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",31550,31550.71,"Non-canonical syllables",2
"136","10373.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",7275.75,7276.65,"Don't mark",2
"137","10374.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36221.03,36221.64,"Non-canonical syllables",3
"138","10375.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",14378.6,14379.26,"Non-canonical syllables",3
"139","10377.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",34635.26,34637.48,"Don't mark",3
"140","10383.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39388.86,39389.92,"Non-canonical syllables",2
"141","10384.DB1","Junk","2881_1",46.85,"20181207_135236_025482",6793.91,6794.73,"Don't mark",3
"142","10386.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",48996.81,48998.87,"Non-canonical syllables",3
"143","10387.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2251.87,2253.78,"Canonical syllables",2
"144","10388.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",11512.44,11513.16,"Non-canonical syllables",2
"145","10389.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",13030.27,13031.15,"None",0
"146","10391.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",31446.78,31447.78,"Non-canonical syllables",3
"147","10392.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",34495.34,34495.94,"Non-canonical syllables",3
"148","10393.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",2686.22,2687.31,"Non-canonical syllables",3
"149","10396.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",45816.67,45817.55,"Non-canonical syllables",3
"150","10398.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",10563.88,10564.58,"Don't mark",3
"151","10399.DB1","","2881_1",46.85,"20181207_135236_025482",36735.27,36735.9,"Non-canonical syllables",3
"152","104.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",27089.85,27091.01,"Non-canonical syllables",3
"153","10403.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36922.06,36922.74,"Non-canonical syllables",3
"154","10404.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",45921.39,45922.13,"Non-canonical syllables",2
"155","10405.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",13066.39,13066.99,"Non-canonical syllables",3
"156","10406.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",5753.92,5755.29,"Non-canonical syllables",3
"157","10408.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",46807.56,46808.96,"Non-canonical syllables",3
"158","1041.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",27088.96,27089.85,"Non-canonical syllables",3
"159","10413.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36953.93,36955.01,"Don't mark",3
"160","10415.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2284.03,2285.12,"Non-canonical syllables",3
"161","10416.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",41978.34,41979.19,"Non-canonical syllables",3
"162","10418.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",46654.4,46655.2,"Non-canonical syllables",3
"163","1042.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",30094.91,30096.17,"Canonical syllables",3
"164","10421.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",20698.9,20699.5,"Non-canonical syllables",3
"165","10424.DB1","Junk","3831_1",44.52,"20190207_135236_024882",34318.5,34319.45,"Don't mark",3
"166","10426.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",1540.99,1541.69,"Non-canonical syllables",2
"167","10428.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36330.76,36331.46,"Don't mark",2
"168","10432.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",10557.16,10557.83,"Don't mark",3
"169","10434.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",36235.46,36236.32,"Don't mark",3
"170","10442.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",11530.79,11531.39,"Laughing",2
"171","10446.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",45905.79,45906.39,"Non-canonical syllables",3
"172","10453.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",12948.2,12949.12,"Non-canonical syllables",3
"173","10456.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",31552.53,31553.29,"Non-canonical syllables",3
"174","10458.DB1","Junk","2881_1",46.85,"20181207_135236_025482",39248.89,39249.64,"Non-canonical syllables",3
"175","10463.DB1","Canonical","3831_1",44.52,"20190207_135236_024882",20013.27,20014.49,"Canonical syllables",3
"176","10464.DB1","Junk","2881_1",46.85,"20181207_135236_025482",6846.09,6846.73,"Don't mark",3
"177","10465.DB1","","3831_1",44.52,"20190207_135236_024882",4143.91,4144.53,"Non-canonical syllables",3
"178","10466.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",37213.17,37213.81,"Non-canonical syllables",3
"179","10467.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",11445.92,11446.52,"Laughing",3
"180","10468.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2188.46,2189.2,"Non-canonical syllables",3
"181","10469.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",5621.68,5622.28,"Non-canonical syllables",3
"182","10471.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",20813.2,20813.89,"Don't mark",2
"183","10472.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",8558.74,8559.5,"Non-canonical syllables",3
"184","10473.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",12251.08,12251.71,"Non-canonical syllables",3
"185","10478.DB1","Junk","3831_1",44.52,"20190207_135236_024882",5694.6,5695.85,"Don't mark",3
"186","10482.DB1","Junk","1801_1",44.42,"20190104_125104_022872",20814.94,20815.54,"Don't mark",3
"187","10486.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",20056.33,20057.18,"Non-canonical syllables",3
"188","10487.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",48962.18,48963.18,"Non-canonical syllables",3
"189","10493.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",13061.26,13064.63,"Non-canonical syllables",3
"190","10496.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",16226.63,16227.5,"None",0
"191","10497.DB1","Crying","2881_1",46.85,"20181207_135236_025482",36874.79,36875.5,"Don't mark",3
"192","10498.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",34578.35,34579.31,"Non-canonical syllables",3
"193","10500.DB1","Junk","1801_1",44.42,"20190104_125104_022872",34682.84,34683.44,"Don't mark",3
"194","10502.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",13975.73,13976.34,"Laughing",2
"195","10506.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",8503.53,8504.34,"Don't mark",3
"196","1051.DB2","Junk","3491_7",16.26,"20180808_111325_024882",33475.36,33476.36,"Don't mark",3
"197","10510.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",12276.63,12278.33,"Non-canonical syllables",3
"198","10515.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",39755.69,39757.22,"Non-canonical syllables",3
"199","10516.DB1","Canonical","1801_1",44.42,"20190104_125104_022872",13831.76,13832.44,"Don't mark",3
"200","10517.DB1","Junk","1801_1",44.42,"20190104_125104_022872",20732.9,20733.53,"Don't mark",3
"201","1052.DB2","Non-Canonical","3491_7",16.26,"20180808_111325_024882",30167.73,30168.98,"Don't mark",3
"202","10521.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",11505.87,11506.61,"Non-canonical syllables",2
"203","10522.DB1","Crying","3831_1",44.52,"20190207_135236_024882",7226.23,7226.83,"Non-canonical syllables",3
"204","10527.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",33357.35,33357.99,"Non-canonical syllables",3
"205","10531.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",13907.29,13908.02,"Don't mark",3
"206","10533.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",37172.15,37172.89,"Non-canonical syllables",2
"207","10535.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",12248.91,12249.52,"Non-canonical syllables",3
"208","10536.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2099.05,2099.7,"Non-canonical syllables",3
"209","10538.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",30118.56,30119.21,"Don't mark",3
"210","10542.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",37046.47,37047.19,"Non-canonical syllables",3
"211","10544.DB1","Junk","1801_1",44.42,"20190104_125104_022872",42444.56,42445.51,"Don't mark",3
"212","10546.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39862.83,39863.99,"Non-canonical syllables",3
"213","10547.DB2","Canonical","2931_1",13.4,"20180206_110905_009463",41962.3,41963.43,"Canonical syllables",3
"214","10548.DB1","Junk","1801_1",44.42,"20190104_125104_022872",5618.54,5619.52,"Don't mark",3
"215","10549.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",20816.34,20816.94,"Don't mark",3
"216","10549.DB2","Non-Canonical","2931_1",13.4,"20180206_110905_009463",9722.46,9723.26,"Non-canonical syllables",3
"217","10553.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",24468.83,24469.51,"Non-canonical syllables",2
"218","10555.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",2667.65,2668.5,"Non-canonical syllables",2
"219","10556.DB2","Canonical","2931_1",13.4,"20180206_110905_009463",41846.61,41847.6,"Canonical syllables",3
"220","10557.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39281.44,39282.05,"Non-canonical syllables",3
"221","10558.DB1","","1801_1",44.42,"20190104_125104_022872",46556.17,46556.97,"Don't mark",3
"222","10559.DB2","Canonical","2931_1",13.4,"20180206_110905_009463",41894.54,41895.77,"Don't mark",3
"223","10560.DB1","","1801_1",44.42,"20190104_125104_022872",16224.49,16225.17,"Don't mark",3
"224","10561.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",2086.18,2086.99,"Don't mark",2
"225","10561.DB2","Crying","2931_1",13.4,"20180206_110905_009463",42404.81,42405.41,"Don't mark",3
"226","10563.DB2","Non-Canonical","2931_1",13.4,"20180206_110905_009463",39013.77,39015.77,"Don't mark",3
"227","10564.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",39319.64,39320.24,"Non-canonical syllables",3
"228","10565.DB2","Non-Canonical","2931_1",13.4,"20180206_110905_009463",38911.42,38912.02,"Don't mark",3
"229","10569.DB1","Non-Canonical","2881_1",46.85,"20181207_135236_025482",48948.94,48950.33,"Don't mark",2
"230","1057.DB2","Junk","3491_7",16.26,"20180808_111325_024882",5920.51,5921.11,"Non-canonical syllables",2
"231","10570.DB2","Non-Canonical","2931_1",13.4,"20180206_110905_009463",36620.93,36621.53,"Non-canonical syllables",3
"232","10571.DB1","Crying","3831_1",44.52,"20190207_135236_024882",4172.84,4173.59,"Non-canonical syllables",3
"233","10576.DB1","Junk","2881_1",46.85,"20181207_135236_025482",6974.51,6976.23,"Don't mark",3
"234","10576.DB2","Laughing","2931_1",13.4,"20180206_110905_009463",8147.02,8147.69,"Non-canonical syllables",2
"235","10577.DB1","Non-Canonical","1801_1",44.42,"20190104_125104_022872",13974.25,13974.85,"Non-canonical syllables",3
"236","10577.DB2","","2931_1",13.4,"20180206_110905_009463",31104.58,31105.18,"Non-canonical syllables",3
"237","10578.DB1","Crying","3831_1",44.52,"20190207_135236_024882",24463.07,24463.7,"Non-canonical syllables",3
"238","10581.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",13878.06,13879.06,"Don't mark",3
"239","10583.DB1","Non-Canonical","3831_1",44.52,"20190207_135236_024882",28149.19,28150.19,"Non-canonical syllables",2
"240","10584.DB1","Laughing","1801_1",44.42,"20190104_125104_022872",1623.18,1624.26,"Laughing",3
"241","10586.DB2","Non-Canonical","2931_1",13.4,"20180206_110905_009463",36313.42,36314.65,"Don't mark",3
"242","10587.DB2","Non-Canonical","2931_1",13.4,"20180206_110905_009463",43276.32,43278.03,"Non-canonical syllables",2
