IDX,Answer,Age,Childkey,AudioData,ChildID,ITS,months
47,Non-Canonical,2014,5D704B7D0000332F,0140058879.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
48,Non-Canonical,2014,5D704B7D0000332F,0140058879.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
49,Laughing,2014,5D704B7D0000332F,0146638831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
50,Laughing,2014,5D704B7D0000332F,0146638831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
51,Laughing,2014,5D704B7D0000332F,0146638831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
52,Non-Canonical,2014,5D704B7D0000332F,0146638831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
53,Junk,2014,5D704B7D0000332F,0160783265.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
54,Junk,2014,5D704B7D0000332F,0160783265.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
55,Junk,2014,5D704B7D0000332F,0160783265.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
56,Junk,2014,5D704B7D0000332F,0160783265.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
57,Non-Canonical,2014,5D704B7D0000332F,0160984369.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
58,Non-Canonical,2014,5D704B7D0000332F,0160984369.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
59,Canonical,2014,5D704B7D0000332F,0160984369.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
60,Laughing,2014,5D704B7D0000332F,0162062975.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
61,Non-Canonical,2014,5D704B7D0000332F,0162062975.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
62,Laughing,2014,5D704B7D0000332F,0162062975.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
63,Junk,2014,5D704B7D0000332F,0165120880.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
64,Junk,2014,5D704B7D0000332F,0165120880.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
65,Junk,2014,5D704B7D0000332F,0165120880.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
66,Canonical,2014,5D704B7D0000332F,0169334324.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
67,Junk,2014,5D704B7D0000332F,0174283873.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
68,Non-Canonical,2014,5D704B7D0000332F,0174837084.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
69,Non-Canonical,2014,5D704B7D0000332F,0174837084.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
70,Non-Canonical,2014,5D704B7D0000332F,0174837084.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
71,Junk,2014,5D704B7D0000332F,0187732720.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
72,Junk,2014,5D704B7D0000332F,0187732720.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
73,Junk,2014,5D704B7D0000332F,0187732720.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
74,Canonical,2014,5D704B7D0000332F,0198844597.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
75,Canonical,2014,5D704B7D0000332F,0198844597.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
76,Canonical,2014,5D704B7D0000332F,0198844597.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
77,Canonical,2014,5D704B7D0000332F,0198844597.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
78,Junk,2014,5D704B7D0000332F,0205007650.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
79,Junk,2014,5D704B7D0000332F,0206453674.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
80,Junk,2014,5D704B7D0000332F,0212113033.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
81,Junk,2014,5D704B7D0000332F,0212113033.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
82,Junk,2014,5D704B7D0000332F,0212113033.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
83,Canonical,2014,5D704B7D0000332F,0214821989.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
84,Canonical,2014,5D704B7D0000332F,0214821989.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
85,Canonical,2014,5D704B7D0000332F,0214821989.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
86,Non-Canonical,2014,5D704B7D0000332F,0216079145.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
87,Crying,2014,5D704B7D0000332F,0216079145.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
88,Junk,2014,5D704B7D0000332F,0218326434.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
89,Junk,2014,5D704B7D0000332F,0218326434.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
90,Junk,2014,5D704B7D0000332F,0218326434.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
91,Non-Canonical,2014,5D704B7D0000332F,0221243664.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
92,Non-Canonical,2014,5D704B7D0000332F,0221243664.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
93,Canonical,2014,5D704B7D0000332F,0238904320.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
94,Canonical,2014,5D704B7D0000332F,0249632800.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
95,Canonical,2014,5D704B7D0000332F,0254490813.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
96,Canonical,2014,5D704B7D0000332F,0254490813.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
97,Canonical,2014,5D704B7D0000332F,0254490813.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
98,Non-Canonical,2014,5D704B7D0000332F,0255479207.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
99,Non-Canonical,2014,5D704B7D0000332F,0255479207.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
100,Non-Canonical,2014,5D704B7D0000332F,0255479207.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
101,Crying,2014,5D704B7D0000332F,0266251741.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
102,Crying,2014,5D704B7D0000332F,0266251741.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
103,Canonical,2014,5D704B7D0000332F,0270740828.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
104,Canonical,2014,5D704B7D0000332F,0270740828.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
105,Non-Canonical,2014,5D704B7D0000332F,0270740828.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
106,Canonical,2014,5D704B7D0000332F,0275604413.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
107,Canonical,2014,5D704B7D0000332F,0275604413.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
108,Laughing,2014,5D704B7D0000332F,0275604413.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
109,Non-Canonical,2014,5D704B7D0000332F,0275790897.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
110,Non-Canonical,2014,5D704B7D0000332F,0278770971.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
111,Junk,2014,5D704B7D0000332F,0292986229.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
112,Non-Canonical,2014,5D704B7D0000332F,0294621456.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
113,Canonical,2014,5D704B7D0000332F,0294621456.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
114,Non-Canonical,2014,5D704B7D0000332F,0294881853.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
115,Non-Canonical,2014,5D704B7D0000332F,0294881853.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
116,Non-Canonical,2014,5D704B7D0000332F,0298338682.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
117,Non-Canonical,2014,5D704B7D0000332F,0298338682.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
118,Junk,2014,5D704B7D0000332F,0311365510.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
119,Canonical,2014,5D704B7D0000332F,0312303650.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
120,Canonical,2014,5D704B7D0000332F,0312303650.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
121,Laughing,2014,5D704B7D0000332F,0312303650.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
122,Canonical,2014,5D704B7D0000332F,0316055169.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
123,Canonical,2014,5D704B7D0000332F,0316055169.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
124,Non-Canonical,2014,5D704B7D0000332F,0316055169.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
125,Junk,2014,5D704B7D0000332F,0317439000.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
126,Junk,2014,5D704B7D0000332F,0317439000.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
127,Junk,2014,5D704B7D0000332F,0322648234.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
128,Junk,2014,5D704B7D0000332F,0322648234.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
129,Junk,2014,5D704B7D0000332F,0322648234.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
130,Laughing,2014,5D704B7D0000332F,0325770806.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
131,Non-Canonical,2014,5D704B7D0000332F,0325770806.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
132,Canonical,2014,5D704B7D0000332F,0328829611.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
133,Non-Canonical,2014,5D704B7D0000332F,0328829611.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
134,Junk,2014,5D704B7D0000332F,0329516244.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
135,Junk,2014,5D704B7D0000332F,0329516244.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
136,Canonical,2014,5D704B7D0000332F,0331852552.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
137,Crying,2014,5D704B7D0000332F,0331852552.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
138,Canonical,2014,5D704B7D0000332F,0331852552.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
139,Junk,2014,5D704B7D0000332F,0333187563.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
140,Non-Canonical,2014,5D704B7D0000332F,0334816672.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
141,Junk,2014,5D704B7D0000332F,0336348057.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
142,Junk,2014,5D704B7D0000332F,0336348057.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
143,Canonical,2014,5D704B7D0000332F,0337215695.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
144,Canonical,2014,5D704B7D0000332F,0337215695.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
145,Non-Canonical,2014,5D704B7D0000332F,0337215695.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
146,Laughing,2014,5D704B7D0000332F,0337215695.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
147,Junk,2014,5D704B7D0000332F,0337215695.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
148,Non-Canonical,2014,5D704B7D0000332F,0352546642.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
149,Canonical,2014,5D704B7D0000332F,0352546642.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
150,Junk,2014,5D704B7D0000332F,0356018776.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
151,Junk,2014,5D704B7D0000332F,0356018776.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
152,Junk,2014,5D704B7D0000332F,0356018776.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
153,Junk,2014,5D704B7D0000332F,0356018776.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
154,Junk,2014,5D704B7D0000332F,0359603391.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
155,Junk,2014,5D704B7D0000332F,0359603391.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
156,Junk,2014,5D704B7D0000332F,0359603391.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
157,Junk,2014,5D704B7D0000332F,0359603391.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
158,Junk,2014,5D704B7D0000332F,0371692471.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
159,Canonical,2014,5D704B7D0000332F,0376597064.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
160,Canonical,2014,5D704B7D0000332F,0376597064.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
161,Canonical,2014,5D704B7D0000332F,0376597064.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
162,Canonical,2014,5D704B7D0000332F,0378046716.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
163,Canonical,2014,5D704B7D0000332F,0378046716.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
164,Canonical,2014,5D704B7D0000332F,0378046716.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
165,Canonical,2014,5D704B7D0000332F,0378046716.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
166,Junk,2014,5D704B7D0000332F,0380967920.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
167,Junk,2014,5D704B7D0000332F,0380967920.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
168,Canonical,2014,5D704B7D0000332F,0384455240.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
169,Canonical,2014,5D704B7D0000332F,0384455240.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
170,Canonical,2014,5D704B7D0000332F,0384455240.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
171,Canonical,2014,5D704B7D0000332F,0384455240.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
172,Junk,2014,5D704B7D0000332F,0389425813.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
173,Junk,2014,5D704B7D0000332F,0389425813.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
174,Junk,2014,5D704B7D0000332F,0389425813.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
175,Canonical,2014,5D704B7D0000332F,0394738905.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
176,Non-Canonical,2014,5D704B7D0000332F,0397679867.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
177,Canonical,2014,5D704B7D0000332F,0397679867.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
178,Canonical,2014,5D704B7D0000332F,0397679867.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
179,Junk,2014,5D704B7D0000332F,0400355277.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
180,Junk,2014,5D704B7D0000332F,0400355277.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
181,Junk,2014,5D704B7D0000332F,0401622508.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
182,Junk,2014,5D704B7D0000332F,0401622508.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
183,Junk,2014,5D704B7D0000332F,0401781831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
184,Laughing,2014,5D704B7D0000332F,0401781831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
185,Junk,2014,5D704B7D0000332F,0401781831.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
186,Canonical,2014,5D704B7D0000332F,0403340721.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
187,Junk,2014,5D704B7D0000332F,0403340721.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
188,Junk,2014,5D704B7D0000332F,0403763629.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
189,Junk,2014,5D704B7D0000332F,0403763629.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
190,Junk,2014,5D704B7D0000332F,0403763629.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
191,Junk,2014,5D704B7D0000332F,0407581848.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
192,Junk,2014,5D704B7D0000332F,0407581848.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
193,Junk,2014,5D704B7D0000332F,0408476883.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
194,Non-Canonical,2014,5D704B7D0000332F,0408533310.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
195,Canonical,2014,5D704B7D0000332F,0408533310.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
196,Non-Canonical,2014,5D704B7D0000332F,0408533310.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
197,Non-Canonical,2014,5D704B7D0000332F,0413164431.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
198,Junk,2014,5D704B7D0000332F,0413164431.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
199,Junk,2014,5D704B7D0000332F,0414095864.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
200,Junk,2014,5D704B7D0000332F,0414095864.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
201,Junk,2014,5D704B7D0000332F,0414095864.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
202,Crying,2014,5D704B7D0000332F,0417927996.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
203,Canonical,2014,5D704B7D0000332F,0417927996.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
204,Canonical,2014,5D704B7D0000332F,0422723892.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
205,Canonical,2014,5D704B7D0000332F,0422723892.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
206,Canonical,2014,5D704B7D0000332F,0422723892.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
207,Junk,2014,5D704B7D0000332F,0435351220.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
208,Canonical,2014,5D704B7D0000332F,0435944015.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
209,Laughing,2014,5D704B7D0000332F,0435944015.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
210,Non-Canonical,2014,5D704B7D0000332F,0435944015.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
211,Junk,2014,5D704B7D0000332F,0436907318.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
212,Junk,2014,5D704B7D0000332F,0436907318.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
213,Junk,2014,5D704B7D0000332F,0436907318.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
214,Laughing,2014,5D704B7D0000332F,0455410445.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
215,Laughing,2014,5D704B7D0000332F,0455410445.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
216,Junk,2014,5D704B7D0000332F,0460282519.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
217,Junk,2014,5D704B7D0000332F,0460282519.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
218,Junk,2014,5D704B7D0000332F,0460282519.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
219,Non-Canonical,2014,5D704B7D0000332F,0463118004.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
220,Non-Canonical,2014,5D704B7D0000332F,0463118004.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
221,Canonical,2014,5D704B7D0000332F,0463118004.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
222,Laughing,2014,5D704B7D0000332F,0463543273.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
223,Laughing,2014,5D704B7D0000332F,0463543273.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
224,Laughing,2014,5D704B7D0000332F,0463543273.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
225,Junk,2014,5D704B7D0000332F,0469127485.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
226,Junk,2014,5D704B7D0000332F,0469127485.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
227,Junk,2014,5D704B7D0000332F,0469127485.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
228,Non-Canonical,2014,5D704B7D0000332F,0472339899.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
229,Junk,2014,5D704B7D0000332F,0472339899.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
230,Junk,2014,5D704B7D0000332F,0472339899.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
231,Non-Canonical,2014,5D704B7D0000332F,0478512513.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
232,Junk,2014,5D704B7D0000332F,0478512513.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
233,Canonical,2014,5D704B7D0000332F,0478512513.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
234,Junk,2014,5D704B7D0000332F,0484101338.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
235,Canonical,2014,5D704B7D0000332F,0486158294.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
236,Canonical,2014,5D704B7D0000332F,0486158294.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
237,Canonical,2014,5D704B7D0000332F,0486676124.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
238,Canonical,2014,5D704B7D0000332F,0498467796.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
239,Canonical,2014,5D704B7D0000332F,0498467796.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
240,Laughing,2014,5D704B7D0000332F,0498467796.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
241,Crying,2014,5D704B7D0000332F,0500546620.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
242,Junk,2014,5D704B7D0000332F,0500649122.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
243,Junk,2014,5D704B7D0000332F,0500649122.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
244,Non-Canonical,2014,5D704B7D0000332F,0503530779.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
245,Non-Canonical,2014,5D704B7D0000332F,0503530779.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
246,Canonical,2014,5D704B7D0000332F,0511693650.mp3,5D704B7D0000332F,e20190820_094905_013103.its,66
