idx,corpus,ChildID,AudioData,Age,child_gender,ID_cor
139,Casillas-Yeli,F07,0808946987.mp3,1.0,F,F07Casillas-Yeli
140,Casillas-Yeli,F07,0428524796.mp3,1.0,F,F07Casillas-Yeli
141,Casillas-Yeli,F07,0520621268.mp3,1.0,F,F07Casillas-Yeli
142,Casillas-Yeli,F07,0601217468.mp3,1.0,F,F07Casillas-Yeli
143,Casillas-Yeli,F07,0907815668.mp3,1.0,F,F07Casillas-Yeli
144,Casillas-Yeli,F07,0281670769.mp3,1.0,F,F07Casillas-Yeli
145,Casillas-Yeli,F07,0747353235.mp3,1.0,F,F07Casillas-Yeli
146,Casillas-Yeli,F07,0912795363.mp3,1.0,F,F07Casillas-Yeli
147,Casillas-Yeli,F07,0321766161.mp3,1.0,F,F07Casillas-Yeli
148,Casillas-Yeli,F07,0904020588.mp3,1.0,F,F07Casillas-Yeli
149,Casillas-Yeli,F07,0689132416.mp3,1.0,F,F07Casillas-Yeli
150,Casillas-Yeli,F07,0213265064.mp3,1.0,F,F07Casillas-Yeli
151,Casillas-Yeli,F07,0331123187.mp3,1.0,F,F07Casillas-Yeli
152,Casillas-Yeli,F07,0439256900.mp3,1.0,F,F07Casillas-Yeli
153,Casillas-Yeli,F07,0684208047.mp3,1.0,F,F07Casillas-Yeli
154,Casillas-Yeli,F07,0276745130.mp3,1.0,F,F07Casillas-Yeli
155,Casillas-Yeli,F07,0576938733.mp3,1.0,F,F07Casillas-Yeli
156,Casillas-Yeli,F07,0288463859.mp3,1.0,F,F07Casillas-Yeli
157,Casillas-Yeli,F07,0807763413.mp3,1.0,F,F07Casillas-Yeli
158,Casillas-Yeli,F07,0695974483.mp3,1.0,F,F07Casillas-Yeli
159,Casillas-Yeli,F07,0782957285.mp3,1.0,F,F07Casillas-Yeli
160,Casillas-Yeli,F07,0598072557.mp3,1.0,F,F07Casillas-Yeli
161,Casillas-Yeli,F07,0292774553.mp3,1.0,F,F07Casillas-Yeli
162,Casillas-Yeli,F07,0400321249.mp3,1.0,F,F07Casillas-Yeli
163,Casillas-Yeli,F07,0584818396.mp3,1.0,F,F07Casillas-Yeli
164,Casillas-Yeli,F07,0939706877.mp3,1.0,F,F07Casillas-Yeli
165,Casillas-Yeli,F07,0750690582.mp3,1.0,F,F07Casillas-Yeli
166,Casillas-Yeli,F07,0520634504.mp3,1.0,F,F07Casillas-Yeli
167,Casillas-Yeli,F07,0808671467.mp3,1.0,F,F07Casillas-Yeli
168,Casillas-Yeli,F07,0482516670.mp3,1.0,F,F07Casillas-Yeli
169,Casillas-Yeli,F07,0566558793.mp3,1.0,F,F07Casillas-Yeli
170,Casillas-Yeli,F07,0874023841.mp3,1.0,F,F07Casillas-Yeli
171,Casillas-Yeli,F07,0849780031.mp3,1.0,F,F07Casillas-Yeli
172,Casillas-Yeli,F07,0897659816.mp3,1.0,F,F07Casillas-Yeli
173,Casillas-Yeli,F07,0661625415.mp3,1.0,F,F07Casillas-Yeli
174,Casillas-Yeli,F07,0547779832.mp3,1.0,F,F07Casillas-Yeli
175,Casillas-Yeli,F07,0886729485.mp3,1.0,F,F07Casillas-Yeli
176,Casillas-Yeli,F07,0536245947.mp3,1.0,F,F07Casillas-Yeli
177,Casillas-Yeli,F07,0904661149.mp3,1.0,F,F07Casillas-Yeli
178,Casillas-Yeli,F07,0160373779.mp3,1.0,F,F07Casillas-Yeli
179,Casillas-Yeli,F07,0760588452.mp3,1.0,F,F07Casillas-Yeli
180,Casillas-Yeli,F07,0659533292.mp3,1.0,F,F07Casillas-Yeli
181,Casillas-Yeli,F07,0360636672.mp3,1.0,F,F07Casillas-Yeli
182,Casillas-Yeli,F07,0617018461.mp3,1.0,F,F07Casillas-Yeli
183,Casillas-Yeli,F07,0307265430.mp3,1.0,F,F07Casillas-Yeli
184,Casillas-Yeli,F07,0519384555.mp3,1.0,F,F07Casillas-Yeli
185,Casillas-Yeli,F07,0722400120.mp3,1.0,F,F07Casillas-Yeli
186,Casillas-Yeli,F07,0718963066.mp3,1.0,F,F07Casillas-Yeli
187,Casillas-Yeli,F07,0575769916.mp3,1.0,F,F07Casillas-Yeli
188,Casillas-Yeli,F07,0683541543.mp3,1.0,F,F07Casillas-Yeli
189,Casillas-Yeli,F07,0608483553.mp3,1.0,F,F07Casillas-Yeli
190,Casillas-Yeli,F07,0522361547.mp3,1.0,F,F07Casillas-Yeli
191,Casillas-Yeli,F07,0174775869.mp3,1.0,F,F07Casillas-Yeli
192,Casillas-Yeli,F07,0519024557.mp3,1.0,F,F07Casillas-Yeli
193,Casillas-Yeli,F07,0781994775.mp3,1.0,F,F07Casillas-Yeli
194,Casillas-Yeli,F07,0374950520.mp3,1.0,F,F07Casillas-Yeli
195,Casillas-Yeli,F07,0743121923.mp3,1.0,F,F07Casillas-Yeli
196,Casillas-Yeli,F07,0850289559.mp3,1.0,F,F07Casillas-Yeli
197,Casillas-Yeli,F07,0702503222.mp3,1.0,F,F07Casillas-Yeli
198,Casillas-Yeli,F07,0745148932.mp3,1.0,F,F07Casillas-Yeli
199,Casillas-Yeli,F07,0713092592.mp3,1.0,F,F07Casillas-Yeli
200,Casillas-Yeli,F07,0893630390.mp3,1.0,F,F07Casillas-Yeli
201,Casillas-Yeli,F07,0161283608.mp3,1.0,F,F07Casillas-Yeli
202,Casillas-Yeli,F07,0846131154.mp3,1.0,F,F07Casillas-Yeli
203,Casillas-Yeli,F07,0880271831.mp3,1.0,F,F07Casillas-Yeli
204,Casillas-Yeli,F07,0378042396.mp3,1.0,F,F07Casillas-Yeli
205,Casillas-Yeli,F07,0962335167.mp3,1.0,F,F07Casillas-Yeli
206,Casillas-Yeli,F07,0842288460.mp3,1.0,F,F07Casillas-Yeli
207,Casillas-Yeli,F07,0763045529.mp3,1.0,F,F07Casillas-Yeli
208,Casillas-Yeli,F07,0435029635.mp3,1.0,F,F07Casillas-Yeli
209,Casillas-Yeli,F07,0932453734.mp3,1.0,F,F07Casillas-Yeli
210,Casillas-Yeli,F07,0769922320.mp3,1.0,F,F07Casillas-Yeli
211,Casillas-Yeli,F07,0404765642.mp3,1.0,F,F07Casillas-Yeli
212,Casillas-Yeli,F07,0844717932.mp3,1.0,F,F07Casillas-Yeli
213,Casillas-Yeli,F07,0388265203.mp3,1.0,F,F07Casillas-Yeli
214,Casillas-Yeli,F07,0179600620.mp3,1.0,F,F07Casillas-Yeli
215,Casillas-Yeli,F07,0660131456.mp3,1.0,F,F07Casillas-Yeli
216,Casillas-Yeli,F07,0217881562.mp3,1.0,F,F07Casillas-Yeli
217,Casillas-Yeli,F07,0113755898.mp3,1.0,F,F07Casillas-Yeli
218,Casillas-Yeli,F07,0552463967.mp3,1.0,F,F07Casillas-Yeli
219,Casillas-Yeli,F07,0920941522.mp3,1.0,F,F07Casillas-Yeli
220,Casillas-Yeli,F07,0495680777.mp3,1.0,F,F07Casillas-Yeli
221,Casillas-Yeli,F07,0640269197.mp3,1.0,F,F07Casillas-Yeli
222,Casillas-Yeli,F10,0973688412.mp3,17.0,M,F10Casillas-Yeli
223,Casillas-Yeli,F10,0454396044.mp3,17.0,M,F10Casillas-Yeli
224,Casillas-Yeli,F10,0120329397.mp3,17.0,M,F10Casillas-Yeli
225,Casillas-Yeli,F10,0918993041.mp3,17.0,M,F10Casillas-Yeli
226,Casillas-Yeli,F10,0715482772.mp3,17.0,M,F10Casillas-Yeli
227,Casillas-Yeli,F10,0163913605.mp3,17.0,M,F10Casillas-Yeli
228,Casillas-Yeli,F10,0918126470.mp3,17.0,M,F10Casillas-Yeli
229,Casillas-Yeli,F10,0384162756.mp3,17.0,M,F10Casillas-Yeli
230,Casillas-Yeli,F10,0388873636.mp3,17.0,M,F10Casillas-Yeli
231,Casillas-Yeli,F10,0679925550.mp3,17.0,M,F10Casillas-Yeli
232,Casillas-Yeli,F10,0415682234.mp3,17.0,M,F10Casillas-Yeli
233,Casillas-Yeli,F10,0300240182.mp3,17.0,M,F10Casillas-Yeli
234,Casillas-Yeli,F10,0825028017.mp3,17.0,M,F10Casillas-Yeli
235,Casillas-Yeli,F10,0312309319.mp3,17.0,M,F10Casillas-Yeli
236,Casillas-Yeli,F10,0820376970.mp3,17.0,M,F10Casillas-Yeli
237,Casillas-Yeli,F10,0578452183.mp3,17.0,M,F10Casillas-Yeli
238,Casillas-Yeli,F10,0723386673.mp3,17.0,M,F10Casillas-Yeli
239,Casillas-Yeli,F10,0690189220.mp3,17.0,M,F10Casillas-Yeli
240,Casillas-Yeli,F10,0766613150.mp3,17.0,M,F10Casillas-Yeli
241,Casillas-Yeli,F10,0241399076.mp3,17.0,M,F10Casillas-Yeli
242,Casillas-Yeli,F10,0291360397.mp3,17.0,M,F10Casillas-Yeli
243,Casillas-Yeli,F10,0551984803.mp3,17.0,M,F10Casillas-Yeli
244,Casillas-Yeli,F10,0104769593.mp3,17.0,M,F10Casillas-Yeli
245,Casillas-Yeli,F10,0370433629.mp3,17.0,M,F10Casillas-Yeli
246,Casillas-Yeli,F10,0251896467.mp3,17.0,M,F10Casillas-Yeli
247,Casillas-Yeli,F10,0468648608.mp3,17.0,M,F10Casillas-Yeli
248,Casillas-Yeli,F10,0886152771.mp3,17.0,M,F10Casillas-Yeli
249,Casillas-Yeli,F10,0879634833.mp3,17.0,M,F10Casillas-Yeli
250,Casillas-Yeli,F10,0859007156.mp3,17.0,M,F10Casillas-Yeli
251,Casillas-Yeli,F10,0211226347.mp3,17.0,M,F10Casillas-Yeli
252,Casillas-Yeli,F10,0867822349.mp3,17.0,M,F10Casillas-Yeli
253,Casillas-Yeli,F10,0883357420.mp3,17.0,M,F10Casillas-Yeli
254,Casillas-Yeli,F10,0563283057.mp3,17.0,M,F10Casillas-Yeli
255,Casillas-Yeli,F10,0820915687.mp3,17.0,M,F10Casillas-Yeli
256,Casillas-Yeli,F10,0930238434.mp3,17.0,M,F10Casillas-Yeli
257,Casillas-Yeli,F10,0433583422.mp3,17.0,M,F10Casillas-Yeli
258,Casillas-Yeli,F10,0670044888.mp3,17.0,M,F10Casillas-Yeli
259,Casillas-Yeli,F10,0873888199.mp3,17.0,M,F10Casillas-Yeli
260,Casillas-Yeli,F10,0377105450.mp3,17.0,M,F10Casillas-Yeli
261,Casillas-Yeli,F10,0399260867.mp3,17.0,M,F10Casillas-Yeli
262,Casillas-Yeli,F10,0113672032.mp3,17.0,M,F10Casillas-Yeli
263,Casillas-Yeli,F10,0590321089.mp3,17.0,M,F10Casillas-Yeli
264,Casillas-Yeli,F10,0512952745.mp3,17.0,M,F10Casillas-Yeli
265,Casillas-Yeli,F10,0559998930.mp3,17.0,M,F10Casillas-Yeli
266,Casillas-Yeli,F10,0476472792.mp3,17.0,M,F10Casillas-Yeli
267,Casillas-Yeli,F10,0648610525.mp3,17.0,M,F10Casillas-Yeli
268,Casillas-Yeli,F10,0428242014.mp3,17.0,M,F10Casillas-Yeli
269,Casillas-Yeli,F10,0468320283.mp3,17.0,M,F10Casillas-Yeli
270,Casillas-Yeli,F10,0678944155.mp3,17.0,M,F10Casillas-Yeli
271,Casillas-Yeli,F10,0215408529.mp3,17.0,M,F10Casillas-Yeli
272,Casillas-Yeli,F10,0538965411.mp3,17.0,M,F10Casillas-Yeli
273,Casillas-Yeli,F10,0519746647.mp3,17.0,M,F10Casillas-Yeli
274,Casillas-Yeli,F10,0256724145.mp3,17.0,M,F10Casillas-Yeli
275,Casillas-Yeli,F10,0728867140.mp3,17.0,M,F10Casillas-Yeli
276,Casillas-Yeli,F10,0423607813.mp3,17.0,M,F10Casillas-Yeli
277,Casillas-Yeli,F10,0375824550.mp3,17.0,M,F10Casillas-Yeli
278,Casillas-Yeli,F10,0105093107.mp3,17.0,M,F10Casillas-Yeli
279,Casillas-Yeli,F10,0289505009.mp3,17.0,M,F10Casillas-Yeli
280,Casillas-Yeli,F10,0533324223.mp3,17.0,M,F10Casillas-Yeli
281,Casillas-Yeli,F10,0172512484.mp3,17.0,M,F10Casillas-Yeli
282,Casillas-Yeli,F10,0361644012.mp3,17.0,M,F10Casillas-Yeli
283,Casillas-Yeli,F10,0432810289.mp3,17.0,M,F10Casillas-Yeli
284,Casillas-Yeli,F10,0291832954.mp3,17.0,M,F10Casillas-Yeli
285,Casillas-Yeli,F10,0322920397.mp3,17.0,M,F10Casillas-Yeli
286,Casillas-Yeli,F10,0652610980.mp3,17.0,M,F10Casillas-Yeli
287,Casillas-Yeli,F10,0384893802.mp3,17.0,M,F10Casillas-Yeli
288,Casillas-Yeli,F10,0782894663.mp3,17.0,M,F10Casillas-Yeli
289,Casillas-Yeli,F10,0632405173.mp3,17.0,M,F10Casillas-Yeli
290,Casillas-Yeli,F10,0417745108.mp3,17.0,M,F10Casillas-Yeli
291,Casillas-Yeli,F10,0428626333.mp3,17.0,M,F10Casillas-Yeli
292,Casillas-Yeli,F10,0859292191.mp3,17.0,M,F10Casillas-Yeli
293,Casillas-Yeli,F10,0212683492.mp3,17.0,M,F10Casillas-Yeli
294,Casillas-Yeli,F10,0386742344.mp3,17.0,M,F10Casillas-Yeli
295,Casillas-Yeli,F10,0820299432.mp3,17.0,M,F10Casillas-Yeli
296,Casillas-Yeli,F10,0500833146.mp3,17.0,M,F10Casillas-Yeli
297,Casillas-Yeli,F10,0695273202.mp3,17.0,M,F10Casillas-Yeli
298,Casillas-Yeli,F10,0988936253.mp3,17.0,M,F10Casillas-Yeli
299,Casillas-Yeli,F10,0677150866.mp3,17.0,M,F10Casillas-Yeli
300,Casillas-Yeli,F10,0723360682.mp3,17.0,M,F10Casillas-Yeli
301,Casillas-Yeli,F10,0344394550.mp3,17.0,M,F10Casillas-Yeli
302,Casillas-Yeli,F10,0368104777.mp3,17.0,M,F10Casillas-Yeli
303,Casillas-Yeli,F10,0449987675.mp3,17.0,M,F10Casillas-Yeli
304,Casillas-Yeli,F10,0716609925.mp3,17.0,M,F10Casillas-Yeli
305,Casillas-Yeli,F10,0799775685.mp3,17.0,M,F10Casillas-Yeli
306,Casillas-Yeli,F10,0333589476.mp3,17.0,M,F10Casillas-Yeli
307,Casillas-Yeli,F10,0231404806.mp3,17.0,M,F10Casillas-Yeli
308,Casillas-Yeli,F10,0716663114.mp3,17.0,M,F10Casillas-Yeli
309,Casillas-Yeli,F10,0557732278.mp3,17.0,M,F10Casillas-Yeli
310,Casillas-Yeli,F10,0782576873.mp3,17.0,M,F10Casillas-Yeli
311,Casillas-Yeli,F10,0134677118.mp3,17.0,M,F10Casillas-Yeli
312,Casillas-Yeli,F10,0792002904.mp3,17.0,M,F10Casillas-Yeli
313,Casillas-Yeli,F10,0214813737.mp3,17.0,M,F10Casillas-Yeli
314,Casillas-Yeli,F10,0704941004.mp3,17.0,M,F10Casillas-Yeli
315,Casillas-Yeli,F10,0350189797.mp3,17.0,M,F10Casillas-Yeli
316,Casillas-Yeli,F10,0285660679.mp3,17.0,M,F10Casillas-Yeli
317,Casillas-Yeli,F10,0759153422.mp3,17.0,M,F10Casillas-Yeli
318,Casillas-Yeli,F10,0469562419.mp3,17.0,M,F10Casillas-Yeli
319,Casillas-Yeli,F10,0434431934.mp3,17.0,M,F10Casillas-Yeli
320,Casillas-Yeli,F10,0515256609.mp3,17.0,M,F10Casillas-Yeli
321,Casillas-Yeli,F10,0481705407.mp3,17.0,M,F10Casillas-Yeli
322,Casillas-Yeli,F10,0538251722.mp3,17.0,M,F10Casillas-Yeli
323,Casillas-Yeli,F10,0115444385.mp3,17.0,M,F10Casillas-Yeli
324,Casillas-Yeli,F10,0980442660.mp3,17.0,M,F10Casillas-Yeli
325,Casillas-Yeli,F10,0375041036.mp3,17.0,M,F10Casillas-Yeli
326,Casillas-Yeli,F10,0464741849.mp3,17.0,M,F10Casillas-Yeli
327,Casillas-Yeli,F10,0746357886.mp3,17.0,M,F10Casillas-Yeli
328,Casillas-Yeli,F10,0681034897.mp3,17.0,M,F10Casillas-Yeli
329,Casillas-Yeli,F10,0542339303.mp3,17.0,M,F10Casillas-Yeli
