AudioData	ChildID	Age	ITS
6776801024	597AF778000332AR	917	e20170714_182735_013104
0442495200	597AF778000332AR	917	e20170714_182735_013104
5328588180	597AF778000332AR	917	e20170714_182735_013104
5940028036	597AF778000332AR	917	e20170714_182735_013104
5903508451	597AF778000332AR	917	e20170714_182735_013104
2207144835	597AF778000332AR	917	e20170714_182735_013104
2153925575	597AF778000332AR	917	e20170714_182735_013104
1830468957	597AF778000332AR	917	e20170714_182735_013104
3177336621	597AF778000332AR	917	e20170714_182735_013104
9404600878	597AF778000332AR	917	e20170714_182735_013104
3322919633	597AF778000332AR	917	e20170714_182735_013104
6834912051	597AF778000332AR	917	e20170714_182735_013104
4705332536	597AF778000332AR	917	e20170714_182735_013104
1670593165	597AF778000332AR	917	e20170714_182735_013104
3432731302	597AF778000332AR	917	e20170714_182735_013104
4817597014	597AF778000332AR	917	e20170714_182735_013104
5410636102	597AF778000332AR	917	e20170714_182735_013104
9146027959	597AF778000332AR	917	e20170714_182735_013104
7682493888	597AF778000332AR	917	e20170714_182735_013104
9900493828	597AF778000332AR	917	e20170714_182735_013104
1098805401	597AF778000332AR	917	e20170714_182735_013104
0389760809	597AF778000332AR	917	e20170714_182735_013104
0727558400	597AF778000332AR	917	e20170714_182735_013104
9073004830	597AF778000332AR	917	e20170714_182735_013104
0686040965	597AF778000332AR	917	e20170714_182735_013104
8163834212	597AF778000332AR	917	e20170714_182735_013104
1016605365	597AF778000332AR	917	e20170714_182735_013104
4316358281	597AF778000332AR	917	e20170714_182735_013104
8242296025	597AF778000332AR	917	e20170714_182735_013104
7162345841	597AF778000332AR	917	e20170714_182735_013104
7817536235	597AF778000332AR	917	e20170714_182735_013104
2755592066	597AF778000332AR	917	e20170714_182735_013104
6026697937	597AF778000332AR	917	e20170714_182735_013104
7189103487	597AF778000332AR	917	e20170714_182735_013104
1297136952	597AF778000332AR	917	e20170714_182735_013104
3628116043	597AF778000332AR	917	e20170714_182735_013104
8792397850	597AF778000332AR	917	e20170714_182735_013104
2918634370	597AF778000332AR	917	e20170714_182735_013104
7047787686	597AF778000332AR	917	e20170714_182735_013104
1314279968	597AF778000332AR	917	e20170714_182735_013104
0671834501	597AF778000332AR	917	e20170714_182735_013104
8550375012	597AF778000332AR	917	e20170714_182735_013104
5032629227	597AF778000332AR	917	e20170714_182735_013104
3821656803	597AF778000332AR	917	e20170714_182735_013104
2233587735	597AF778000332AR	917	e20170714_182735_013104
6725189163	597AF778000332AR	917	e20170714_182735_013104
3715954775	597AF778000332AR	917	e20170714_182735_013104
8428920379	597AF778000332AR	917	e20170714_182735_013104
1652420503	597AF778000332AR	917	e20170714_182735_013104
3210014846	597AF778000332AR	917	e20170714_182735_013104
5222556476	597AF778000332AR	917	e20170714_182735_013104
3482632437	597AF778000332AR	917	e20170714_182735_013104
0430282693	597AF778000332AR	917	e20170714_182735_013104
6165828996	597AF778000332AR	917	e20170714_182735_013104
9764575191	597AF778000332AR	917	e20170714_182735_013104
3133906543	597AF778000332AR	917	e20170714_182735_013104
4560269154	597AF778000332AR	917	e20170714_182735_013104
5415998884	597AF778000332AR	917	e20170714_182735_013104
5570868223	597AF778000332AR	917	e20170714_182735_013104
3850208976	597AF778000332AR	917	e20170714_182735_013104
6471244875	597AF778000332AR	917	e20170714_182735_013104
4358500982	597AF778000332AR	917	e20170714_182735_013104
6140216961	597AF778000332AR	917	e20170714_182735_013104
9386975353	597AF778000332AR	917	e20170714_182735_013104
8124735944	597AF778000332AR	917	e20170714_182735_013104
5257673034	597AF778000332AR	917	e20170714_182735_013104
2065971009	597AF778000332AR	917	e20170714_182735_013104
8424628050	597AF778000332AR	917	e20170714_182735_013104
4004282955	597AF778000332AR	917	e20170714_182735_013104
4995325285	597AF778000332AR	917	e20170714_182735_013104
0209854827	597AF778000332AR	917	e20170714_182735_013104
5131437395	597AF778000332AR	917	e20170714_182735_013104
8843843736	597AF778000332AR	917	e20170714_182735_013104
6802409315	597AF778000332AR	917	e20170714_182735_013104
8194565306	597AF778000332AR	917	e20170714_182735_013104
3975917851	597AF778000332AR	917	e20170714_182735_013104
4699292287	597AF778000332AR	917	e20170714_182735_013104
3883039826	597AF778000332AR	917	e20170714_182735_013104
2360507025	597AF778000332AR	917	e20170714_182735_013104
8662508595	597AF778000332AR	917	e20170714_182735_013104
7335431733	597AF778000332AR	917	e20170714_182735_013104
2066706890	597AF778000332AR	917	e20170714_182735_013104
2959499666	597AF778000332AR	917	e20170714_182735_013104
9031649776	597AF778000332AR	917	e20170714_182735_013104
0226241309	597AF778000332AR	917	e20170714_182735_013104
3952556262	597AF778000332AR	917	e20170714_182735_013104
8900468901	597AF778000332AR	917	e20170714_182735_013104
9494462804	597AF778000332AR	917	e20170714_182735_013104
2264971713	597AF778000332AR	917	e20170714_182735_013104
9834130740	597AF778000332AR	917	e20170714_182735_013104
5909911031	597AF778000332AR	917	e20170714_182735_013104
3810862178	597AF778000332AR	917	e20170714_182735_013104
8845885038	597AF778000332AR	917	e20170714_182735_013104
4532914832	597AF778000332AR	917	e20170714_182735_013104
1966548723	597AF778000332AR	917	e20170714_182735_013104
7751511000	597AF778000332AR	917	e20170714_182735_013104
9991974697	597AF778000332AR	917	e20170714_182735_013104
9463812978	597AF778000332AR	917	e20170714_182735_013104
7780059311	597AF778000332AR	917	e20170714_182735_013104
2105829642	597AF778000332AR	917	e20170714_182735_013104
6561641373	597AF778000332AR	917	e20170714_182735_013104
7489532245	597AF778000332AR	917	e20170714_182735_013104
6240703171	597AF778000332AR	917	e20170714_182735_013104
9456510775	597AF778000332AR	917	e20170714_182735_013104
6823207114	597AF778000332AR	917	e20170714_182735_013104
