AudioData,ChildID,Age,ITS,offset
0261863814,5E4E988900002028,374,e20200220_153526_008232,23236_83_23237_76
0629059790,5E4E988900002028,374,e20200220_153526_008232,23407_85_23409_23
0114521382,5E4E988900002028,374,e20200220_153526_008232,23407_85_23409_23
0547981148,5E4E988900002028,374,e20200220_153526_008232,23407_85_23409_23
0136690815,5E4E988900002028,374,e20200220_153526_008232,23407_85_23409_23
0836295311,5E4E988900002028,374,e20200220_153526_008232,23530_46_23531_06
0633866328,5E4E988900002028,374,e20200220_153526_008232,23530_46_23531_06
0203997981,5E4E988900002028,374,e20200220_153526_008232,23683_27_23683_99
0312246172,5E4E988900002028,374,e20200220_153526_008232,23683_27_23683_99
0769727946,5E4E988900002028,374,e20200220_153526_008232,2561_15_2562_27
0612035648,5E4E988900002028,374,e20200220_153526_008232,2561_15_2562_27
0168957339,5E4E988900002028,374,e20200220_153526_008232,2561_15_2562_27
0165991459,5E4E988900002028,374,e20200220_153526_008232,2581_42_2582_03
0338803497,5E4E988900002028,374,e20200220_153526_008232,2581_42_2582_03
0455640718,5E4E988900002028,374,e20200220_153526_008232,2771_64_2772_24
0401103852,5E4E988900002028,374,e20200220_153526_008232,2771_64_2772_24
0741721643,5E4E988900002028,374,e20200220_153526_008232,2819_21_2820_04
0071884860,5E4E988900002028,374,e20200220_153526_008232,2819_21_2820_04
0457472349,5E4E988900002028,374,e20200220_153526_008232,2845_67_2846_27
0044611234,5E4E988900002028,374,e20200220_153526_008232,2845_67_2846_27
0189377144,5E4E988900002028,374,e20200220_153526_008232,29615_81_29616_43
0829314140,5E4E988900002028,374,e20200220_153526_008232,29615_81_29616_43
0033143645,5E4E988900002028,374,e20200220_153526_008232,2997_26_2997_87
0406454350,5E4E988900002028,374,e20200220_153526_008232,2997_26_2997_87
0211113068,5E4E988900002028,374,e20200220_153526_008232,3001_66_3002_94
0902242153,5E4E988900002028,374,e20200220_153526_008232,3001_66_3002_94
0668814084,5E4E988900002028,374,e20200220_153526_008232,3001_66_3002_94
0190363911,5E4E988900002028,374,e20200220_153526_008232,30275_44_30276_96
0914198767,5E4E988900002028,374,e20200220_153526_008232,30275_44_30276_96
0053605386,5E4E988900002028,374,e20200220_153526_008232,30275_44_30276_96
0462475452,5E4E988900002028,374,e20200220_153526_008232,30275_44_30276_96
0998414239,5E4E988900002028,374,e20200220_153526_008232,3133_66_3134_39
0255964120,5E4E988900002028,374,e20200220_153526_008232,3133_66_3134_39
0265848187,5E4E988900002028,374,e20200220_153526_008232,3274_6_3275_58
0765354501,5E4E988900002028,374,e20200220_153526_008232,3274_6_3275_58
0388786004,5E4E988900002028,374,e20200220_153526_008232,3274_6_3275_58
0621493541,5E4E988900002028,374,e20200220_153526_008232,3357_55_3358_7
0350249966,5E4E988900002028,374,e20200220_153526_008232,3357_55_3358_7
0092952922,5E4E988900002028,374,e20200220_153526_008232,3357_55_3358_7
0012076996,5E4E988900002028,374,e20200220_153526_008232,3406_34_3406_94
0740079691,5E4E988900002028,374,e20200220_153526_008232,3406_34_3406_94
0209276247,5E4E988900002028,374,e20200220_153526_008232,3409_04_3409_64
0579688784,5E4E988900002028,374,e20200220_153526_008232,3409_04_3409_64
0410930226,5E4E988900002028,374,e20200220_153526_008232,3603_84_3604_46
0390542053,5E4E988900002028,374,e20200220_153526_008232,3603_84_3604_46
0787089777,5E4E988900002028,374,e20200220_153526_008232,3765_52_3767_2
0281123845,5E4E988900002028,374,e20200220_153526_008232,3765_52_3767_2
0914113654,5E4E988900002028,374,e20200220_153526_008232,3765_52_3767_2
0093374150,5E4E988900002028,374,e20200220_153526_008232,3765_52_3767_2
0075218631,5E4E988900002028,374,e20200220_153526_008232,3946_88_3949_1
0876016136,5E4E988900002028,374,e20200220_153526_008232,3946_88_3949_1
0406490218,5E4E988900002028,374,e20200220_153526_008232,3946_88_3949_1
0954387824,5E4E988900002028,374,e20200220_153526_008232,3946_88_3949_1
0266147451,5E4E988900002028,374,e20200220_153526_008232,3946_88_3949_1
0788823284,5E4E988900002028,374,e20200220_153526_008232,3946_88_3949_1
0263413405,5E4E988900002028,374,e20200220_153526_008232,4145_51_4146_21
0585117475,5E4E988900002028,374,e20200220_153526_008232,4145_51_4146_21
0134713223,5E4E988900002028,374,e20200220_153526_008232,4259_22_4259_85
0463268245,5E4E988900002028,374,e20200220_153526_008232,4259_22_4259_85
0840738561,5E4E988900002028,374,e20200220_153526_008232,4443_7_4444_33
0463764127,5E4E988900002028,374,e20200220_153526_008232,4443_7_4444_33
0358960524,5E4E988900002028,374,e20200220_153526_008232,672_85_673_66
0781848683,5E4E988900002028,374,e20200220_153526_008232,672_85_673_66
0812136650,5E4E988900002028,374,e20200220_153526_008232,719_93_720_98
0117030966,5E4E988900002028,374,e20200220_153526_008232,719_93_720_98
0029446449,5E4E988900002028,374,e20200220_153526_008232,719_93_720_98
0453764779,5E4E988900002028,374,e20200220_153526_008232,799_31_800_09
0338967989,5E4E988900002028,374,e20200220_153526_008232,799_31_800_09
0855444405,5E4E988900002028,374,e20200220_153526_008232,863_56_864_17
0261710147,5E4E988900002028,374,e20200220_153526_008232,863_56_864_17
0331339972,5E4E988900002028,374,e20200220_153526_008232,9544_87_9545_49
0589684989,5E4E988900002028,374,e20200220_153526_008232,9544_87_9545_49
0965795733,5E4E988900002028,374,e20200220_153526_008232,9864_99_9866_98
0364203818,5E4E988900002028,374,e20200220_153526_008232,9864_99_9866_98
0925481710,5E4E988900002028,374,e20200220_153526_008232,9864_99_9866_98
0768452992,5E4E988900002028,374,e20200220_153526_008232,9864_99_9866_98
0825861434,5E4E988900002028,374,e20200220_153526_008232,9864_99_9866_98
0800724277,5E4EA6FB0000332C,341,e20200220_163617_013100,15882_03_15882_63
0736231089,5E4EA6FB0000332C,341,e20200220_163617_013100,15882_03_15882_63
0090660212,5E4EA6FB0000332C,341,e20200220_163617_013100,16476_56_16477_17
0615931760,5E4EA6FB0000332C,341,e20200220_163617_013100,16476_56_16477_17
0809519696,5E4EA6FB0000332C,341,e20200220_163617_013100,1675_02_1675_62
0973814489,5E4EA6FB0000332C,341,e20200220_163617_013100,1675_02_1675_62
0016920797,5E4EA6FB0000332C,341,e20200220_163617_013100,17538_37_17538_99
0045869858,5E4EA6FB0000332C,341,e20200220_163617_013100,17538_37_17538_99
0084353589,5E4EA6FB0000332C,341,e20200220_163617_013100,1767_91_1768_63
0345069526,5E4EA6FB0000332C,341,e20200220_163617_013100,1767_91_1768_63
0362814598,5E4EA6FB0000332C,341,e20200220_163617_013100,18584_93_18585_53
0935121249,5E4EA6FB0000332C,341,e20200220_163617_013100,18584_93_18585_53
0154905864,5E4EA6FB0000332C,341,e20200220_163617_013100,18587_75_18588_35
0013737042,5E4EA6FB0000332C,341,e20200220_163617_013100,18587_75_18588_35
0792611713,5E4EA6FB0000332C,341,e20200220_163617_013100,18657_9_18658_64
0583523826,5E4EA6FB0000332C,341,e20200220_163617_013100,18657_9_18658_64
0450815572,5E4EA6FB0000332C,341,e20200220_163617_013100,18715_45_18716_06
0808302278,5E4EA6FB0000332C,341,e20200220_163617_013100,18715_45_18716_06
0682501159,5E4EA6FB0000332C,341,e20200220_163617_013100,18741_91_18742_51
0608377307,5E4EA6FB0000332C,341,e20200220_163617_013100,18741_91_18742_51
0084104527,5E4EA6FB0000332C,341,e20200220_163617_013100,18842_86_18844_65
0313423505,5E4EA6FB0000332C,341,e20200220_163617_013100,18842_86_18844_65
0558480237,5E4EA6FB0000332C,341,e20200220_163617_013100,18842_86_18844_65
0084907704,5E4EA6FB0000332C,341,e20200220_163617_013100,18842_86_18844_65
0669463366,5E4EA6FB0000332C,341,e20200220_163617_013100,18842_86_18844_65
0383923248,5E4EA6FB0000332C,341,e20200220_163617_013100,1895_56_1896_22
0135630016,5E4EA6FB0000332C,341,e20200220_163617_013100,1895_56_1896_22
0787730185,5E4EA6FB0000332C,341,e20200220_163617_013100,19574_96_19575_56
0707731918,5E4EA6FB0000332C,341,e20200220_163617_013100,19574_96_19575_56
0093723887,5E4EA6FB0000332C,341,e20200220_163617_013100,19802_14_19803_65
0799493668,5E4EA6FB0000332C,341,e20200220_163617_013100,19802_14_19803_65
0408444480,5E4EA6FB0000332C,341,e20200220_163617_013100,19802_14_19803_65
0807971521,5E4EA6FB0000332C,341,e20200220_163617_013100,19802_14_19803_65
0515911501,5E4EA6FB0000332C,341,e20200220_163617_013100,20326_9_20327_5
0882857987,5E4EA6FB0000332C,341,e20200220_163617_013100,20326_9_20327_5
0566727469,5E4EA6FB0000332C,341,e20200220_163617_013100,20836_61_20838_01
0195611027,5E4EA6FB0000332C,341,e20200220_163617_013100,20836_61_20838_01
0219126764,5E4EA6FB0000332C,341,e20200220_163617_013100,20836_61_20838_01
0545189311,5E4EA6FB0000332C,341,e20200220_163617_013100,20836_61_20838_01
0701707873,5E4EA6FB0000332C,341,e20200220_163617_013100,20991_09_20991_73
0810527189,5E4EA6FB0000332C,341,e20200220_163617_013100,20991_09_20991_73
0989221711,5E4EA6FB0000332C,341,e20200220_163617_013100,2101_73_2102_65
0310189848,5E4EA6FB0000332C,341,e20200220_163617_013100,2101_73_2102_65
0843452803,5E4EA6FB0000332C,341,e20200220_163617_013100,2101_73_2102_65
0898059782,5E4EA6FB0000332C,341,e20200220_163617_013100,21510_65_21513_11
0643978926,5E4EA6FB0000332C,341,e20200220_163617_013100,21510_65_21513_11
0494432868,5E4EA6FB0000332C,341,e20200220_163617_013100,21510_65_21513_11
0117819261,5E4EA6FB0000332C,341,e20200220_163617_013100,21510_65_21513_11
0133364644,5E4EA6FB0000332C,341,e20200220_163617_013100,21510_65_21513_11
0565261174,5E4EA6FB0000332C,341,e20200220_163617_013100,21510_65_21513_11
0873523398,5E4EA6FB0000332C,341,e20200220_163617_013100,21547_38_21547_98
0190377387,5E4EA6FB0000332C,341,e20200220_163617_013100,21547_38_21547_98
0160905625,5E4EA6FB0000332C,341,e20200220_163617_013100,21753_23_21753_84
0988393341,5E4EA6FB0000332C,341,e20200220_163617_013100,21753_23_21753_84
0466988098,5E4EA6FB0000332C,341,e20200220_163617_013100,21969_98_21970_67
0718553567,5E4EA6FB0000332C,341,e20200220_163617_013100,21969_98_21970_67
0955473561,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0100203067,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0251163223,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0058172757,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0359149149,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0192830056,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0059776455,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0658631852,5E4EA6FB0000332C,341,e20200220_163617_013100,22209_38_22212_66
0910153686,5E4EA6FB0000332C,341,e20200220_163617_013100,22223_55_22224_15
0926259526,5E4EA6FB0000332C,341,e20200220_163617_013100,22223_55_22224_15
0387407507,5E4EA6FB0000332C,341,e20200220_163617_013100,22526_49_22527_38
0186750517,5E4EA6FB0000332C,341,e20200220_163617_013100,22526_49_22527_38
0633677534,5E4EA6FB0000332C,341,e20200220_163617_013100,22678_3_22679_51
0469792117,5E4EA6FB0000332C,341,e20200220_163617_013100,22678_3_22679_51
0479685821,5E4EA6FB0000332C,341,e20200220_163617_013100,22678_3_22679_51
0841704090,5E4EA6FB0000332C,341,e20200220_163617_013100,22789_35_22789_95
0516592156,5E4EA6FB0000332C,341,e20200220_163617_013100,22789_35_22789_95
0716151285,5E4EA6FB0000332C,341,e20200220_163617_013100,23184_16_23184_77
0926780611,5E4EA6FB0000332C,341,e20200220_163617_013100,23184_16_23184_77
0998114250,5E4EA6FB0000332C,341,e20200220_163617_013100,23238_72_23239_52
0727330480,5E4EA6FB0000332C,341,e20200220_163617_013100,23238_72_23239_52
0718886928,5E4EA6FB0000332C,341,e20200220_163617_013100,2334_26_2334_87
0479536271,5E4EA6FB0000332C,341,e20200220_163617_013100,2334_26_2334_87
0151477230,5E4EA6FB0000332C,341,e20200220_163617_013100,24229_05_24230_02
0811902405,5E4EA6FB0000332C,341,e20200220_163617_013100,24229_05_24230_02
0073423889,5E4EA6FB0000332C,341,e20200220_163617_013100,24229_05_24230_02
0885395755,5E4EA6FB0000332C,341,e20200220_163617_013100,2446_39_2447_73
0686598763,5E4EA6FB0000332C,341,e20200220_163617_013100,2446_39_2447_73
0096115546,5E4EA6FB0000332C,341,e20200220_163617_013100,2446_39_2447_73
0619508513,5E4EA6FB0000332C,341,e20200220_163617_013100,2446_39_2447_73
0718430721,5E4EA6FB0000332C,341,e20200220_163617_013100,24516_97_24517_58
0764570245,5E4EA6FB0000332C,341,e20200220_163617_013100,24516_97_24517_58
0065461155,5E4EA6FB0000332C,341,e20200220_163617_013100,24845_45_24846_09
0494961367,5E4EA6FB0000332C,341,e20200220_163617_013100,24845_45_24846_09
0092058229,5E4EA6FB0000332C,341,e20200220_163617_013100,25614_88_25615_49
0141456298,5E4EA6FB0000332C,341,e20200220_163617_013100,25614_88_25615_49
0100157248,5E4EA6FB0000332C,341,e20200220_163617_013100,2571_17_2573_11
