idx,segmentId_DB,ChildID,Age,filename,Starttime,Endtime,Major_Choice,Num_Agreement,Zoon_classif
785,5838.DB1,1151_1,49.08,20181206_151905_022874,30866.67,30867.32,Non-canonical syllables,3,Non-Canonical
786,4279.DB1,1151_1,49.08,20181206_151905_022874,30904.46,30905.08,Non-canonical syllables,2,Non-Canonical
787,6629.DB1,1151_1,49.08,20181206_151905_022874,30909.51,30910.67,Non-canonical syllables,3,Non-Canonical
788,3958.DB1,1151_1,49.08,20181206_151905_022874,30926.37,30927.61,Don't mark,2,Mixed_Non-Canonical_Laughing
789,7142.DB1,1151_1,49.08,20181206_151905_022874,30952.05,30953.27,Non-canonical syllables,3,Mixed_Non-Canonical_Crying
790,6125.DB1,1151_1,49.08,20181206_151905_022874,30954.07,30955.11,Non-canonical syllables,2,Mixed_Non-Canonical_Crying
791,3513.DB1,1151_1,49.08,20181206_151905_022874,30973.06,30973.74,Non-canonical syllables,2,Non-Canonical
792,3124.DB1,1151_1,49.08,20181206_151905_022874,30983.09,30983.84,Non-canonical syllables,3,Non-Canonical
793,6591.DB1,1151_1,49.08,20181206_151905_022874,30992.07,30992.78,Non-canonical syllables,2,Non-Canonical
794,3462.DB1,1151_1,49.08,20181206_151905_022874,31002.71,31003.31,Non-canonical syllables,3,Non-Canonical
795,5008.DB1,1151_1,49.08,20181206_151905_022874,31020.33,31020.93,Non-canonical syllables,2,Non-Canonical
796,4522.DB1,1151_1,49.08,20181206_151905_022874,31026.67,31027.39,Non-canonical syllables,3,Laughing
797,3902.DB1,1151_1,49.08,20181206_151905_022874,31035.0,31037.84,Non-canonical syllables,3,Non-Canonical
798,3988.DB1,1151_1,49.08,20181206_151905_022874,31056.21,31056.97,Non-canonical syllables,2,Mixed_Non-Canonical_Crying
799,5587.DB1,1151_1,49.08,20181206_151905_022874,31066.48,31067.77,Non-canonical syllables,2,Laughing
800,7265.DB1,1151_1,49.08,20181206_151905_022874,31071.97,31072.62,Non-canonical syllables,2,Non-Canonical
801,3619.DB1,1151_1,49.08,20181206_151905_022874,31074.16,31074.76,Non-canonical syllables,3,Mixed_Non-Canonical_Crying
802,5845.DB1,1151_1,49.08,20181206_151905_022874,31079.02,31079.92,Non-canonical syllables,3,Mixed_Non-Canonical_Crying
803,4357.DB1,1151_1,49.08,20181206_151905_022874,31091.73,31092.39,Non-canonical syllables,3,Junk
804,5497.DB1,1151_1,49.08,20181206_151905_022874,31100.68,31101.33,Non-canonical syllables,2,Non-Canonical
805,7073.DB1,1151_1,49.08,20181206_151905_022874,32015.65,32016.79,Non-canonical syllables,2,Non-Canonical
806,6440.DB1,1151_1,49.08,20181206_151905_022874,32016.79,32017.51,Don't mark,3,Junk
807,3143.DB1,1151_1,49.08,20181206_151905_022874,32040.81,32041.47,None,0,Junk
808,4749.DB1,1151_1,49.08,20181206_151905_022874,32055.64,32056.24,Don't mark,2,Junk
809,4425.DB1,1151_1,49.08,20181206_151905_022874,32096.88,32097.48,Non-canonical syllables,2,Non-Canonical
810,2683.DB1,1151_1,49.08,20181206_151905_022874,32113.02,32113.89,Non-canonical syllables,2,Non-Canonical
811,5961.DB1,1151_1,49.08,20181206_151905_022874,32118.71,32119.39,Canonical syllables,3,Junk
812,3425.DB1,1151_1,49.08,20181206_151905_022874,32121.6,32122.34,Non-canonical syllables,2,Non-Canonical
813,5987.DB1,1151_1,49.08,20181206_151905_022874,32125.29,32126.49,Don't mark,3,Non-Canonical
814,4512.DB1,1151_1,49.08,20181206_151905_022874,32126.49,32127.19,Non-canonical syllables,3,Laughing
815,4509.DB1,1151_1,49.08,20181206_151905_022874,32132.44,32133.62,Non-canonical syllables,3,Non-Canonical
816,3112.DB1,1151_1,49.08,20181206_151905_022874,32135.82,32136.42,Don't mark,2,Non-Canonical
817,3073.DB1,1151_1,49.08,20181206_151905_022874,32136.42,32137.64,Don't mark,2,Laughing
818,3664.DB1,1151_1,49.08,20181206_151905_022874,32138.47,32139.83,Non-canonical syllables,2,Mixed_Non-Canonical_Laughing
819,6051.DB1,1151_1,49.08,20181206_151905_022874,32139.83,32141.66,Non-canonical syllables,2,Non-Canonical
820,4639.DB1,1151_1,49.08,20181206_151905_022874,32141.66,32142.91,Don't mark,3,Junk
821,4802.DB1,1151_1,49.08,20181206_151905_022874,32147.21,32147.87,Non-canonical syllables,3,Non-Canonical
822,6929.DB1,1151_1,49.08,20181206_151905_022874,32167.98,32168.58,Non-canonical syllables,2,Junk
823,4856.DB1,1151_1,49.08,20181206_151905_022874,32169.38,32171.23,Don't mark,2,Canonical
824,3962.DB1,1151_1,49.08,20181206_151905_022874,32173.68,32174.96,Non-canonical syllables,3,Non-Canonical
825,3349.DB1,1151_1,49.08,20181206_151905_022874,32177.59,32178.94,Don't mark,3,Mixed_Non-Canonical_Laughing
826,4117.DB1,1151_1,49.08,20181206_151905_022874,32190.64,32191.96,Don't mark,3,Canonical
827,3795.DB1,1151_1,49.08,20181206_151905_022874,32197.94,32198.54,Canonical syllables,2,Non-Canonical
828,6341.DB1,1151_1,49.08,20181206_151905_022874,32199.34,32199.94,Non-canonical syllables,2,Non-Canonical
829,6170.DB1,1151_1,49.08,20181206_151905_022874,32220.03,32220.87,None,0,Laughing
830,3338.DB1,1151_1,49.08,20181206_151905_022874,32240.59,32241.19,Non-canonical syllables,2,Junk
831,6296.DB1,1151_1,49.08,20181206_151905_022874,32241.99,32242.59,Non-canonical syllables,2,Non-Canonical
832,3566.DB1,1151_1,49.08,20181206_151905_022874,32244.18,32244.78,Non-canonical syllables,2,Non-Canonical
833,5348.DB1,1151_1,49.08,20181206_151905_022874,32248.94,32249.71,Non-canonical syllables,3,Non-Canonical
834,4913.DB1,1151_1,49.08,20181206_151905_022874,32256.77,32257.73,Non-canonical syllables,3,Non-Canonical
835,3322.DB1,1151_1,49.08,20181206_151905_022874,32262.83,32264.03,None,0,Non-Canonical
836,3780.DB1,1151_1,49.08,20181206_151905_022874,32284.24,32285.38,Non-canonical syllables,2,Non-Canonical
837,6772.DB1,1151_1,49.08,20181206_151905_022874,32292.93,32293.6,Non-canonical syllables,3,Non-Canonical
838,5684.DB1,1151_1,49.08,20181206_151905_022874,32294.62,32295.94,Non-canonical syllables,2,Non-Canonical
839,3493.DB1,1151_1,49.08,20181206_151905_022874,32313.3,32313.92,Non-canonical syllables,2,Mixed_Non-Canonical_Laughing
840,4903.DB1,1151_1,49.08,20181206_151905_022874,33578.19,33578.85,Non-canonical syllables,3,Laughing
841,3471.DB1,1151_1,49.08,20181206_151905_022874,33586.15,33587.65,Non-canonical syllables,3,Canonical
842,3319.DB1,1151_1,49.08,20181206_151905_022874,33587.65,33588.45,Non-canonical syllables,2,Non-Canonical
843,6771.DB1,1151_1,49.08,20181206_151905_022874,33650.42,33651.02,Don't mark,3,Non-Canonical
844,3153.DB1,1151_1,49.08,20181206_151905_022874,33651.02,33652.48,Don't mark,3,Junk
845,6785.DB1,1151_1,49.08,20181206_151905_022874,33653.71,33654.31,Non-canonical syllables,3,Non-Canonical
846,4603.DB1,1151_1,49.08,20181206_151905_022874,33708.37,33709.09,Canonical syllables,3,Non-Canonical
847,5609.DB1,1151_1,49.08,20181206_151905_022874,33714.47,33715.63,Don't mark,3,Junk
848,3792.DB1,1151_1,49.08,20181206_151905_022874,33718.16,33718.86,Don't mark,3,Junk
849,4498.DB1,1151_1,49.08,20181206_151905_022874,33740.65,33741.3,Non-canonical syllables,3,Non-Canonical
850,6432.DB1,1151_1,49.08,20181206_151905_022874,33749.27,33750.69,Non-canonical syllables,2,Non-Canonical
851,5752.DB1,1151_1,49.08,20181206_151905_022874,33760.8,33761.74,Non-canonical syllables,3,Mixed_Non-Canonical_Crying
852,4529.DB1,1151_1,49.08,20181206_151905_022874,33780.5,33781.11,Non-canonical syllables,2,Non-Canonical
853,3312.DB1,1151_1,49.08,20181206_151905_022874,33796.41,33800.61,Don't mark,3,Canonical
854,5001.DB1,1151_1,49.08,20181206_151905_022874,33802.66,33803.26,Non-canonical syllables,2,Non-Canonical
855,3352.DB1,1151_1,49.08,20181206_151905_022874,34449.78,34450.38,Non-canonical syllables,3,Non-Canonical
856,5300.DB1,1151_1,49.08,20181206_151905_022874,34463.33,34464.53,Don't mark,2,Junk
857,5823.DB1,1151_1,49.08,20181206_151905_022874,34465.33,34466.11,Non-canonical syllables,2,Junk
858,3382.DB1,1151_1,49.08,20181206_151905_022874,34469.36,34470.09,Don't mark,2,Non-Canonical
859,6065.DB1,1151_1,49.08,20181206_151905_022874,34485.81,34486.51,Non-canonical syllables,2,Non-Canonical
860,3245.DB1,1151_1,49.08,20181206_151905_022874,34488.77,34489.4,Don't mark,3,Junk
861,6209.DB1,1151_1,49.08,20181206_151905_022874,34499.72,34500.32,Non-canonical syllables,3,Non-Canonical
