"","chunk_info","Answer","nvotes","sumvotes","ChildID","filename"
"1801_1 1251404367.mp3 32049.98 1","1801_1 1251404367.mp3 32049.98 1","","2","5","1801_1","1251404367.mp3"
"1801_1 1290087929.mp3 13020.07 1","1801_1 1290087929.mp3 13020.07 1","Laughing","4","5","1801_1","1290087929.mp3"
"1801_1 1292739435.mp3 13123.67 1","1801_1 1292739435.mp3 13123.67 1","Laughing","3","5","1801_1","1292739435.mp3"
"1801_1 1293712280.mp3 726.62 2","1801_1 1293712280.mp3 726.62 2","Junk","5","5","1801_1","1293712280.mp3"
"1801_1 1330399670.mp3 10764.31 1","1801_1 1330399670.mp3 10764.31 1","Junk","4","5","1801_1","1330399670.mp3"
"1801_1 1332581852.mp3 2240.33 2","1801_1 1332581852.mp3 2240.33 2","","2","5","1801_1","1332581852.mp3"
"1801_1 1336400576.mp3 1635.38 1","1801_1 1336400576.mp3 1635.38 1","Laughing","5","5","1801_1","1336400576.mp3"
"1801_1 1338209466.mp3 2251.82 2","1801_1 1338209466.mp3 2251.82 2","","2","5","1801_1","1338209466.mp3"
"1801_1 1349555679.mp3 11578.6 0","1801_1 1349555679.mp3 11578.6 0","Junk","4","5","1801_1","1349555679.mp3"
"1801_1 1355128516.mp3 34635.12 2","1801_1 1355128516.mp3 34635.12 2","Crying","3","5","1801_1","1355128516.mp3"
"1801_1 1361952640.mp3 10658.24 0","1801_1 1361952640.mp3 10658.24 0","Canonical","3","5","1801_1","1361952640.mp3"
"1801_1 1364997978.mp3 13020.07 0","1801_1 1364997978.mp3 13020.07 0","","2","5","1801_1","1364997978.mp3"
"1801_1 1367093180.mp3 1522.36 0","1801_1 1367093180.mp3 1522.36 0","Laughing","4","5","1801_1","1367093180.mp3"
"1801_1 1382328338.mp3 42361.24 1","1801_1 1382328338.mp3 42361.24 1","Junk","5","5","1801_1","1382328338.mp3"
"1801_1 1399212008.mp3 33506.33 1","1801_1 1399212008.mp3 33506.33 1","Non-Canonical","4","5","1801_1","1399212008.mp3"
"1801_1 1399665244.mp3 5433.74 0","1801_1 1399665244.mp3 5433.74 0","Junk","5","5","1801_1","1399665244.mp3"
"1801_1 1409272723.mp3 13061.19 6","1801_1 1409272723.mp3 13061.19 6","Non-Canonical","3","5","1801_1","1409272723.mp3"
"1801_1 1422705486.mp3 13914.49 0","1801_1 1422705486.mp3 13914.49 0","","2","5","1801_1","1422705486.mp3"
"1801_1 1448141071.mp3 15147.56 1","1801_1 1448141071.mp3 15147.56 1","Junk","4","5","1801_1","1448141071.mp3"
"1801_1 1448384301.mp3 20746.41 0","1801_1 1448384301.mp3 20746.41 0","Non-Canonical","4","5","1801_1","1448384301.mp3"
"1801_1 1463936522.mp3 13876.19 2","1801_1 1463936522.mp3 13876.19 2","","2","5","1801_1","1463936522.mp3"
"1801_1 1480534867.mp3 48485.38 1","1801_1 1480534867.mp3 48485.38 1","","2","5","1801_1","1480534867.mp3"
"1801_1 1486023981.mp3 2122.7 2","1801_1 1486023981.mp3 2122.7 2","Laughing","4","5","1801_1","1486023981.mp3"
"1801_1 1489635860.mp3 42418.43 1","1801_1 1489635860.mp3 42418.43 1","Junk","4","5","1801_1","1489635860.mp3"
"1801_1 1498159675.mp3 54213.14 0","1801_1 1498159675.mp3 54213.14 0","Non-Canonical","3","5","1801_1","1498159675.mp3"
"1801_1 1503486028.mp3 33412.86 1","1801_1 1503486028.mp3 33412.86 1","Crying","3","5","1801_1","1503486028.mp3"
"1801_1 1508488239.mp3 2203.64 1","1801_1 1508488239.mp3 2203.64 1","Non-Canonical","5","5","1801_1","1508488239.mp3"
"1801_1 1517255182.mp3 12995.35 0","1801_1 1517255182.mp3 12995.35 0","","2","5","1801_1","1517255182.mp3"
"1801_1 1531368626.mp3 7468.9 0","1801_1 1531368626.mp3 7468.9 0","Laughing","3","5","1801_1","1531368626.mp3"
"1801_1 1549254855.mp3 13978.58 1","1801_1 1549254855.mp3 13978.58 1","","2","5","1801_1","1549254855.mp3"
"1801_1 1550142135.mp3 11636.42 2","1801_1 1550142135.mp3 11636.42 2","Crying","3","5","1801_1","1550142135.mp3"
"1801_1 1572415174.mp3 1622.97 2","1801_1 1572415174.mp3 1622.97 2","Laughing","5","5","1801_1","1572415174.mp3"
"1801_1 1603341243.mp3 34531.48 1","1801_1 1603341243.mp3 34531.48 1","Canonical","3","5","1801_1","1603341243.mp3"
"1801_1 1605071070.mp3 20698.7 0","1801_1 1605071070.mp3 20698.7 0","Non-Canonical","4","5","1801_1","1605071070.mp3"
"1801_1 1606669738.mp3 13885.47 1","1801_1 1606669738.mp3 13885.47 1","","2","5","1801_1","1606669738.mp3"
"1801_1 1606684190.mp3 14024.79 5","1801_1 1606684190.mp3 14024.79 5","Non-Canonical","3","5","1801_1","1606684190.mp3"
"1801_1 1609993245.mp3 13056.24 1","1801_1 1609993245.mp3 13056.24 1","Junk","4","5","1801_1","1609993245.mp3"
"1801_1 1610351233.mp3 42462.02 2","1801_1 1610351233.mp3 42462.02 2","","2","5","1801_1","1610351233.mp3"
"1801_1 1616015168.mp3 11510.65 0","1801_1 1616015168.mp3 11510.65 0","Laughing","4","5","1801_1","1616015168.mp3"
"1801_1 1619283078.mp3 34546.77 0","1801_1 1619283078.mp3 34546.77 0","Junk","4","5","1801_1","1619283078.mp3"
"1801_1 1623985177.mp3 42564.75 0","1801_1 1623985177.mp3 42564.75 0","Junk","3","5","1801_1","1623985177.mp3"
"1801_1 1627749719.mp3 33537.2 0","1801_1 1627749719.mp3 33537.2 0","Non-Canonical","3","5","1801_1","1627749719.mp3"
"1801_1 1628749127.mp3 740.62 2","1801_1 1628749127.mp3 740.62 2","Junk","4","5","1801_1","1628749127.mp3"
"1801_1 1629455386.mp3 46556.07 0","1801_1 1629455386.mp3 46556.07 0","","2","5","1801_1","1629455386.mp3"
"1801_1 1632940522.mp3 723.08 1","1801_1 1632940522.mp3 723.08 1","Junk","4","5","1801_1","1632940522.mp3"
"1801_1 1638014633.mp3 34512.78 2","1801_1 1638014633.mp3 34512.78 2","Non-Canonical","3","5","1801_1","1638014633.mp3"
"1801_1 1640929193.mp3 11564.3 0","1801_1 1640929193.mp3 11564.3 0","","2","5","1801_1","1640929193.mp3"
"1801_1 1655503925.mp3 13012.72 3","1801_1 1655503925.mp3 13012.72 3","","2","5","1801_1","1655503925.mp3"
"1801_1 1658284533.mp3 1625.76 1","1801_1 1658284533.mp3 1625.76 1","Laughing","3","5","1801_1","1658284533.mp3"
"1801_1 1658473645.mp3 51334.6 1","1801_1 1658473645.mp3 51334.6 1","Junk","3","5","1801_1","1658473645.mp3"
"1801_1 1659785318.mp3 7463.56 1","1801_1 1659785318.mp3 7463.56 1","Laughing","3","5","1801_1","1659785318.mp3"
"1801_1 1663716233.mp3 2354.08 1","1801_1 1663716233.mp3 2354.08 1","Non-Canonical","4","5","1801_1","1663716233.mp3"
"1801_1 1682449995.mp3 1562.31 1","1801_1 1682449995.mp3 1562.31 1","Laughing","5","5","1801_1","1682449995.mp3"
"1801_1 1686790954.mp3 2195.51 4","1801_1 1686790954.mp3 2195.51 4","Crying","4","5","1801_1","1686790954.mp3"
"1801_1 1690853439.mp3 10594.33 0","1801_1 1690853439.mp3 10594.33 0","Junk","3","5","1801_1","1690853439.mp3"
"1801_1 1695374532.mp3 10700.86 1","1801_1 1695374532.mp3 10700.86 1","Canonical","3","5","1801_1","1695374532.mp3"
"1801_1 1705147198.mp3 12925.64 1","1801_1 1705147198.mp3 12925.64 1","Junk","5","5","1801_1","1705147198.mp3"
"1801_1 1715191351.mp3 2180.76 0","1801_1 1715191351.mp3 2180.76 0","","2","5","1801_1","1715191351.mp3"
"1801_1 1730406551.mp3 1741.1 0","1801_1 1730406551.mp3 1741.1 0","Junk","3","5","1801_1","1730406551.mp3"
"1801_1 1736887553.mp3 10553.97 0","1801_1 1736887553.mp3 10553.97 0","Junk","5","5","1801_1","1736887553.mp3"
"1801_1 1744219015.mp3 42414.07 1","1801_1 1744219015.mp3 42414.07 1","Junk","4","5","1801_1","1744219015.mp3"
"1801_1 1745623531.mp3 2268.16 2","1801_1 1745623531.mp3 2268.16 2","Non-Canonical","4","5","1801_1","1745623531.mp3"
"1801_1 1747677024.mp3 33510.23 1","1801_1 1747677024.mp3 33510.23 1","Non-Canonical","4","5","1801_1","1747677024.mp3"
"1801_1 1751835988.mp3 2294.76 0","1801_1 1751835988.mp3 2294.76 0","Non-Canonical","3","5","1801_1","1751835988.mp3"
"1801_1 1753290665.mp3 11466.48 1","1801_1 1753290665.mp3 11466.48 1","Non-Canonical","3","5","1801_1","1753290665.mp3"
"1801_1 1764227321.mp3 33412.86 4","1801_1 1764227321.mp3 33412.86 4","Non-Canonical","4","5","1801_1","1764227321.mp3"
"1801_1 1767404045.mp3 2368.47 1","1801_1 1767404045.mp3 2368.47 1","Junk","5","5","1801_1","1767404045.mp3"
"1801_1 1767652074.mp3 2161.07 2","1801_1 1767652074.mp3 2161.07 2","Crying","3","5","1801_1","1767652074.mp3"
"1801_1 1819567235.mp3 2348.85 1","1801_1 1819567235.mp3 2348.85 1","Canonical","3","5","1801_1","1819567235.mp3"
"1801_1 1825406682.mp3 778.31 2","1801_1 1825406682.mp3 778.31 2","Junk","5","5","1801_1","1825406682.mp3"
"1801_1 1825565331.mp3 10597.02 0","1801_1 1825565331.mp3 10597.02 0","Junk","3","5","1801_1","1825565331.mp3"
"1801_1 1829023315.mp3 13920.08 0","1801_1 1829023315.mp3 13920.08 0","Non-Canonical","3","5","1801_1","1829023315.mp3"
"1801_1 1834159035.mp3 15027.48 1","1801_1 1834159035.mp3 15027.48 1","Canonical","3","5","1801_1","1834159035.mp3"
"1801_1 1835345513.mp3 2251.82 1","1801_1 1835345513.mp3 2251.82 1","Laughing","3","5","1801_1","1835345513.mp3"
"1801_1 1857900643.mp3 2283.82 2","1801_1 1857900643.mp3 2283.82 2","Crying","3","5","1801_1","1857900643.mp3"
"1801_1 1866654695.mp3 11488.91 0","1801_1 1866654695.mp3 11488.91 0","Non-Canonical","3","5","1801_1","1866654695.mp3"
"1801_1 1873378201.mp3 13889.48 0","1801_1 1873378201.mp3 13889.48 0","","2","5","1801_1","1873378201.mp3"
"1801_1 1873476488.mp3 1591.1 0","1801_1 1873476488.mp3 1591.1 0","Non-Canonical","3","5","1801_1","1873476488.mp3"
"1801_1 1878063907.mp3 13021.31 0","1801_1 1878063907.mp3 13021.31 0","Laughing","4","5","1801_1","1878063907.mp3"
"1801_1 1880067862.mp3 19012.77 0","1801_1 1880067862.mp3 19012.77 0","Laughing","5","5","1801_1","1880067862.mp3"
"1801_1 1888368963.mp3 2086.09 1","1801_1 1888368963.mp3 2086.09 1","Junk","3","5","1801_1","1888368963.mp3"
"1801_1 1892866468.mp3 20760.18 1","1801_1 1892866468.mp3 20760.18 1","Laughing","5","5","1801_1","1892866468.mp3"
"1801_1 1899132989.mp3 15252.63 0","1801_1 1899132989.mp3 15252.63 0","Junk","3","5","1801_1","1899132989.mp3"
"1801_1 1901261838.mp3 11636.42 3","1801_1 1901261838.mp3 11636.42 3","Crying","4","5","1801_1","1901261838.mp3"
"1801_1 1911075587.mp3 18900.17 2","1801_1 1911075587.mp3 18900.17 2","Junk","3","5","1801_1","1911075587.mp3"
"1801_1 1913511032.mp3 13960.04 4","1801_1 1913511032.mp3 13960.04 4","Junk","3","5","1801_1","1913511032.mp3"
"1801_1 1917325852.mp3 42318.05 0","1801_1 1917325852.mp3 42318.05 0","","2","5","1801_1","1917325852.mp3"
"1801_1 1935851414.mp3 34483.16 1","1801_1 1935851414.mp3 34483.16 1","Junk","3","5","1801_1","1935851414.mp3"
"1801_1 1943066799.mp3 9476.87 0","1801_1 1943066799.mp3 9476.87 0","Non-Canonical","4","5","1801_1","1943066799.mp3"
"1801_1 1951054752.mp3 36744.18 1","1801_1 1951054752.mp3 36744.18 1","Junk","3","5","1801_1","1951054752.mp3"
"1801_1 1958863660.mp3 17503.39 0","1801_1 1958863660.mp3 17503.39 0","Non-Canonical","4","5","1801_1","1958863660.mp3"
"1801_1 1965891128.mp3 33508.66 0","1801_1 1965891128.mp3 33508.66 0","Junk","3","5","1801_1","1965891128.mp3"
"1801_1 1967435078.mp3 20759.33 1","1801_1 1967435078.mp3 20759.33 1","Non-Canonical","3","5","1801_1","1967435078.mp3"
"1801_1 1968184331.mp3 2188.33 0","1801_1 1968184331.mp3 2188.33 0","Non-Canonical","5","5","1801_1","1968184331.mp3"
"1801_1 1980917701.mp3 20851.94 2","1801_1 1980917701.mp3 20851.94 2","","2","5","1801_1","1980917701.mp3"
"1801_1 1993302017.mp3 10688.78 0","1801_1 1993302017.mp3 10688.78 0","","2","5","1801_1","1993302017.mp3"
"1801_1 1997005801.mp3 2310.6 0","1801_1 1997005801.mp3 2310.6 0","Junk","5","5","1801_1","1997005801.mp3"
"1801_1 1999117948.mp3 11469.26 2","1801_1 1999117948.mp3 11469.26 2","Non-Canonical","3","5","1801_1","1999117948.mp3"
"1801_1 2004989404.mp3 16232.74 0","1801_1 2004989404.mp3 16232.74 0","Junk","5","5","1801_1","2004989404.mp3"
"1801_1 2016381305.mp3 853.3 0","1801_1 2016381305.mp3 853.3 0","Junk","4","5","1801_1","2016381305.mp3"
"1801_1 2020794914.mp3 31903.1 0","1801_1 2020794914.mp3 31903.1 0","","2","5","1801_1","2020794914.mp3"
"1801_1 2031099309.mp3 33508.66 1","1801_1 2031099309.mp3 33508.66 1","Non-Canonical","3","5","1801_1","2031099309.mp3"
"1801_1 2042194368.mp3 54237.76 0","1801_1 2042194368.mp3 54237.76 0","Crying","3","5","1801_1","2042194368.mp3"
"1801_1 2058466708.mp3 1524.3 1","1801_1 2058466708.mp3 1524.3 1","Junk","5","5","1801_1","2058466708.mp3"
"1801_1 2059417309.mp3 14017.7 0","1801_1 2059417309.mp3 14017.7 0","Junk","4","5","1801_1","2059417309.mp3"
"1801_1 2067460627.mp3 33412.86 0","1801_1 2067460627.mp3 33412.86 0","Crying","3","5","1801_1","2067460627.mp3"
"1801_1 2071052948.mp3 13960.04 0","1801_1 2071052948.mp3 13960.04 0","","2","5","1801_1","2071052948.mp3"
"1801_1 2075385780.mp3 33520.96 1","1801_1 2075385780.mp3 33520.96 1","Non-Canonical","5","5","1801_1","2075385780.mp3"
"1801_1 2080220710.mp3 13916.21 0","1801_1 2080220710.mp3 13916.21 0","Junk","3","5","1801_1","2080220710.mp3"
"1801_1 2080306196.mp3 20816.14 1","1801_1 2080306196.mp3 20816.14 1","Non-Canonical","4","5","1801_1","2080306196.mp3"
"1801_1 2090029702.mp3 5636.52 0","1801_1 2090029702.mp3 5636.52 0","Junk","3","5","1801_1","2090029702.mp3"
"1801_1 2113172840.mp3 854.93 2","1801_1 2113172840.mp3 854.93 2","Junk","3","5","1801_1","2113172840.mp3"
"1801_1 2131881791.mp3 11484.43 0","1801_1 2131881791.mp3 11484.43 0","Junk","3","5","1801_1","2131881791.mp3"
"1801_1 2148529316.mp3 20851.94 3","1801_1 2148529316.mp3 20851.94 3","Junk","3","5","1801_1","2148529316.mp3"
"1801_1 2153006993.mp3 740.62 0","1801_1 2153006993.mp3 740.62 0","Junk","5","5","1801_1","2153006993.mp3"
"1801_1 2157923048.mp3 2303.12 2","1801_1 2157923048.mp3 2303.12 2","","2","5","1801_1","2157923048.mp3"
"1801_1 2163151236.mp3 42534.43 0","1801_1 2163151236.mp3 42534.43 0","Junk","3","5","1801_1","2163151236.mp3"
"1801_1 2166385488.mp3 20732.72 1","1801_1 2166385488.mp3 20732.72 1","Junk","4","5","1801_1","2166385488.mp3"
"1801_1 2168830239.mp3 33458.32 1","1801_1 2168830239.mp3 33458.32 1","Crying","3","5","1801_1","2168830239.mp3"
"1801_1 2171897697.mp3 1671.66 0","1801_1 2171897697.mp3 1671.66 0","","2","5","1801_1","2171897697.mp3"
"1801_1 2176181501.mp3 760.33 1","1801_1 2176181501.mp3 760.33 1","Junk","5","5","1801_1","2176181501.mp3"
"1801_1 2178585511.mp3 16234.32 0","1801_1 2178585511.mp3 16234.32 0","Laughing","3","5","1801_1","2178585511.mp3"
"1801_1 2183271606.mp3 2195.51 2","1801_1 2183271606.mp3 2195.51 2","Junk","5","5","1801_1","2183271606.mp3"
"1801_1 2220699893.mp3 34643.92 0","1801_1 2220699893.mp3 34643.92 0","Non-Canonical","3","5","1801_1","2220699893.mp3"
"1801_1 2231969792.mp3 20813.04 0","1801_1 2231969792.mp3 20813.04 0","Junk","4","5","1801_1","2231969792.mp3"
"1801_1 2244872093.mp3 20765.76 0","1801_1 2244872093.mp3 20765.76 0","","2","5","1801_1","2244872093.mp3"
"1801_1 2245864695.mp3 33544.29 0","1801_1 2245864695.mp3 33544.29 0","Non-Canonical","4","5","1801_1","2245864695.mp3"
"1801_1 2248712467.mp3 34557.94 1","1801_1 2248712467.mp3 34557.94 1","Junk","4","5","1801_1","2248712467.mp3"
"1801_1 2274047811.mp3 1540.84 0","1801_1 2274047811.mp3 1540.84 0","Non-Canonical","3","5","1801_1","2274047811.mp3"
"1801_1 2298917235.mp3 2259.23 0","1801_1 2298917235.mp3 2259.23 0","Laughing","3","5","1801_1","2298917235.mp3"
"1801_1 2299060404.mp3 5636.52 1","1801_1 2299060404.mp3 5636.52 1","","2","5","1801_1","2299060404.mp3"
"1801_1 2310434766.mp3 33332.76 0","1801_1 2310434766.mp3 33332.76 0","Non-Canonical","3","5","1801_1","2310434766.mp3"
"1801_1 2310947706.mp3 2303.12 1","1801_1 2310947706.mp3 2303.12 1","Junk","4","5","1801_1","2310947706.mp3"
"1801_1 2313116916.mp3 36690.87 0","1801_1 2313116916.mp3 36690.87 0","Non-Canonical","3","5","1801_1","2313116916.mp3"
"1801_1 2328679077.mp3 13131.84 0","1801_1 2328679077.mp3 13131.84 0","","2","5","1801_1","2328679077.mp3"
"1801_1 2330512972.mp3 2166.93 1","1801_1 2330512972.mp3 2166.93 1","","2","5","1801_1","2330512972.mp3"
"1801_1 2343467247.mp3 2195.51 5","1801_1 2343467247.mp3 2195.51 5","Non-Canonical","3","5","1801_1","2343467247.mp3"
"1801_1 2347164904.mp3 42397.51 1","1801_1 2347164904.mp3 42397.51 1","Junk","3","5","1801_1","2347164904.mp3"
"1801_1 2353872581.mp3 11494.74 0","1801_1 2353872581.mp3 11494.74 0","Non-Canonical","4","5","1801_1","2353872581.mp3"
"1801_1 2359436872.mp3 607.69 1","1801_1 2359436872.mp3 607.69 1","Junk","3","5","1801_1","2359436872.mp3"
"1801_1 2377075766.mp3 13069.51 0","1801_1 2377075766.mp3 13069.51 0","","2","5","1801_1","2377075766.mp3"
"1801_1 2396326092.mp3 2195.51 0","1801_1 2396326092.mp3 2195.51 0","Non-Canonical","3","5","1801_1","2396326092.mp3"
"1801_1 2402514501.mp3 2084.58 1","1801_1 2402514501.mp3 2084.58 1","","2","5","1801_1","2402514501.mp3"
"1801_1 2411581001.mp3 617.56 1","1801_1 2411581001.mp3 617.56 1","Junk","5","5","1801_1","2411581001.mp3"
"1801_1 2414363241.mp3 5605.92 1","1801_1 2414363241.mp3 5605.92 1","Junk","5","5","1801_1","2414363241.mp3"
"1801_1 2418748225.mp3 34741.87 1","1801_1 2418748225.mp3 34741.87 1","Junk","3","5","1801_1","2418748225.mp3"
"1801_1 2433570859.mp3 13069.51 1","1801_1 2433570859.mp3 13069.51 1","Laughing","5","5","1801_1","2433570859.mp3"
"1801_1 2441874030.mp3 2195.51 3","1801_1 2441874030.mp3 2195.51 3","Crying","4","5","1801_1","2441874030.mp3"
"1801_1 2446241267.mp3 16361.06 1","1801_1 2446241267.mp3 16361.06 1","Non-Canonical","4","5","1801_1","2446241267.mp3"
"1801_1 2452778400.mp3 42444.54 1","1801_1 2452778400.mp3 42444.54 1","Junk","4","5","1801_1","2452778400.mp3"
"1801_1 2455247120.mp3 10760.18 1","1801_1 2455247120.mp3 10760.18 1","Junk","4","5","1801_1","2455247120.mp3"
"1801_1 2457070821.mp3 5628.5 0","1801_1 2457070821.mp3 5628.5 0","Junk","4","5","1801_1","2457070821.mp3"
"1801_1 2492535703.mp3 11510.65 1","1801_1 2492535703.mp3 11510.65 1","","2","5","1801_1","2492535703.mp3"
"1801_1 2494763456.mp3 2268.16 1","1801_1 2494763456.mp3 2268.16 1","Laughing","4","5","1801_1","2494763456.mp3"
"1801_1 2495894847.mp3 10556.99 0","1801_1 2495894847.mp3 10556.99 0","","2","5","1801_1","2495894847.mp3"
"1801_1 2497391076.mp3 14024.79 0","1801_1 2497391076.mp3 14024.79 0","","2","5","1801_1","2497391076.mp3"
"1801_1 2501918603.mp3 11555.75 0","1801_1 2501918603.mp3 11555.75 0","","2","5","1801_1","2501918603.mp3"
"1801_1 2519603185.mp3 42302.86 0","1801_1 2519603185.mp3 42302.86 0","Junk","5","5","1801_1","2519603185.mp3"
"1801_1 2519656959.mp3 13975.53 0","1801_1 2519656959.mp3 13975.53 0","Junk","3","5","1801_1","2519656959.mp3"
"1801_1 2537993634.mp3 11505.74 1","1801_1 2537993634.mp3 11505.74 1","Laughing","4","5","1801_1","2537993634.mp3"
"1801_1 2546153710.mp3 20740.1 0","1801_1 2546153710.mp3 20740.1 0","Junk","3","5","1801_1","2546153710.mp3"
"1801_1 2554143296.mp3 1619.19 0","1801_1 2554143296.mp3 1619.19 0","Canonical","4","5","1801_1","2554143296.mp3"
"1801_1 2554910596.mp3 2251.82 0","1801_1 2554910596.mp3 2251.82 0","Non-Canonical","4","5","1801_1","2554910596.mp3"
"1801_1 2571967390.mp3 2352.37 0","1801_1 2571967390.mp3 2352.37 0","Non-Canonical","5","5","1801_1","2571967390.mp3"
"1801_1 2572840642.mp3 741.8 0","1801_1 2572840642.mp3 741.8 0","Junk","5","5","1801_1","2572840642.mp3"
"1801_1 2578188271.mp3 5548.68 0","1801_1 2578188271.mp3 5548.68 0","Non-Canonical","4","5","1801_1","2578188271.mp3"
"1801_1 2593078170.mp3 33537.2 1","1801_1 2593078170.mp3 33537.2 1","Laughing","5","5","1801_1","2593078170.mp3"
"1801_1 2597354604.mp3 2122.7 1","1801_1 2597354604.mp3 2122.7 1","Laughing","4","5","1801_1","2597354604.mp3"
"1801_1 2617330967.mp3 635.5 1","1801_1 2617330967.mp3 635.5 1","Junk","5","5","1801_1","2617330967.mp3"
"1801_1 2619560144.mp3 33360.32 1","1801_1 2619560144.mp3 33360.32 1","Non-Canonical","3","5","1801_1","2619560144.mp3"
"1801_1 2621345466.mp3 33358.69 1","1801_1 2621345466.mp3 33358.69 1","Non-Canonical","3","5","1801_1","2621345466.mp3"
"1801_1 2647903901.mp3 2279.88 2","1801_1 2647903901.mp3 2279.88 2","","2","5","1801_1","2647903901.mp3"
"1801_1 2648134630.mp3 33532.14 2","1801_1 2648134630.mp3 33532.14 2","Non-Canonical","3","5","1801_1","2648134630.mp3"
"1801_1 2660909199.mp3 13129.73 3","1801_1 2660909199.mp3 13129.73 3","","2","5","1801_1","2660909199.mp3"
"1801_1 2677922203.mp3 7468.9 1","1801_1 2677922203.mp3 7468.9 1","Laughing","5","5","1801_1","2677922203.mp3"
"1801_1 2678868713.mp3 11443.83 1","1801_1 2678868713.mp3 11443.83 1","Laughing","3","5","1801_1","2678868713.mp3"
"1801_1 2681279708.mp3 33459.95 0","1801_1 2681279708.mp3 33459.95 0","Non-Canonical","4","5","1801_1","2681279708.mp3"
"1801_1 2688485889.mp3 13964.15 2","1801_1 2688485889.mp3 13964.15 2","Junk","3","5","1801_1","2688485889.mp3"
"1801_1 2689989841.mp3 5550.53 2","1801_1 2689989841.mp3 5550.53 2","","2","5","1801_1","2689989841.mp3"
"1801_1 2701063213.mp3 7463.56 0","1801_1 2701063213.mp3 7463.56 0","Junk","3","5","1801_1","2701063213.mp3"
"1801_1 2701285600.mp3 13779.72 2","1801_1 2701285600.mp3 13779.72 2","Junk","3","5","1801_1","2701285600.mp3"
"1801_1 2701835971.mp3 2114.91 0","1801_1 2701835971.mp3 2114.91 0","Non-Canonical","5","5","1801_1","2701835971.mp3"
"1801_1 2708479797.mp3 2279.88 4","1801_1 2708479797.mp3 2279.88 4","Crying","4","5","1801_1","2708479797.mp3"
"1801_1 2726177439.mp3 20851.94 1","1801_1 2726177439.mp3 20851.94 1","Junk","4","5","1801_1","2726177439.mp3"
"1801_1 2727435708.mp3 14013.12 0","1801_1 2727435708.mp3 14013.12 0","Laughing","5","5","1801_1","2727435708.mp3"
"1801_1 2727918793.mp3 11421.87 1","1801_1 2727918793.mp3 11421.87 1","Laughing","3","5","1801_1","2727918793.mp3"
"1801_1 2729922467.mp3 713.71 1","1801_1 2729922467.mp3 713.71 1","","2","5","1801_1","2729922467.mp3"
"1801_1 2747326035.mp3 33532.14 4","1801_1 2747326035.mp3 33532.14 4","Non-Canonical","5","5","1801_1","2747326035.mp3"
"1801_1 2748145512.mp3 42418.43 3","1801_1 2748145512.mp3 42418.43 3","Junk","3","5","1801_1","2748145512.mp3"
"1801_1 2751700326.mp3 5600.57 2","1801_1 2751700326.mp3 5600.57 2","Junk","3","5","1801_1","2751700326.mp3"
"1801_1 2756294061.mp3 1573.11 0","1801_1 2756294061.mp3 1573.11 0","","2","5","1801_1","2756294061.mp3"
"1801_1 2757673810.mp3 10578.54 0","1801_1 2757673810.mp3 10578.54 0","Junk","3","5","1801_1","2757673810.mp3"
"1801_1 2775987939.mp3 34502.16 0","1801_1 2775987939.mp3 34502.16 0","","2","5","1801_1","2775987939.mp3"
"1801_1 2790971943.mp3 13036.67 2","1801_1 2790971943.mp3 13036.67 2","Laughing","5","5","1801_1","2790971943.mp3"
"1801_1 2796239991.mp3 10760.18 0","1801_1 2796239991.mp3 10760.18 0","Junk","4","5","1801_1","2796239991.mp3"
"1801_1 2802753860.mp3 36778.48 0","1801_1 2802753860.mp3 36778.48 0","Junk","4","5","1801_1","2802753860.mp3"
"1801_1 2830772032.mp3 1625.76 0","1801_1 2830772032.mp3 1625.76 0","Non-Canonical","4","5","1801_1","2830772032.mp3"
"1801_1 2831079788.mp3 36746.29 0","1801_1 2831079788.mp3 36746.29 0","Junk","3","5","1801_1","2831079788.mp3"
"1801_1 2841963555.mp3 5505.83 3","1801_1 2841963555.mp3 5505.83 3","Junk","5","5","1801_1","2841963555.mp3"
"1801_1 2846923980.mp3 5605.92 0","1801_1 2846923980.mp3 5605.92 0","Canonical","3","5","1801_1","2846923980.mp3"
"1801_1 2888553614.mp3 34635.12 4","1801_1 2888553614.mp3 34635.12 4","Non-Canonical","3","5","1801_1","2888553614.mp3"
"1801_1 2893615292.mp3 13030.21 0","1801_1 2893615292.mp3 13030.21 0","","2","5","1801_1","2893615292.mp3"
"1801_1 2906574072.mp3 42352.27 0","1801_1 2906574072.mp3 42352.27 0","Junk","4","5","1801_1","2906574072.mp3"
"1801_1 2913731287.mp3 1574.79 0","1801_1 2913731287.mp3 1574.79 0","Junk","4","5","1801_1","2913731287.mp3"
"1801_1 2914449472.mp3 10553.97 4","1801_1 2914449472.mp3 10553.97 4","Junk","4","5","1801_1","2914449472.mp3"
"1801_1 2917300894.mp3 54213.14 2","1801_1 2917300894.mp3 54213.14 2","Junk","5","5","1801_1","2917300894.mp3"
"1801_1 2921858161.mp3 12942.3 1","1801_1 2921858161.mp3 12942.3 1","Laughing","5","5","1801_1","2921858161.mp3"
"1801_1 2937486530.mp3 2350.87 1","1801_1 2937486530.mp3 2350.87 1","","2","5","1801_1","2937486530.mp3"
"1801_1 2940495142.mp3 34588.65 1","1801_1 2940495142.mp3 34588.65 1","Non-Canonical","4","5","1801_1","2940495142.mp3"
"1801_1 2943325630.mp3 40719.93 1","1801_1 2943325630.mp3 40719.93 1","Junk","4","5","1801_1","2943325630.mp3"
