"","chunk_info","Answer","nvotes","sumvotes","ChildID","filename"
"3291_1 4344758639.mp3 34934.76 1","3291_1 4344758639.mp3 34934.76 1","Crying","4","5","3291_1","4344758639.mp3"
"3291_1 4352802683.mp3 36254.68 0","3291_1 4352802683.mp3 36254.68 0","Non-Canonical","4","5","3291_1","4352802683.mp3"
"3291_1 4360169247.mp3 34133.85 0","3291_1 4360169247.mp3 34133.85 0","Crying","3","5","3291_1","4360169247.mp3"
"3291_1 4368247908.mp3 30868.44 0","3291_1 4368247908.mp3 30868.44 0","Canonical","4","5","3291_1","4368247908.mp3"
"3291_1 4369365854.mp3 8945.84 1","3291_1 4369365854.mp3 8945.84 1","Crying","3","5","3291_1","4369365854.mp3"
"3291_1 4373277272.mp3 4619.91 1","3291_1 4373277272.mp3 4619.91 1","Non-Canonical","3","5","3291_1","4373277272.mp3"
"3291_1 4374085461.mp3 38343.17 1","3291_1 4374085461.mp3 38343.17 1","Junk","4","5","3291_1","4374085461.mp3"
"3291_1 4376881901.mp3 40978.31 1","3291_1 4376881901.mp3 40978.31 1","","2","5","3291_1","4376881901.mp3"
"3291_1 4378666096.mp3 30835.3 0","3291_1 4378666096.mp3 30835.3 0","Non-Canonical","4","5","3291_1","4378666096.mp3"
"3291_1 4384743688.mp3 41710.51 2","3291_1 4384743688.mp3 41710.51 2","Canonical","4","5","3291_1","4384743688.mp3"
"3291_1 4389550608.mp3 4503.37 4","3291_1 4389550608.mp3 4503.37 4","","2","5","3291_1","4389550608.mp3"
"3291_1 4389692602.mp3 24700.6 0","3291_1 4389692602.mp3 24700.6 0","Non-Canonical","3","5","3291_1","4389692602.mp3"
"3291_1 4389973269.mp3 9129.12 3","3291_1 4389973269.mp3 9129.12 3","","2","5","3291_1","4389973269.mp3"
"3291_1 4391274807.mp3 37932.55 0","3291_1 4391274807.mp3 37932.55 0","Non-Canonical","3","5","3291_1","4391274807.mp3"
"3291_1 4396346498.mp3 36549.1 0","3291_1 4396346498.mp3 36549.1 0","Junk","5","5","3291_1","4396346498.mp3"
"3291_1 4403022249.mp3 36428.25 0","3291_1 4403022249.mp3 36428.25 0","","2","5","3291_1","4403022249.mp3"
"3291_1 4408407145.mp3 38417.68 0","3291_1 4408407145.mp3 38417.68 0","Canonical","4","5","3291_1","4408407145.mp3"
"3291_1 4410072608.mp3 36425.39 1","3291_1 4410072608.mp3 36425.39 1","Canonical","3","5","3291_1","4410072608.mp3"
"3291_1 4416629474.mp3 32625.46 1","3291_1 4416629474.mp3 32625.46 1","Canonical","4","5","3291_1","4416629474.mp3"
"3291_1 4422956122.mp3 36667.59 1","3291_1 4422956122.mp3 36667.59 1","Non-Canonical","5","5","3291_1","4422956122.mp3"
"3291_1 4424631459.mp3 39865.09 2","3291_1 4424631459.mp3 39865.09 2","Junk","3","5","3291_1","4424631459.mp3"
"3291_1 4424660155.mp3 32987.37 0","3291_1 4424660155.mp3 32987.37 0","Junk","3","5","3291_1","4424660155.mp3"
"3291_1 4425651551.mp3 14599.03 1","3291_1 4425651551.mp3 14599.03 1","Non-Canonical","4","5","3291_1","4425651551.mp3"
"3291_1 4435593911.mp3 32926.25 2","3291_1 4435593911.mp3 32926.25 2","Non-Canonical","3","5","3291_1","4435593911.mp3"
"3291_1 4443872338.mp3 3694.12 1","3291_1 4443872338.mp3 3694.12 1","","2","5","3291_1","4443872338.mp3"
"3291_1 4445820703.mp3 41731.54 2","3291_1 4445820703.mp3 41731.54 2","Non-Canonical","3","5","3291_1","4445820703.mp3"
"3291_1 4452346925.mp3 34818.76 1","3291_1 4452346925.mp3 34818.76 1","Non-Canonical","3","5","3291_1","4452346925.mp3"
"3291_1 4453595937.mp3 36590.09 0","3291_1 4453595937.mp3 36590.09 0","Non-Canonical","4","5","3291_1","4453595937.mp3"
"3291_1 4455165938.mp3 35218.19 0","3291_1 4455165938.mp3 35218.19 0","","2","5","3291_1","4455165938.mp3"
"3291_1 4458038979.mp3 35944.7 0","3291_1 4458038979.mp3 35944.7 0","Non-Canonical","3","5","3291_1","4458038979.mp3"
"3291_1 4463855232.mp3 24671.64 0","3291_1 4463855232.mp3 24671.64 0","Junk","3","5","3291_1","4463855232.mp3"
"3291_1 4470008518.mp3 32883.88 0","3291_1 4470008518.mp3 32883.88 0","Non-Canonical","4","5","3291_1","4470008518.mp3"
"3291_1 4470831144.mp3 40951.44 1","3291_1 4470831144.mp3 40951.44 1","","2","5","3291_1","4470831144.mp3"
"3291_1 4472043402.mp3 39945.93 1","3291_1 4472043402.mp3 39945.93 1","Junk","5","5","3291_1","4472043402.mp3"
"3291_1 4477453020.mp3 32854.13 0","3291_1 4477453020.mp3 32854.13 0","Junk","3","5","3291_1","4477453020.mp3"
"3291_1 4482952251.mp3 37919.65 1","3291_1 4482952251.mp3 37919.65 1","","2","5","3291_1","4482952251.mp3"
"3291_1 4486737813.mp3 30829.15 2","3291_1 4486737813.mp3 30829.15 2","","2","5","3291_1","4486737813.mp3"
"3291_1 4487909920.mp3 15783 3","3291_1 4487909920.mp3 15783 3","Laughing","3","5","3291_1","4487909920.mp3"
"3291_1 4491935627.mp3 41835.65 1","3291_1 4491935627.mp3 41835.65 1","","2","5","3291_1","4491935627.mp3"
"3291_1 4493105605.mp3 15872.49 1","3291_1 4493105605.mp3 15872.49 1","Canonical","3","5","3291_1","4493105605.mp3"
"3291_1 4493786087.mp3 37319.67 0","3291_1 4493786087.mp3 37319.67 0","Laughing","5","5","3291_1","4493786087.mp3"
"3291_1 4503829359.mp3 41220.96 1","3291_1 4503829359.mp3 41220.96 1","Junk","3","5","3291_1","4503829359.mp3"
"3291_1 4505954600.mp3 30794.52 1","3291_1 4505954600.mp3 30794.52 1","Non-Canonical","5","5","3291_1","4505954600.mp3"
"3291_1 4511593077.mp3 37194.93 1","3291_1 4511593077.mp3 37194.93 1","Junk","5","5","3291_1","4511593077.mp3"
"3291_1 4521547669.mp3 38746.48 1","3291_1 4521547669.mp3 38746.48 1","Canonical","5","5","3291_1","4521547669.mp3"
"3291_1 4522109922.mp3 4509.91 0","3291_1 4522109922.mp3 4509.91 0","Canonical","4","5","3291_1","4522109922.mp3"
"3291_1 4524547506.mp3 8834.42 1","3291_1 4524547506.mp3 8834.42 1","Junk","4","5","3291_1","4524547506.mp3"
"3291_1 4537597954.mp3 38327.31 1","3291_1 4537597954.mp3 38327.31 1","","2","5","3291_1","4537597954.mp3"
"3291_1 4537660180.mp3 39862.39 0","3291_1 4537660180.mp3 39862.39 0","Laughing","3","5","3291_1","4537660180.mp3"
"3291_1 4541939986.mp3 39843.46 1","3291_1 4541939986.mp3 39843.46 1","Non-Canonical","4","5","3291_1","4541939986.mp3"
"3291_1 4551777567.mp3 37238.19 0","3291_1 4551777567.mp3 37238.19 0","Junk","4","5","3291_1","4551777567.mp3"
"3291_1 4552668378.mp3 38718.08 0","3291_1 4552668378.mp3 38718.08 0","Non-Canonical","3","5","3291_1","4552668378.mp3"
"3291_1 4556784812.mp3 41629.68 1","3291_1 4556784812.mp3 41629.68 1","Crying","3","5","3291_1","4556784812.mp3"
"3291_1 4557046527.mp3 5048.59 0","3291_1 4557046527.mp3 5048.59 0","Canonical","4","5","3291_1","4557046527.mp3"
"3291_1 4562179120.mp3 35202.35 2","3291_1 4562179120.mp3 35202.35 2","Canonical","4","5","3291_1","4562179120.mp3"
"3291_1 4566966928.mp3 35035.38 2","3291_1 4566966928.mp3 35035.38 2","Crying","4","5","3291_1","4566966928.mp3"
"3291_1 4574365192.mp3 15978.02 1","3291_1 4574365192.mp3 15978.02 1","Crying","3","5","3291_1","4574365192.mp3"
"3291_1 4574372800.mp3 39743.58 0","3291_1 4574372800.mp3 39743.58 0","Junk","3","5","3291_1","4574372800.mp3"
"3291_1 4575499201.mp3 14632.97 0","3291_1 4575499201.mp3 14632.97 0","Non-Canonical","4","5","3291_1","4575499201.mp3"
"3291_1 4577977387.mp3 32984.56 2","3291_1 4577977387.mp3 32984.56 2","Non-Canonical","3","5","3291_1","4577977387.mp3"
"3291_1 4579776686.mp3 9131.92 0","3291_1 4579776686.mp3 9131.92 0","Non-Canonical","3","5","3291_1","4579776686.mp3"
"3291_1 4591136234.mp3 30881.54 0","3291_1 4591136234.mp3 30881.54 0","Canonical","4","5","3291_1","4591136234.mp3"
"3291_1 4592428151.mp3 34197.18 1","3291_1 4592428151.mp3 34197.18 1","","2","5","3291_1","4592428151.mp3"
"3291_1 4593730873.mp3 38417.68 1","3291_1 4593730873.mp3 38417.68 1","Non-Canonical","4","5","3291_1","4593730873.mp3"
"3291_1 4600416292.mp3 38566.76 1","3291_1 4600416292.mp3 38566.76 1","Non-Canonical","3","5","3291_1","4600416292.mp3"
"3291_1 4601033671.mp3 37735.29 0","3291_1 4601033671.mp3 37735.29 0","Non-Canonical","4","5","3291_1","4601033671.mp3"
"3291_1 4601179107.mp3 30961.99 1","3291_1 4601179107.mp3 30961.99 1","Crying","3","5","3291_1","4601179107.mp3"
"3291_1 4614197512.mp3 38391.69 1","3291_1 4614197512.mp3 38391.69 1","Non-Canonical","3","5","3291_1","4614197512.mp3"
"3291_1 4615233228.mp3 37668.19 1","3291_1 4615233228.mp3 37668.19 1","","2","5","3291_1","4615233228.mp3"
"3291_1 4621202328.mp3 37654.82 1","3291_1 4621202328.mp3 37654.82 1","Non-Canonical","4","5","3291_1","4621202328.mp3"
"3291_1 4627174870.mp3 37282.48 3","3291_1 4627174870.mp3 37282.48 3","Junk","3","5","3291_1","4627174870.mp3"
"3291_1 4629457819.mp3 35224.54 0","3291_1 4629457819.mp3 35224.54 0","Non-Canonical","4","5","3291_1","4629457819.mp3"
"3291_1 4629752333.mp3 4407.39 1","3291_1 4629752333.mp3 4407.39 1","Non-Canonical","4","5","3291_1","4629752333.mp3"
"3291_1 4632696833.mp3 8839.26 3","3291_1 4632696833.mp3 8839.26 3","Junk","4","5","3291_1","4632696833.mp3"
"3291_1 4633085914.mp3 1638.65 1","3291_1 4633085914.mp3 1638.65 1","Non-Canonical","4","5","3291_1","4633085914.mp3"
"3291_1 4651660530.mp3 8839.26 6","3291_1 4651660530.mp3 8839.26 6","Canonical","4","5","3291_1","4651660530.mp3"
"3291_1 4656169528.mp3 5022.59 2","3291_1 4656169528.mp3 5022.59 2","Crying","3","5","3291_1","4656169528.mp3"
"3291_1 4658464282.mp3 39945.93 0","3291_1 4658464282.mp3 39945.93 0","","2","5","3291_1","4658464282.mp3"
"3291_1 4663500669.mp3 35069.37 8","3291_1 4663500669.mp3 35069.37 8","","1","5","3291_1","4663500669.mp3"
"3291_1 4663513730.mp3 37083.08 1","3291_1 4663513730.mp3 37083.08 1","Crying","4","5","3291_1","4663513730.mp3"
"3291_1 4664909080.mp3 14662.29 3","3291_1 4664909080.mp3 14662.29 3","","2","5","3291_1","4664909080.mp3"
"3291_1 4666948780.mp3 4488.44 1","3291_1 4666948780.mp3 4488.44 1","","2","5","3291_1","4666948780.mp3"
"3291_1 4667601939.mp3 32838.5 2","3291_1 4667601939.mp3 32838.5 2","Laughing","4","5","3291_1","4667601939.mp3"
"3291_1 4670844425.mp3 38313.4 0","3291_1 4670844425.mp3 38313.4 0","Non-Canonical","4","5","3291_1","4670844425.mp3"
"3291_1 4672397986.mp3 1646.54 4","3291_1 4672397986.mp3 1646.54 4","","2","5","3291_1","4672397986.mp3"
"3291_1 4672846984.mp3 39812.91 0","3291_1 4672846984.mp3 39812.91 0","Junk","5","5","3291_1","4672846984.mp3"
"3291_1 4674907298.mp3 35068.71 0","3291_1 4674907298.mp3 35068.71 0","Non-Canonical","3","5","3291_1","4674907298.mp3"
"3291_1 4675059276.mp3 34848.83 1","3291_1 4675059276.mp3 34848.83 1","Laughing","5","5","3291_1","4675059276.mp3"
"3291_1 4678929466.mp3 5229.66 1","3291_1 4678929466.mp3 5229.66 1","Non-Canonical","4","5","3291_1","4678929466.mp3"
"3291_1 4679851467.mp3 37106.9 0","3291_1 4679851467.mp3 37106.9 0","","2","5","3291_1","4679851467.mp3"
"3291_1 4689752885.mp3 37119.27 1","3291_1 4689752885.mp3 37119.27 1","Junk","5","5","3291_1","4689752885.mp3"
"3291_1 4690273247.mp3 38729.15 1","3291_1 4690273247.mp3 38729.15 1","Non-Canonical","3","5","3291_1","4690273247.mp3"
"3291_1 4697874367.mp3 32895.9 0","3291_1 4697874367.mp3 32895.9 0","Non-Canonical","5","5","3291_1","4697874367.mp3"
"3291_1 4700255317.mp3 38431.37 1","3291_1 4700255317.mp3 38431.37 1","","2","5","3291_1","4700255317.mp3"
"3291_1 4701396704.mp3 3689.46 0","3291_1 4701396704.mp3 3689.46 0","","2","5","3291_1","4701396704.mp3"
"3291_1 4705021208.mp3 38730.62 1","3291_1 4705021208.mp3 38730.62 1","Canonical","3","5","3291_1","4705021208.mp3"
"3291_1 4705648737.mp3 38760.99 1","3291_1 4705648737.mp3 38760.99 1","Junk","4","5","3291_1","4705648737.mp3"
"3291_1 4708705673.mp3 30879.76 0","3291_1 4708705673.mp3 30879.76 0","Canonical","3","5","3291_1","4708705673.mp3"
"3291_1 4713738186.mp3 30839.76 0","3291_1 4713738186.mp3 30839.76 0","Non-Canonical","3","5","3291_1","4713738186.mp3"
"3291_1 4723567587.mp3 37279.52 1","3291_1 4723567587.mp3 37279.52 1","Junk","3","5","3291_1","4723567587.mp3"
"3291_1 4724011293.mp3 5045.49 0","3291_1 4724011293.mp3 5045.49 0","Canonical","5","5","3291_1","4724011293.mp3"
"3291_1 4732449072.mp3 30949.51 0","3291_1 4732449072.mp3 30949.51 0","Junk","3","5","3291_1","4732449072.mp3"
"3291_1 4735366891.mp3 41075.08 0","3291_1 4735366891.mp3 41075.08 0","Junk","3","5","3291_1","4735366891.mp3"
"3291_1 4738852938.mp3 41069.1 0","3291_1 4738852938.mp3 41069.1 0","Junk","3","5","3291_1","4738852938.mp3"
"3291_1 4742318322.mp3 36134.67 0","3291_1 4742318322.mp3 36134.67 0","Junk","5","5","3291_1","4742318322.mp3"
"3291_1 4743852203.mp3 32546.44 0","3291_1 4743852203.mp3 32546.44 0","Junk","5","5","3291_1","4743852203.mp3"
"3291_1 4746926647.mp3 34889.95 1","3291_1 4746926647.mp3 34889.95 1","Non-Canonical","3","5","3291_1","4746926647.mp3"
"3291_1 4748476664.mp3 9097.94 0","3291_1 4748476664.mp3 9097.94 0","Non-Canonical","3","5","3291_1","4748476664.mp3"
"3291_1 4750414860.mp3 41145.64 0","3291_1 4750414860.mp3 41145.64 0","Canonical","3","5","3291_1","4750414860.mp3"
"3291_1 4752263219.mp3 1723.24 2","3291_1 4752263219.mp3 1723.24 2","Junk","3","5","3291_1","4752263219.mp3"
"3291_1 4756864911.mp3 34105.63 0","3291_1 4756864911.mp3 34105.63 0","Non-Canonical","3","5","3291_1","4756864911.mp3"
"3291_1 4770464283.mp3 31017.69 2","3291_1 4770464283.mp3 31017.69 2","Non-Canonical","3","5","3291_1","4770464283.mp3"
"3291_1 4775279053.mp3 40020.14 0","3291_1 4775279053.mp3 40020.14 0","Junk","4","5","3291_1","4775279053.mp3"
"3291_1 4777168771.mp3 32587.17 1","3291_1 4777168771.mp3 32587.17 1","Junk","4","5","3291_1","4777168771.mp3"
"3291_1 4778784281.mp3 35190.93 3","3291_1 4778784281.mp3 35190.93 3","Canonical","3","5","3291_1","4778784281.mp3"
"3291_1 4780770079.mp3 41557.12 0","3291_1 4780770079.mp3 41557.12 0","Non-Canonical","3","5","3291_1","4780770079.mp3"
"3291_1 4784597143.mp3 39954.63 2","3291_1 4784597143.mp3 39954.63 2","Junk","3","5","3291_1","4784597143.mp3"
"3291_1 4785144178.mp3 39843.46 0","3291_1 4785144178.mp3 39843.46 0","","2","5","3291_1","4785144178.mp3"
"3291_1 4790282975.mp3 26910.11 0","3291_1 4790282975.mp3 26910.11 0","Non-Canonical","5","5","3291_1","4790282975.mp3"
"3291_1 4791483899.mp3 4362.82 0","3291_1 4791483899.mp3 4362.82 0","Non-Canonical","4","5","3291_1","4791483899.mp3"
"3291_1 4792076901.mp3 9068.97 2","3291_1 4792076901.mp3 9068.97 2","Non-Canonical","5","5","3291_1","4792076901.mp3"
"3291_1 4794981602.mp3 38529.21 1","3291_1 4794981602.mp3 38529.21 1","Non-Canonical","5","5","3291_1","4794981602.mp3"
"3291_1 4797486335.mp3 36104.49 0","3291_1 4797486335.mp3 36104.49 0","Non-Canonical","3","5","3291_1","4797486335.mp3"
"3291_1 4799854819.mp3 5092.88 0","3291_1 4799854819.mp3 5092.88 0","Canonical","5","5","3291_1","4799854819.mp3"
"3291_1 4802406573.mp3 39992.15 0","3291_1 4802406573.mp3 39992.15 0","Junk","5","5","3291_1","4802406573.mp3"
"3291_1 4805091244.mp3 1891.94 1","3291_1 4805091244.mp3 1891.94 1","Non-Canonical","4","5","3291_1","4805091244.mp3"
"3291_1 4806522441.mp3 4515.3 1","3291_1 4806522441.mp3 4515.3 1","Non-Canonical","3","5","3291_1","4806522441.mp3"
"3291_1 4809019235.mp3 3896.82 1","3291_1 4809019235.mp3 3896.82 1","Junk","4","5","3291_1","4809019235.mp3"
"3291_1 4812314362.mp3 8963.39 1","3291_1 4812314362.mp3 8963.39 1","Junk","4","5","3291_1","4812314362.mp3"
"3291_1 4815379392.mp3 4581.26 0","3291_1 4815379392.mp3 4581.26 0","Non-Canonical","4","5","3291_1","4815379392.mp3"
"3291_1 4821664121.mp3 36487.95 1","3291_1 4821664121.mp3 36487.95 1","Junk","4","5","3291_1","4821664121.mp3"
"3291_1 4823001084.mp3 38718.08 1","3291_1 4823001084.mp3 38718.08 1","Non-Canonical","3","5","3291_1","4823001084.mp3"
"3291_1 4837240613.mp3 35169.27 0","3291_1 4837240613.mp3 35169.27 0","Crying","5","5","3291_1","4837240613.mp3"
"3291_1 4847174447.mp3 14771.46 0","3291_1 4847174447.mp3 14771.46 0","Junk","3","5","3291_1","4847174447.mp3"
"3291_1 4854929808.mp3 36118.74 1","3291_1 4854929808.mp3 36118.74 1","Crying","3","5","3291_1","4854929808.mp3"
"3291_1 4856592454.mp3 32546.44 1","3291_1 4856592454.mp3 32546.44 1","Junk","4","5","3291_1","4856592454.mp3"
"3291_1 4861348255.mp3 31022.97 1","3291_1 4861348255.mp3 31022.97 1","Canonical","3","5","3291_1","4861348255.mp3"
"3291_1 4867974180.mp3 36689.07 1","3291_1 4867974180.mp3 36689.07 1","Junk","5","5","3291_1","4867974180.mp3"
"3291_1 4868437024.mp3 37261.91 0","3291_1 4868437024.mp3 37261.91 0","","2","5","3291_1","4868437024.mp3"
"3291_1 4873015073.mp3 34201.55 0","3291_1 4873015073.mp3 34201.55 0","Junk","5","5","3291_1","4873015073.mp3"
"3291_1 4876665599.mp3 1795.03 1","3291_1 4876665599.mp3 1795.03 1","Non-Canonical","3","5","3291_1","4876665599.mp3"
"3291_1 4884164245.mp3 34905.33 0","3291_1 4884164245.mp3 34905.33 0","Canonical","3","5","3291_1","4884164245.mp3"
"3291_1 4886811957.mp3 5032.82 0","3291_1 4886811957.mp3 5032.82 0","Canonical","5","5","3291_1","4886811957.mp3"
"3291_1 4890999682.mp3 32678.93 0","3291_1 4890999682.mp3 32678.93 0","Non-Canonical","4","5","3291_1","4890999682.mp3"
"3291_1 4897953511.mp3 39958.73 1","3291_1 4897953511.mp3 39958.73 1","","2","5","3291_1","4897953511.mp3"
"3291_1 4900020706.mp3 36405.48 0","3291_1 4900020706.mp3 36405.48 0","","2","5","3291_1","4900020706.mp3"
"3291_1 4900481211.mp3 34856.4 0","3291_1 4900481211.mp3 34856.4 0","Non-Canonical","3","5","3291_1","4900481211.mp3"
"3291_1 4910198654.mp3 9098.85 1","3291_1 4910198654.mp3 9098.85 1","Non-Canonical","3","5","3291_1","4910198654.mp3"
"3291_1 4911358473.mp3 31004.72 2","3291_1 4911358473.mp3 31004.72 2","Non-Canonical","4","5","3291_1","4911358473.mp3"
"3291_1 4912063012.mp3 40937.44 0","3291_1 4912063012.mp3 40937.44 0","Non-Canonical","3","5","3291_1","4912063012.mp3"
"3291_1 4913363263.mp3 26853.47 1","3291_1 4913363263.mp3 26853.47 1","Canonical","3","5","3291_1","4913363263.mp3"
"3291_1 4914722795.mp3 35956.65 0","3291_1 4914722795.mp3 35956.65 0","Canonical","4","5","3291_1","4914722795.mp3"
"3291_1 4923914533.mp3 37254.57 0","3291_1 4923914533.mp3 37254.57 0","Canonical","3","5","3291_1","4923914533.mp3"
"3291_1 4928375599.mp3 4470.26 0","3291_1 4928375599.mp3 4470.26 0","Junk","4","5","3291_1","4928375599.mp3"
"3291_1 4931493864.mp3 14603.53 0","3291_1 4931493864.mp3 14603.53 0","Non-Canonical","4","5","3291_1","4931493864.mp3"
"3291_1 4942786097.mp3 8913.56 1","3291_1 4942786097.mp3 8913.56 1","Laughing","4","5","3291_1","4942786097.mp3"
"3291_1 4943111102.mp3 36505.01 0","3291_1 4943111102.mp3 36505.01 0","","2","5","3291_1","4943111102.mp3"
"3291_1 4944034575.mp3 8933.86 1","3291_1 4944034575.mp3 8933.86 1","Junk","5","5","3291_1","4944034575.mp3"
"3291_1 4945780642.mp3 40986.49 0","3291_1 4945780642.mp3 40986.49 0","","2","5","3291_1","4945780642.mp3"
"3291_1 4946180820.mp3 4625.85 1","3291_1 4946180820.mp3 4625.85 1","Non-Canonical","4","5","3291_1","4946180820.mp3"
"3291_1 4949331622.mp3 36408.21 1","3291_1 4949331622.mp3 36408.21 1","Non-Canonical","3","5","3291_1","4949331622.mp3"
"3291_1 4956415526.mp3 37680.39 0","3291_1 4956415526.mp3 37680.39 0","Non-Canonical","5","5","3291_1","4956415526.mp3"
"3291_1 4956986800.mp3 38733.69 1","3291_1 4956986800.mp3 38733.69 1","Non-Canonical","5","5","3291_1","4956986800.mp3"
"3291_1 4959287942.mp3 24121.39 1","3291_1 4959287942.mp3 24121.39 1","Non-Canonical","3","5","3291_1","4959287942.mp3"
"3291_1 4964211352.mp3 39775.54 1","3291_1 4964211352.mp3 39775.54 1","Junk","3","5","3291_1","4964211352.mp3"
"3291_1 4970178497.mp3 4972.94 0","3291_1 4970178497.mp3 4972.94 0","Non-Canonical","5","5","3291_1","4970178497.mp3"
"3291_1 4971348568.mp3 39734.96 2","3291_1 4971348568.mp3 39734.96 2","","2","5","3291_1","4971348568.mp3"
"3291_1 4972543832.mp3 5140.47 1","3291_1 4972543832.mp3 5140.47 1","Crying","3","5","3291_1","4972543832.mp3"
"3291_1 4984814772.mp3 30882.97 0","3291_1 4984814772.mp3 30882.97 0","Non-Canonical","4","5","3291_1","4984814772.mp3"
"3291_1 4989563087.mp3 38431.37 0","3291_1 4989563087.mp3 38431.37 0","Non-Canonical","4","5","3291_1","4989563087.mp3"
"3291_1 4993836620.mp3 33097.75 0","3291_1 4993836620.mp3 33097.75 0","Non-Canonical","5","5","3291_1","4993836620.mp3"
"3291_1 4994821079.mp3 30857.71 1","3291_1 4994821079.mp3 30857.71 1","Canonical","3","5","3291_1","4994821079.mp3"
"3291_1 4995495124.mp3 38472.45 1","3291_1 4995495124.mp3 38472.45 1","Junk","5","5","3291_1","4995495124.mp3"
"3291_1 4996048751.mp3 4507.36 0","3291_1 4996048751.mp3 4507.36 0","","2","5","3291_1","4996048751.mp3"
"3291_1 4996851847.mp3 35184.03 1","3291_1 4996851847.mp3 35184.03 1","Non-Canonical","3","5","3291_1","4996851847.mp3"
"3291_1 4997312839.mp3 39937 0","3291_1 4997312839.mp3 39937 0","Junk","4","5","3291_1","4997312839.mp3"
"3291_1 5000976261.mp3 37928.17 1","3291_1 5000976261.mp3 37928.17 1","Non-Canonical","3","5","3291_1","5000976261.mp3"
"3291_1 5001786617.mp3 3737.93 2","3291_1 5001786617.mp3 3737.93 2","Non-Canonical","4","5","3291_1","5001786617.mp3"
"3291_1 5002584214.mp3 1860.31 0","3291_1 5002584214.mp3 1860.31 0","Canonical","4","5","3291_1","5002584214.mp3"
"3291_1 5003666126.mp3 4561.76 0","3291_1 5003666126.mp3 4561.76 0","Canonical","3","5","3291_1","5003666126.mp3"
"3291_1 5003757970.mp3 38473.63 1","3291_1 5003757970.mp3 38473.63 1","Junk","5","5","3291_1","5003757970.mp3"
"3291_1 5005343522.mp3 37064.77 1","3291_1 5005343522.mp3 37064.77 1","","2","5","3291_1","5005343522.mp3"
"3291_1 5006298792.mp3 39948.23 2","3291_1 5006298792.mp3 39948.23 2","","2","5","3291_1","5006298792.mp3"
"3291_1 5007312555.mp3 14644.1 0","3291_1 5007312555.mp3 14644.1 0","Non-Canonical","3","5","3291_1","5007312555.mp3"
"3291_1 5007822699.mp3 14823.76 1","3291_1 5007822699.mp3 14823.76 1","Canonical","4","5","3291_1","5007822699.mp3"
"3291_1 5010786287.mp3 24526.39 1","3291_1 5010786287.mp3 24526.39 1","Junk","3","5","3291_1","5010786287.mp3"
"3291_1 5020855402.mp3 4543.25 1","3291_1 5020855402.mp3 4543.25 1","Non-Canonical","3","5","3291_1","5020855402.mp3"
"3291_1 5023655078.mp3 9074.93 1","3291_1 5023655078.mp3 9074.93 1","Non-Canonical","4","5","3291_1","5023655078.mp3"
"3291_1 5025424617.mp3 15779.06 1","3291_1 5025424617.mp3 15779.06 1","Crying","3","5","3291_1","5025424617.mp3"
"3291_1 5026582529.mp3 36682.47 3","3291_1 5026582529.mp3 36682.47 3","Canonical","3","5","3291_1","5026582529.mp3"
"3291_1 5027467069.mp3 24659.01 0","3291_1 5027467069.mp3 24659.01 0","Canonical","3","5","3291_1","5027467069.mp3"
"3291_1 5027600809.mp3 1920.98 0","3291_1 5027600809.mp3 1920.98 0","Non-Canonical","3","5","3291_1","5027600809.mp3"
"3291_1 5030521019.mp3 11219.44 0","3291_1 5030521019.mp3 11219.44 0","Junk","3","5","3291_1","5030521019.mp3"
"3291_1 5031922635.mp3 37801.96 0","3291_1 5031922635.mp3 37801.96 0","Canonical","3","5","3291_1","5031922635.mp3"
"3291_1 5034021266.mp3 34071.16 1","3291_1 5034021266.mp3 34071.16 1","Non-Canonical","5","5","3291_1","5034021266.mp3"
"3291_1 5036995863.mp3 33079.85 0","3291_1 5036995863.mp3 33079.85 0","","2","5","3291_1","5036995863.mp3"
"3291_1 5041469240.mp3 14634.56 0","3291_1 5041469240.mp3 14634.56 0","Non-Canonical","3","5","3291_1","5041469240.mp3"
"3291_1 5045525086.mp3 37227.82 1","3291_1 5045525086.mp3 37227.82 1","","2","5","3291_1","5045525086.mp3"
"3291_1 5046608633.mp3 8930.92 2","3291_1 5046608633.mp3 8930.92 2","","2","5","3291_1","5046608633.mp3"
"3291_1 5046657645.mp3 4993.86 2","3291_1 5046657645.mp3 4993.86 2","Non-Canonical","3","5","3291_1","5046657645.mp3"
"3291_1 5049807536.mp3 36047.65 2","3291_1 5049807536.mp3 36047.65 2","Non-Canonical","5","5","3291_1","5049807536.mp3"
"3291_1 5055900007.mp3 1766.36 1","3291_1 5055900007.mp3 1766.36 1","Non-Canonical","4","5","3291_1","5055900007.mp3"
"3291_1 5059379118.mp3 37079.29 1","3291_1 5059379118.mp3 37079.29 1","Crying","3","5","3291_1","5059379118.mp3"
"3291_1 5063713061.mp3 36546.71 0","3291_1 5063713061.mp3 36546.71 0","Non-Canonical","5","5","3291_1","5063713061.mp3"
"3291_1 5074273117.mp3 15896.73 1","3291_1 5074273117.mp3 15896.73 1","Crying","3","5","3291_1","5074273117.mp3"
"3291_1 5074990882.mp3 41671.51 1","3291_1 5074990882.mp3 41671.51 1","Canonical","4","5","3291_1","5074990882.mp3"
"3291_1 5079240974.mp3 4972.94 4","3291_1 5079240974.mp3 4972.94 4","Non-Canonical","3","5","3291_1","5079240974.mp3"
"3291_1 5079654788.mp3 35093.94 1","3291_1 5079654788.mp3 35093.94 1","Crying","4","5","3291_1","5079654788.mp3"
